g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o
None-gene-2767923,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,11290,0.2037,2.251,0.8989,0,0,0.4727,0.0,0.4727,0.0,0.3433,0.5307,-1.0677
None-gene-2784958,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,219,0.0028,-0.5547,0.8983,0,0,0.0734,0.2565,0.0734,0.2565,0.4475,0.7248,1.9496
None-gene-2788379,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,5552,0.0996,0.7968,0.8981,0,0,0.3524,0.0,0.3524,0.0,0.4071,0.6495,0.779
None-gene-2797121,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,356,0.0053,-0.5199,0.8978,0,0,-0.0454,0.4876,-0.0454,0.4876,0.4157,0.6657,1.03
None-gene-2799939,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,760,0.0126,-0.4176,0.8977,0,0,0.0955,0.1273,0.0955,0.1273,0.4211,0.6756,1.1842
None-gene-2799940,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,261,0.0035,-0.544,0.8977,0,0,0.1423,0.0272,0.1423,0.0272,0.5134,0.8476,3.8584
None-gene-2805414,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1148,0.0196,-0.3192,0.8975,0,0,0.2298,0.0002,0.2298,0.0002,0.4233,0.6798,1.2505
None-gene-2813706,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,913,0.0154,-0.3788,0.8972,0,0,0.2175,0.0005,0.2175,0.0005,0.4074,0.6502,0.7902
None-gene-2814210,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,339,0.005,-0.5242,0.8972,0,0,0.202,0.0019,0.202,0.0019,0.4425,0.7155,1.8045
None-gene-2816047,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,2447,0.0432,0.01,0.8971,0,0,0.0065,0.9176,0.0065,0.9176,0.4307,0.6936,1.4644
None-gene-2818803,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,510,0.0081,-0.4809,0.897,0,0,0.0173,0.7858,0.0173,0.7858,0.4216,0.6765,1.1991
None-gene-2823254,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,577,0.0093,-0.4639,0.8969,0,0,0.1844,0.0036,0.1844,0.0036,0.3674,0.5757,-0.3689
None-gene-2832819,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,5144,0.0922,0.6934,0.8965,0,0,0.288,0.0,0.288,0.0,0.4392,0.7093,1.7082
None-gene-2849677,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,645,0.0105,-0.4467,0.8959,0,0,-0.088,0.1673,-0.088,0.1673,0.3876,0.6133,0.2154
None-gene-2851525,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,788,0.0131,-0.4105,0.8958,0,0,0.0782,0.2126,0.0782,0.2126,0.3718,0.5839,-0.2412
None-gene-2859983,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,312,0.0045,-0.5311,0.8955,0,0,-0.0121,0.8519,-0.0121,0.8519,0.3942,0.6256,0.4075
None-gene-2911498,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,444,0.0069,-0.4976,0.8936,0,0,0.0521,0.4128,0.0521,0.4128,0.4369,0.7052,1.6441
None-gene-2915527,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1001,0.017,-0.3565,0.8935,0,0,0.0909,0.1472,0.0909,0.1472,0.3427,0.5296,-1.0858
None-gene-2916816,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,330,0.0048,-0.5265,0.8934,0,0,0.0307,0.6542,0.0307,0.6542,0.4424,0.7154,1.803
None-gene-2919004,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,417,0.0064,-0.5045,0.8934,0,0,0.0115,0.8585,0.0115,0.8585,0.4221,0.6775,1.2134
None-gene-2919420,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1038,0.0176,-0.3471,0.8933,0,0,0.121,0.0531,0.121,0.0531,0.4066,0.6486,0.7642
None-gene-2928423,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,321,0.0046,-0.5288,0.893,0,0,0.2544,0.0002,0.2544,0.0002,0.3551,0.5528,-0.7244
None-gene-2928530,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1459,0.0253,-0.2404,0.893,0,0,0.1592,0.0107,0.1592,0.0107,0.3735,0.5871,-0.1915
None-gene-2929681,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,333,0.0048,-0.5258,0.893,0,0,0.0215,0.7485,0.0215,0.7485,0.4474,0.7247,1.9484
None-gene-3056459,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1897,0.0332,-0.1294,0.8883,0,0,0.0512,0.4144,0.0512,0.4144,0.3653,0.5718,-0.4298
None-gene-3078063,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,159,0.0017,-0.5699,0.8875,0,0,-0.0591,0.3997,-0.0591,0.3997,0.3962,0.6293,0.4653
None-gene-3092852,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,609,0.0099,-0.4558,0.887,0,0,0.0611,0.33,0.0611,0.33,0.4187,0.6712,1.1166
None-gene-3110166,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,303,0.0043,-0.5334,0.8864,0,0,0.133,0.0392,0.133,0.0392,0.4653,0.7581,2.4667
None-gene-3149072,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,722,0.0119,-0.4272,0.885,0,0,0.1754,0.0055,0.1754,0.0055,0.4003,0.6369,0.5826
None-gene-3151184,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,171,0.0019,-0.5668,0.8849,0,0,-0.1593,0.0257,-0.1593,0.0257,0.4211,0.6756,1.1842
None-gene-3163227,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,5903,0.1059,0.8858,0.8844,0,0,0.322,0.0,0.322,0.0,0.3566,0.5555,-0.6822
None-gene-3185628,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1105,0.0189,-0.3301,0.8836,0,0,-0.0148,0.8136,-0.0148,0.8136,0.5167,0.8538,3.9549
None-gene-3202292,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,3859,0.0688,0.3678,0.883,0,0,0.2637,0.0,0.2637,0.0,0.3573,0.5569,-0.6605
None-gene-3213941,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,264,0.0036,-0.5432,0.8826,0,0,0.0241,0.7056,0.0241,0.7056,0.4205,0.6745,1.1668
None-gene-3224924,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,237,0.0031,-0.5501,0.8822,0,0,0.036,0.5731,0.036,0.5731,0.4641,0.7558,2.4316
None-gene-3236553,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,621,0.0101,-0.4528,0.8818,0,0,0.1166,0.0624,0.1166,0.0624,0.409,0.6532,0.8357
None-gene-3253759,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,261,0.0035,-0.544,0.8811,0,0,0.1562,0.0204,0.1562,0.0204,0.3563,0.555,-0.6902
None-gene-3253871,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,150,0.0015,-0.5721,0.8811,0,0,0.0188,0.7961,0.0188,0.7961,0.34,0.5246,-1.1628
None-gene-3320873,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,165,0.0018,-0.5683,0.8787,0,0,-0.0599,0.4076,-0.0599,0.4076,0.4121,0.6589,0.9255
None-gene-3322629,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,575,0.0092,-0.4644,0.8786,0,0,0.0429,0.4945,0.0429,0.4945,0.4417,0.7141,1.7831
None-gene-3326431,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,225,0.0029,-0.5531,0.8785,0,0,0.0635,0.3333,0.0635,0.3333,0.4489,0.7274,1.9902
None-gene-3330321,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,171,0.0019,-0.5668,0.8783,0,0,0.0664,0.3346,0.0664,0.3346,0.4854,0.7954,3.0468
None-gene-3330687,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,576,0.0093,-0.4642,0.8783,0,0,-0.0599,0.3397,-0.0599,0.3397,0.4392,0.7094,1.7107
None-gene-3333889,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,183,0.0021,-0.5638,0.8782,0,0,0.1367,0.0542,0.1367,0.0542,0.4426,0.7158,1.8087
None-gene-3336718,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,291,0.0041,-0.5364,0.8781,0,0,-0.048,0.452,-0.048,0.452,0.4674,0.7618,2.5248
None-gene-3337364,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1792,0.0313,-0.156,0.8781,0,0,-0.0012,0.985,-0.0012,0.985,0.3979,0.6324,0.5132
None-gene-3338318,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,240,0.0032,-0.5493,0.878,0,0,-0.0258,0.6989,-0.0258,0.6989,0.3875,0.6131,0.2126
None-gene-3350649,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,10073,0.1816,1.9426,0.8776,0,0,0.4579,0.0,0.4579,0.0,0.3736,0.5871,-0.1907
None-gene-3379219,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,11283,0.2036,2.2492,0.8765,0,0,0.3753,0.0,0.3753,0.0,0.3634,0.5682,-0.485
None-gene-3415483,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,285,0.004,-0.5379,0.8752,0,0,0.1544,0.0149,0.1544,0.0149,0.4,0.6364,0.5746
None-gene-3459465,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,5100,0.0914,0.6823,0.8736,0,0,0.1267,0.0429,0.1267,0.0429,0.4337,0.6992,1.5511
None-gene-3465976,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,4291,0.0767,0.4773,0.8734,0,0,0.1144,0.0675,0.1144,0.0675,0.3675,0.5757,-0.3678
None-gene-3472216,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,285,0.004,-0.5379,0.8731,0,0,-0.0345,0.6043,-0.0345,0.6043,0.4,0.6364,0.5746
None-gene-3474927,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,807,0.0134,-0.4056,0.8731,0,0,0.0812,0.1955,0.0812,0.1955,0.3978,0.6322,0.51
None-gene-3478340,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,5596,0.1004,0.808,0.8729,0,0,0.188,0.0025,0.188,0.0025,0.3352,0.5157,-1.3006
None-gene-3488762,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,8065,0.1452,1.4337,0.8725,0,0,0.3309,0.0,0.3309,0.0,0.3912,0.62,0.3196
None-gene-3498468,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,6170,0.1108,0.9535,0.8722,0,0,0.2273,0.0002,0.2273,0.0002,0.3494,0.5422,-0.8897
None-gene-3501058,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,11100,0.2002,2.2028,0.8721,0,0,0.2879,0.0,0.2879,0.0,0.3573,0.5568,-0.6619
None-gene-3516019,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1355,0.0234,-0.2668,0.8715,0,0,0.0587,0.3495,0.0587,0.3495,0.3889,0.6157,0.254
None-gene-3519841,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1398,0.0242,-0.2559,0.8714,0,0,0.3024,0.0,0.3024,0.0,0.3841,0.6068,0.1147
None-gene-3546230,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,816,0.0136,-0.4034,0.8704,0,0,0.106,0.0953,0.106,0.0953,0.4093,0.6537,0.8442
None-gene-3548000,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,2554,0.0452,0.0371,0.8704,0,0,0.1172,0.061,0.1172,0.061,0.39,0.6177,0.2843
None-gene-3550675,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1137,0.0194,-0.322,0.8703,0,0,0.0065,0.9172,0.0065,0.9172,0.3668,0.5744,-0.3881
None-gene-3568633,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,264,0.0036,-0.5432,0.8696,0,0,-0.044,0.5047,-0.044,0.5047,0.4091,0.6533,0.8378
None-gene-3583001,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,189,0.0022,-0.5623,0.8691,0,0,0.0009,0.9903,0.0009,0.9903,0.3862,0.6107,0.1762
None-gene-3589169,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1781,0.0311,-0.1588,0.8689,0,0,0.2487,0.0001,0.2487,0.0001,0.4183,0.6705,1.1046
None-gene-3622669,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,865,0.0145,-0.3909,0.8677,0,0,0.1385,0.0267,0.1385,0.0267,0.415,0.6644,1.0097
None-gene-3634361,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,719,0.0119,-0.4279,0.8672,0,0,0.0597,0.3411,0.0597,0.3411,0.4409,0.7125,1.7586
None-gene-3641556,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1334,0.023,-0.2721,0.867,0,0,0.1875,0.003,0.1875,0.003,0.416,0.6662,1.0391
None-gene-3643601,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1722,0.0301,-0.1738,0.8669,0,0,0.1164,0.0629,0.1164,0.0629,0.4559,0.7404,2.1922
None-gene-3651699,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,4309,0.077,0.4818,0.8666,0,0,0.1675,0.0072,0.1675,0.0072,0.3834,0.6054,0.0934
None-gene-3663234,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,7358,0.1323,1.2545,0.8662,0,0,0.4489,0.0,0.4489,0.0,0.336,0.5171,-1.2797
None-gene-3663254,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,195,0.0023,-0.5607,0.8662,0,0,0.0111,0.8768,0.0111,0.8768,0.4769,0.7796,2.8019
None-gene-3679895,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,192,0.0023,-0.5615,0.8656,0,0,-0.1004,0.1315,-0.1004,0.1315,0.4115,0.6577,0.9063
None-gene-3686827,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,861,0.0144,-0.392,0.8653,0,0,0.0857,0.1715,0.0857,0.1715,0.4413,0.7134,1.7718
None-gene-3690615,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,336,0.0049,-0.525,0.8652,0,0,0.0094,0.884,0.0094,0.884,0.4762,0.7783,2.7807
None-gene-3690725,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,177,0.002,-0.5653,0.8652,0,0,0.0302,0.6908,0.0302,0.6908,0.4746,0.7753,2.734
None-gene-3697481,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,471,0.0073,-0.4908,0.8649,0,0,0.005,0.9371,0.005,0.9371,0.4374,0.706,1.6566
None-gene-3698799,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,306,0.0044,-0.5326,0.8649,0,0,-0.0068,0.92,-0.0068,0.92,0.4608,0.7496,2.3346
None-gene-3711171,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,453,0.007,-0.4954,0.8644,0,0,0.0209,0.7392,0.0209,0.7392,0.4437,0.7178,1.8402
None-gene-3727086,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,777,0.0129,-0.4132,0.8638,0,0,-0.0263,0.6753,-0.0263,0.6753,0.417,0.668,1.0665
None-gene-3736701,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,615,0.01,-0.4543,0.8635,0,0,0.1407,0.0264,0.1407,0.0264,0.365,0.5713,-0.4375
None-gene-3739178,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,270,0.0037,-0.5417,0.8634,0,0,-0.071,0.2893,-0.071,0.2893,0.3889,0.6157,0.2528
None-gene-3741036,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,318,0.0046,-0.5296,0.8633,0,0,-0.0176,0.7888,-0.0176,0.7888,0.4245,0.682,1.2848
None-gene-3742506,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,117,0.0009,-0.5805,0.8633,0,0,-0.0654,0.4129,-0.0654,0.4129,0.4274,0.6873,1.3665
None-gene-3751730,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,844,0.0141,-0.3963,0.8629,0,0,0.1589,0.0122,0.1589,0.0122,0.3803,0.5997,0.005
None-gene-3754197,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,786,0.0131,-0.411,0.8628,0,0,0.1712,0.006,0.1712,0.006,0.4351,0.7018,1.5913
None-gene-3759944,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,360,0.0053,-0.5189,0.8626,0,0,0.0754,0.2355,0.0754,0.2355,0.3722,0.5846,-0.2298
None-gene-3762339,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,177,0.002,-0.5653,0.8626,0,0,0.2348,0.0004,0.2348,0.0004,0.4181,0.67,1.0981
None-gene-3779162,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,420,0.0064,-0.5037,0.8619,0,0,0.1151,0.0703,0.1151,0.0703,0.4262,0.6851,1.3329
None-gene-3779763,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,120,0.001,-0.5797,0.8619,0,0,0.1122,0.1616,0.1122,0.1616,0.3917,0.6208,0.3333
None-gene-3793797,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,5692,0.1021,0.8323,0.8614,0,0,0.3228,0.0,0.3228,0.0,0.3667,0.5743,-0.391
None-gene-3810093,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,525,0.0083,-0.4771,0.8608,0,0,0.0873,0.1637,0.0873,0.1637,0.4171,0.6683,1.0709
None-gene-3811332,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,3890,0.0694,0.3757,0.8608,0,0,0.1873,0.0026,0.1873,0.0026,0.3784,0.5961,-0.0507
None-gene-3815500,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,4265,0.0762,0.4707,0.8606,0,0,0.236,0.0001,0.236,0.0001,0.407,0.6495,0.7782
None-gene-3816589,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,968,0.0164,-0.3648,0.8606,0,0,0.0617,0.3258,0.0617,0.3258,0.4039,0.6437,0.6882
None-gene-3817590,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,153,0.0016,-0.5714,0.8605,0,0,-0.0142,0.854,-0.0142,0.854,0.4641,0.7557,2.4292
None-gene-3818252,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,573,0.0092,-0.4649,0.8605,0,0,0.1949,0.0017,0.1949,0.0017,0.4538,0.7365,2.131
None-gene-3821418,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,2141,0.0377,-0.0676,0.8604,0,0,0.2069,0.0009,0.2069,0.0009,0.4404,0.7117,1.7458
None-gene-3822658,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,343,0.005,-0.5232,0.8603,0,0,-0.156,0.0154,-0.156,0.0154,0.4723,0.771,2.6682
None-gene-3825328,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1307,0.0225,-0.2789,0.8602,0,0,0.1034,0.0988,0.1034,0.0988,0.4017,0.6395,0.6233
None-gene-3827247,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,918,0.0155,-0.3775,0.8602,0,0,0.0744,0.2356,0.0744,0.2356,0.4521,0.7333,2.0823
None-gene-3829803,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1878,0.0329,-0.1342,0.8601,0,0,0.2338,0.0002,0.2338,0.0002,0.418,0.6699,1.0957
None-gene-3840538,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,2483,0.0439,0.0191,0.8597,0,0,0.0098,0.8758,0.0098,0.8758,0.4092,0.6535,0.8404
None-gene-3877369,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,406,0.0062,-0.5073,0.8583,0,0,-0.0426,0.511,-0.0426,0.511,0.3818,0.6024,0.0468
None-gene-3881329,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,16901,0.3055,3.6729,0.8582,0,0,0.4499,0.0,0.4499,0.0,0.3697,0.58,-0.3016
None-gene-3891948,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,318,0.0046,-0.5296,0.8578,0,0,0.0246,0.7,0.0246,0.7,0.4811,0.7875,2.9238
None-gene-3925920,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,3351,0.0596,0.2391,0.8566,0,0,0.288,0.0,0.288,0.0,0.3238,0.4944,-1.6323
None-gene-3943363,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,9334,0.1682,1.7553,0.8559,0,0,0.2943,0.0,0.2943,0.0,0.332,0.5097,-1.3941
None-gene-3959248,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,171,0.0019,-0.5668,0.8554,0,0,0.1727,0.0105,0.1727,0.0105,0.4854,0.7954,3.0468
None-gene-4120819,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,330,0.0048,-0.5265,0.8495,0,0,0.035,0.5884,0.035,0.5884,0.4576,0.7436,2.2417
None-gene-4128049,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,4936,0.0884,0.6407,0.8492,0,0,0.1196,0.056,0.1196,0.056,0.4169,0.6679,1.065
None-gene-4128642,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,300,0.0042,-0.5341,0.8492,0,0,0.0208,0.749,0.0208,0.749,0.4233,0.6798,1.2502
None-gene-4155260,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,463,0.0072,-0.4928,0.8482,0,0,0.1228,0.0497,0.1228,0.0497,0.4104,0.6557,0.8747
None-gene-4177031,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,297,0.0042,-0.5349,0.8474,0,0,0.0257,0.6916,0.0257,0.6916,0.4411,0.7129,1.764
None-gene-4177059,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,937,0.0158,-0.3727,0.8474,0,0,-0.0317,0.6141,-0.0317,0.6141,0.4578,0.7441,2.2495
None-gene-4184276,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,4916,0.088,0.6357,0.8471,0,0,0.3057,0.0,0.3057,0.0,0.381,0.601,0.0244
None-gene-4192937,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,267,0.0036,-0.5425,0.8468,0,0,0.0485,0.4394,0.0485,0.4394,0.4082,0.6517,0.8131
None-gene-4196355,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,nan,1008,0.0171,-0.3547,0.8467,0,0,0.1816,0.0035,0.1816,0.0035,0.4435,0.7173,1.8328
