#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_794	714	9	N	N	1	both	*	794
contig_796	8994	17	N	N	1	both	*	796
contig_797	643	7	N	N	1	both	*	797
contig_801	57264	42	N	N	1	none	*	-1814,801,-1814
contig_802	268296	40	N	N	1	none	*	1814,802
contig_805	262549	41	N	N	1	none	*	805
contig_806	123629	28	N	N	1	none	*	806,-329
contig_807	132530	14	N	N	1	none	*	807,-868
contig_809	596084	13	N	N	1	none	*	-1848,809,-921
contig_811	207135	30	N	N	1	none	*	810,811
contig_812	241485	34	N	N	1	none	*	812
contig_814	254085	14	N	N	1	none	*	1734,814
contig_815	247260	30	N	N	1	none	*	1734,815
contig_817	70880	40	N	N	1	none	*	817
contig_818	94771	30	N	N	1	none	*	818,-1866
contig_819	111649	17	N	N	1	none	*	819,-1866
contig_821	81254	42	N	N	1	none	*	1496,-1495,1496,-1495,1496,821
contig_824	31965	63	N	N	2	none	*	826,833,-832,833,-832,833,824
contig_825	11261	39	N	N	1	none	*	826,-820,-822,-822,-822,825
contig_827	24502	49	N	N	1	none	*	826,-820,-822,827
contig_834	1969	9	N	N	1	none	*	834
contig_835	5279	9	N	N	1	none	*	835
contig_836	128002	39	N	N	1	none	*	836
contig_837	206774	34	N	N	1	none	*	837
contig_839	95875	12	N	N	1	both	*	839
contig_840	715807	37	N	N	1	none	*	1829,952,952,840
contig_843	178201	39	N	N	1	none	*	843
contig_844	522671	32	N	N	1	none	*	844
contig_845	334753	29	N	N	1	none	*	845,1876,-1770,1876,-1770,1876
contig_847	72921	36	N	N	1	none	*	847
contig_848	231977	13	N	N	1	none	*	848
contig_849	2439	243	N	N	6	both	*	849
contig_852	79608	40	N	N	1	none	*	852
contig_857	10089	57	N	N	1	none	*	-375,376,857
contig_861	99724	13	N	N	1	both	*	861
contig_863	28538	5	N	N	1	both	*	863
contig_865	109715	17	N	N	1	none	*	865
contig_867	52830	27	N	N	1	none	*	867,1818,868
contig_869	109672	31	N	N	1	none	*	869
contig_870	41276	15	N	N	1	none	*	-868,870
contig_871	4509	0	N	N	1	both	*	871
contig_872	136263	14	N	N	1	none	*	872
contig_881	195399	38	N	N	1	none	*	881
contig_883	103724	34	N	N	1	none	*	883
contig_884	109078	10	N	N	1	none	*	884
contig_885	508086	30	N	N	1	none	*	-887,885
contig_886	503581	13	N	N	1	none	*	886,887
contig_893	7523	7	N	N	1	both	*	893
contig_896	328505	40	N	N	1	none	*	896
contig_901	101526	14	N	N	1	none	*	901,684
contig_902	96023	35	N	N	1	none	*	902,903,904,903,903,903,904
contig_905	33859	33	N	N	1	none	*	905,-1192,-907,684
contig_906	348286	14	N	N	1	none	*	906
contig_909	205289	32	N	N	1	none	*	909
contig_910	198947	13	N	N	1	none	*	910
contig_911	190630	12	N	N	1	none	*	-1829,911,1822
contig_912	197155	28	N	N	1	none	*	-1829,912,1822
contig_913	114847	15	N	N	1	none	*	1822,913,915
contig_914	125865	32	N	N	1	none	*	1822,914,915
contig_916	219393	14	N	N	1	none	*	-1464,916,917
contig_918	80224	13	N	N	1	none	*	917,918
contig_929	12122	18	N	N	1	none	*	929,779
contig_933	285833	33	N	N	1	none	*	-456,933
contig_934	302859	13	N	N	1	none	*	-456,934
contig_941	189097	31	N	N	1	none	*	941
contig_943	489408	42	N	N	1	none	*	-1014,-1012,-1834,943
contig_946	116109	15	N	N	1	none	*	946,1828
contig_947	110994	30	N	N	1	none	*	947,1828
contig_948	155190	32	N	N	1	none	*	948
contig_949	132199	15	N	N	1	none	*	1830,949,-1792
contig_950	146300	33	N	N	1	none	*	1830,950,-1792
contig_951	129673	9	N	N	1	both	*	951
contig_957	157034	31	N	N	1	none	*	957
contig_958	178323	17	N	N	1	none	*	958
contig_959	711746	32	N	N	1	none	*	1419,959
contig_962	271077	30	N	N	1	none	*	-1544,962
contig_963	351210	28	N	N	1	none	*	-1863,-1862,963
contig_965	1059259	12	N	N	1	none	*	965,-406
contig_968	100228	46	N	N	1	none	*	968
contig_969	113788	31	N	N	1	none	*	969
contig_970	94904	11	N	N	1	none	*	970
contig_971	86605	34	N	N	1	none	*	971
contig_976	95628	38	N	N	1	none	*	976
contig_978	3067	4	N	N	1	both	*	978
contig_981	166343	12	N	N	1	left	*	981,-1839
contig_982	254239	31	N	N	1	none	*	982,-1839
contig_985	128261	11	N	N	1	none	*	1857,985
contig_988	341148	12	N	N	1	none	*	988
contig_989	337695	30	N	N	1	none	*	989
contig_992	736399	30	N	N	1	none	*	992
contig_993	540732	12	N	N	1	left	*	993
contig_994	98278	18	N	N	1	none	*	994
contig_995	64193	9	N	N	1	both	*	995
contig_996	109766	11	N	N	1	left	*	996,998
contig_997	10974	5	N	N	1	both	*	997
contig_999	4577	6	N	N	1	both	*	999
contig_1002	47211	35	N	N	1	none	*	1002
contig_1003	57471	47	N	N	1	none	*	1003
contig_1006	203549	11	N	N	1	left	*	1006
contig_1007	6873	7	N	N	1	both	*	1007
contig_1008	117031	31	N	N	1	none	*	1008
contig_1009	96322	9	N	N	1	none	*	1009
contig_1010	114196	28	N	N	1	none	*	1010
contig_1011	14315	3	N	N	1	both	*	1011
contig_1024	316565	28	N	N	1	none	*	1828,1024
contig_1025	311204	17	N	N	1	none	*	1828,1025
contig_1026	151663	28	N	N	1	none	*	1026
contig_1031	108416	29	N	N	1	none	*	1031
contig_1032	102161	18	N	N	1	none	*	1032
contig_1033	93912	13	N	N	1	both	*	1033
contig_1034	273204	35	N	N	1	none	*	1034
contig_1036	299172	30	N	N	1	none	*	1036
contig_1037	44787	16	N	N	1	none	*	1037
contig_1039	5856	1	N	N	1	both	*	1039
contig_1040	4293	4	N	N	1	both	*	1040
contig_1042	50786	53	N	N	1	none	*	1042
contig_1043	71976	34	N	N	1	none	*	1043,1045
contig_1044	66846	16	N	N	1	none	*	1044,1045
contig_1048	68088	29	N	N	1	none	*	1045,1048
contig_1049	68162	14	N	N	1	none	*	1045,1049
contig_1056	378837	13	N	N	1	none	*	-1790,1056
contig_1057	164710	15	N	N	1	none	*	-1059,1057
contig_1058	175101	31	N	N	1	none	*	1058,1059
contig_1062	178578	12	N	N	1	right	*	1059,1062
contig_1063	112767	31	N	N	1	none	*	1059,1063
contig_1064	125200	12	N	N	1	right	*	1064
contig_1065	724895	31	N	N	1	none	*	1065
contig_1066	533691	13	N	N	1	none	*	1066
contig_1067	13526	35	N	N	1	both	*	1067
contig_1068	27647	73	Y	N	2	none	*	1068
contig_1071	256050	36	N	N	1	none	*	1071
contig_1072	150878	13	N	N	1	both	*	1072
contig_1073	63659	9	N	N	1	none	*	1073
contig_1074	58663	30	N	N	1	none	*	1074
contig_1075	10904	14	N	N	1	both	*	1075
contig_1076	8642	22	N	N	1	none	*	1076,1078
contig_1077	8737	37	N	N	1	none	*	1077,1078
contig_1082	74749	15	N	N	1	none	*	1082,1841
contig_1083	82326	27	N	N	1	none	*	1083,1841
contig_1100	40960	12	N	N	1	none	*	1099,1106,1100,1843
contig_1103	8615	10	Y	N	1	none	*	1103
contig_1104	6947	3	N	N	1	none	*	-1084,-1085,-1087,-1087,-1084,-1085,-1089,-1098,-1098,-1085,-1087,-1084,-1089,-1084,-1088,1104,-1106,-1099
contig_1107	40842	39	N	N	1	none	*	1099,1107,-1689,-1686,-1685,-1578,-1573,-1572,1581,-1685,-1578,-1573,-1572,1581,-1105,1084,1084,1084,1084,1084,1084,1086,1085,1084,1084,1084,1085,1084,1084,1087,1084,1084,1084,1089,1084,1097,1087,1084
contig_1109	113738	29	N	N	1	none	*	1109,1844
contig_1110	102650	12	N	N	1	none	*	1110,1844
contig_1111	170585	13	N	N	1	none	*	1111
contig_1112	206082	32	N	N	1	none	*	1112,1850
contig_1113	65553	40	N	N	1	none	*	1113
contig_1123	8384	5	N	N	1	both	*	1123
contig_1124	357840	30	N	N	1	none	*	1124
contig_1127	134646	14	N	N	1	none	*	1127,1866
contig_1131	2592	58	N	N	1	both	*	1131
contig_1138	48647	38	N	N	1	none	*	-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1141,-1140,-1140,-1140,-1140,-1140,-1140,-1142,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,1138
contig_1144	52626	31	N	N	1	none	*	1144,1146
contig_1150	280181	12	N	N	1	none	*	-1830,1150
contig_1151	308613	31	N	N	1	none	*	-1830,1151
contig_1152	100480	40	N	N	1	none	*	1152
contig_1157	16520	8	N	N	1	none	*	1845,1157
contig_1158	256106	30	N	N	1	none	*	1845,1158,1839
contig_1159	45712	9	N	N	1	none	*	1159
contig_1162	340229	39	N	N	1	none	*	-257,-254,-253,-252,1162
contig_1163	62867	16	N	N	1	both	*	1163
contig_1164	25598	4	N	N	1	both	*	1164
contig_1165	70645	30	N	N	1	none	*	1165,1845
contig_1166	34282	13	N	N	1	both	*	1166
contig_1167	100308	28	N	N	1	none	*	1167
contig_1168	415042	35	N	N	1	none	*	1168
contig_1169	56149	8	N	N	1	both	*	1169
contig_1175	159252	26	N	N	1	none	*	-1847,1175,1299
contig_1176	152101	13	N	N	1	none	*	-1299,1176,1847
contig_1177	201818	29	N	N	1	none	*	1847,1177,-1790
contig_1178	208352	12	N	N	1	none	*	1847,1178,-1790
contig_1179	226545	32	N	N	1	none	*	1848,1179,1849
contig_1180	222280	14	N	N	1	none	*	1848,1180,1849
contig_1181	107276	34	N	N	1	none	*	1849,1181
contig_1182	101360	10	N	N	1	none	*	1849,1182
contig_1185	158379	42	N	N	1	none	*	1185
contig_1196	110781	33	N	N	1	none	*	1196
contig_1199	6630	4	N	N	1	both	*	1199
contig_1200	149510	33	N	N	1	none	*	1200
contig_1201	93721	10	N	N	1	both	*	1201
contig_1202	184107	12	N	N	1	both	*	1202
contig_1203	364437	31	N	N	1	none	*	1203
contig_1204	15771	8	N	N	1	both	*	1204
contig_1205	86885	32	N	N	1	none	*	1205
contig_1206	145951	11	N	N	1	none	*	1206
contig_1207	136314	33	N	N	1	none	*	1585,1207,-1821
contig_1208	123630	12	N	N	1	none	*	1821,1208,-1585
contig_1209	156679	36	N	N	1	none	*	1209
contig_1210	9095	11	N	N	1	both	*	1210
contig_1211	173394	30	N	N	1	none	*	1211,-1852
contig_1212	164761	12	N	N	1	none	*	1212,-1852
contig_1213	2266	13	N	N	1	both	*	1213
contig_1214	2005	0	N	N	1	both	*	1214
contig_1215	96229	13	N	N	1	none	*	1215
contig_1216	91529	29	N	N	1	none	*	1216
contig_1217	578374	46	N	N	1	none	*	-192,186,184,186,184,186,1217
contig_1218	61294	13	N	N	1	none	*	1218
contig_1224	154077	13	N	N	1	left	*	1224,1852
contig_1225	393730	35	N	N	1	none	*	1225,1852
contig_1226	124076	10	N	N	1	none	*	1226
contig_1227	114780	31	N	N	1	none	*	1227
contig_1230	6872	6	N	N	1	both	*	1230
contig_1231	82348	9	N	N	1	both	*	1231
contig_1233	41207	22	N	N	1	none	*	-1855,-1234,1233
contig_1235	5942	6	N	N	1	both	*	1235
contig_1236	7459	10	N	N	1	none	*	1236,-1855
contig_1239	113537	33	N	N	1	none	*	1855,1238,1239,1241
contig_1240	108744	11	N	N	1	none	*	1238,1240,1241
contig_1242	374825	33	N	N	1	none	*	1242,-874
contig_1243	338522	14	N	N	1	none	*	1243,-874
contig_1246	37902	28	N	N	1	none	*	1246
contig_1250	28576	19	N	N	1	none	*	1250,1248
contig_1251	9209	8	N	N	1	both	*	1251
contig_1254	149246	44	N	N	1	none	*	1254
contig_1261	9127	5	N	N	1	both	*	1261
contig_1262	113972	33	N	N	1	none	*	1262
contig_1263	118571	12	N	N	1	none	*	1263
contig_1266	82338	41	N	N	1	none	*	1266
contig_1268	315894	30	N	N	1	none	*	1268
contig_1269	18383	20	N	N	1	both	*	1269
contig_1270	55037	6	N	N	1	both	*	1270
contig_1271	140136	34	N	N	1	none	*	1271
contig_1272	79262	11	N	N	1	left	*	1272
contig_1273	29092	11	N	N	1	both	*	1273
contig_1274	60233	11	N	N	1	both	*	1274
contig_1275	18171	10	N	N	1	both	*	1275
contig_1276	42641	9	N	N	1	both	*	1276
contig_1277	4602	4	N	N	1	both	*	1277
contig_1278	9603	6	N	N	1	both	*	1278
contig_1281	51246	12	N	N	1	both	*	1281
contig_1282	99105	29	N	N	1	none	*	1282,1856
contig_1283	98892	9	N	N	1	none	*	1283,1856
contig_1284	163631	12	N	N	1	none	*	1856,1284,1286
contig_1285	173246	29	N	N	1	none	*	1856,1285,1286
contig_1287	4188	6	N	N	1	both	*	1287
contig_1288	164808	13	N	N	1	none	*	1286,1288,1857
contig_1289	261186	29	N	N	1	none	*	1286,1289,1857
contig_1290	127825	33	N	N	1	none	*	1857,1290
contig_1291	76660	10	N	N	1	none	*	890,1291
contig_1298	527	25	N	N	1	both	*	1298
contig_1304	251453	32	N	N	1	none	*	1299,1304,1306
contig_1305	261130	12	N	N	1	none	*	1299,1305,1306
contig_1309	37412	18	N	N	1	none	*	1306,1309
contig_1316	74761	42	N	N	1	none	*	1316
contig_1319	54752	45	N	N	1	none	*	1319
contig_1322	102002	11	N	N	1	none	*	-1858,1322
contig_1323	87802	33	N	N	1	none	*	1323,1858
contig_1324	136863	31	N	N	1	none	*	-1831,1324
contig_1325	168287	16	N	N	1	none	*	-1831,1325
contig_1326	4353	7	N	N	1	both	*	1326
contig_1327	111365	12	N	N	1	none	*	1859,1327
contig_1328	113828	29	N	N	1	none	*	1859,1328
contig_1329	88615	41	N	N	1	none	*	1329
contig_1334	31830	37	N	N	1	none	*	1334,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336
contig_1335	56732	11	N	N	1	none	*	1335
contig_1338	55399	37	N	N	1	none	*	1338
contig_1339	263201	40	N	N	1	none	*	1339
contig_1350	12578	32	N	N	1	none	*	1350
contig_1351	58143	10	N	N	1	none	*	1351
contig_1352	26281	6	N	N	1	both	*	1352
contig_1355	94007	30	N	N	1	none	*	1355,1357
contig_1356	86756	9	N	N	1	none	*	1356,1357
contig_1358	120722	28	N	N	1	none	*	1357,1358,-1844
contig_1359	94031	10	N	N	1	none	*	1357,1359,-1844
contig_1366	74163	28	N	N	1	none	*	1366
contig_1367	87904	9	N	N	1	none	*	1367
contig_1372	34665	24	N	N	1	none	*	1372
contig_1375	12333	3	N	N	1	both	*	1375
contig_1377	12598	12	N	N	1	none	*	-1248,-1379,1377,-1248
contig_1378	13795	13	N	N	1	none	*	1378,-1248
contig_1380	57418	12	N	N	1	none	*	1380
contig_1381	62233	34	N	N	1	none	*	1381
contig_1386	49444	13	N	N	1	both	*	1386
contig_1393	4948	8	N	N	1	both	*	1393
contig_1397	61073	13	N	N	1	both	*	1397
contig_1398	6583	87	Y	N	2	none	*	1398
contig_1403	167703	37	N	N	1	none	*	1403
contig_1406	134839	30	N	N	1	none	*	1406
contig_1407	115965	15	N	N	1	none	*	1407
contig_1410	132535	33	N	N	1	none	*	1410
contig_1411	64522	32	N	N	1	none	*	1411,1413,1413
contig_1412	62078	13	N	N	1	none	*	1412
contig_1416	74326	46	N	N	1	none	*	1416
contig_1420	144868	32	N	N	1	none	*	1420
contig_1421	143774	15	N	N	1	none	*	1421
contig_1429	233424	11	N	N	1	none	*	-1820,1429
contig_1430	249446	30	N	N	1	none	*	-1820,1430
contig_1431	175028	11	N	N	1	none	*	-1433,1431,-433
contig_1432	149269	33	N	N	1	none	*	433,1432,1433
contig_1436	203873	13	N	N	1	none	*	-1805,1436
contig_1437	218653	30	N	N	1	none	*	-1805,1437
contig_1439	155338	12	N	N	1	none	*	1439
contig_1440	142364	29	N	N	1	none	*	1440
contig_1441	133187	29	N	N	1	none	*	1441
contig_1450	54954	25	N	N	1	none	*	1447,1446,1446,1447,1446,1446,1446,1450,-1774
contig_1455	7592	13	N	N	1	none	*	1455,-1453,-1454,1453
contig_1456	3853	6	N	N	1	both	*	1456
contig_1457	9828	122	Y	N	3	none	*	1457
contig_1459	158944	30	N	N	1	none	*	1459
contig_1465	88035	13	N	N	1	none	*	1465,-1874
contig_1466	74681	29	N	N	1	none	*	1466,-1874
contig_1474	28699	34	N	N	1	none	*	1474
contig_1476	6286	0	N	N	1	both	*	1476
contig_1477	4634	2	N	N	1	both	*	1477
contig_1480	78272	33	N	N	1	none	*	1480
contig_1481	79500	13	N	N	1	none	*	1481
contig_1482	52439	41	N	N	1	none	*	1482
contig_1483	296758	31	N	N	1	none	*	1483
contig_1484	61735	34	N	N	1	none	*	1484
contig_1485	69437	13	N	N	1	none	*	1485
contig_1491	18154	14	N	N	1	both	*	1491
contig_1494	77202	83	N	N	2	none	*	1494
contig_1498	60260	6	N	N	1	both	*	1498
contig_1499	25652	6	N	N	1	both	*	1499
contig_1500	49544	9	N	N	1	both	*	1500
contig_1502	12261	5	N	N	1	both	*	1502
contig_1506	71497	14	N	N	1	none	*	1864,1506
contig_1507	82679	35	N	N	1	none	*	1864,1507
contig_1508	258062	37	N	N	1	none	*	1508
contig_1511	172093	40	N	N	1	none	*	1511
contig_1512	294589	11	N	N	1	none	*	1512
contig_1513	294575	29	N	N	1	none	*	1513
contig_1518	81244	14	N	N	1	none	*	1518
contig_1519	87947	33	N	N	1	none	*	1519
contig_1520	128411	15	N	N	1	none	*	1520
contig_1521	111996	29	N	N	1	none	*	1521
contig_1524	170920	13	N	N	1	right	*	1524
contig_1525	132857	29	N	N	1	none	*	1525,1866
contig_1527	150354	26	N	N	1	none	*	-1867,1527,1873
contig_1528	150708	18	N	N	1	none	*	-1873,1528,1867
contig_1533	182936	25	N	N	1	none	*	1868,1533
contig_1536	81587	15	N	N	1	none	*	1536
contig_1537	78189	30	N	N	1	none	*	1537
contig_1540	251670	36	N	N	1	none	*	1540
contig_1545	71842	12	N	N	1	none	*	1544,1545
contig_1546	79143	36	N	N	1	none	*	1544,1546
contig_1558	46446	76	N	N	2	none	*	-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,-1550,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,1558
contig_1559	34456	48	N	N	1	none	*	-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,-1549,-1549,1559
contig_1560	516995	12	N	N	1	right	*	1560
contig_1561	55636	6	N	N	1	both	*	1561
contig_1579	47762	22	N	N	1	right	*	-1570,-1565,-1567,-1564,-1563,-1562,-1562,-1569,-1563,-1567,-1566,-1568,-1567,-1567,-1566,-1570,-1567,-1567,-1565,-1575,-1567,1579
contig_1580	18009	12	N	N	1	none	*	-1564,-1563,-1562,-1562,-1569,-1563,-1567,-1567,-1562,-1569,-1563,-1570,-1567,-1571,1580,-1577
contig_1582	119376	31	N	N	1	none	*	418,1582,-998
contig_1589	94349	14	N	N	1	none	*	1589
contig_1590	80950	93	N	N	2	none	*	1590
contig_1593	273589	36	N	N	1	none	*	1593
contig_1600	93597	9	N	N	1	both	*	1600
contig_1601	12947	80	Y	N	2	none	*	1601
contig_1604	92937	28	N	N	1	none	*	1604,-1867
contig_1605	111143	15	N	N	1	none	*	1605,-1867
contig_1606	76099	27	N	N	1	none	*	1873,1606
contig_1607	81619	17	N	N	1	none	*	1873,1607
contig_1608	44568	13	N	N	1	both	*	1608
contig_1609	5202	4	N	N	1	both	*	1609
contig_1615	42934	7	N	N	1	both	*	1615
contig_1618	4523	16	N	N	1	both	*	1618
contig_1620	75871	24	N	N	1	none	*	1619,-1621,1619,-1621,1620
contig_1622	68625	20	N	N	1	none	*	1619,1622
contig_1623	78513	16	N	N	1	none	*	1623
contig_1624	79865	28	N	N	1	none	*	1624
contig_1629	75623	13	N	N	1	none	*	-1611,1629
contig_1630	66553	34	N	N	1	none	*	-1611,1630
contig_1633	143914	37	N	N	1	none	*	-1730,1633,810
contig_1634	208573	12	N	N	1	none	*	-1839,1634
contig_1639	148091	30	N	N	1	none	*	1639
contig_1640	169395	14	N	N	1	none	*	1640
contig_1645	66506	12	N	N	1	none	*	1645,-1611
contig_1646	72172	32	N	N	1	none	*	1646,-1611
contig_1647	61465	7	N	N	1	left	*	1647
contig_1648	77179	33	N	N	1	none	*	1648
contig_1649	110746	28	N	N	1	none	*	1649
contig_1654	4557	4	N	N	1	both	*	1654
contig_1657	295815	13	N	N	1	none	*	1657
contig_1658	68375	10	N	N	1	none	*	1658
contig_1659	73823	32	N	N	1	none	*	1659
contig_1662	73595	8	N	N	1	none	*	1662,1874
contig_1663	69054	34	N	N	1	none	*	1663,1874
contig_1664	158928	37	N	N	1	none	*	1664
contig_1665	149954	13	N	N	1	none	*	1665
contig_1666	61708	39	N	N	1	none	*	1666
contig_1670	43329	44	N	N	1	none	*	1670,-1676
contig_1671	82412	13	N	N	1	both	*	1671
contig_1672	65197	10	N	N	1	both	*	1672
contig_1677	2589	12	N	N	1	both	*	1677
contig_1681	75463	50	N	N	1	none	*	1680,1678,1678,1679,1680,1678,1678,1679,1679,1680,1678,1678,1679,1680,1678,1678,1679,1680,1678,1678,1679,1681
contig_1691	5088	107	Y	N	3	none	*	1691
contig_1699	479598	40	N	N	1	none	*	1699
contig_1700	5931	7	N	N	1	both	*	1700
contig_1707	55435	12	N	N	1	none	*	1707
contig_1708	47170	30	N	N	1	none	*	1708
contig_1713	50422	13	N	N	1	none	*	1713
contig_1714	50743	27	N	N	1	none	*	1714
contig_1717	21888	3	N	N	1	both	*	1717
contig_1720	5949	6	N	N	1	both	*	1720
contig_1725	76012	10	N	N	1	both	*	1725
contig_1728	18723	16	N	N	1	both	*	1728
contig_1735	28628	44	N	N	1	none	*	-1734,1733,1735,-1733,-1730
contig_1736	4452	4	N	N	1	both	*	1736
contig_1744	168982	30	N	N	1	none	*	1744
contig_1746	4296	3	N	N	1	both	*	1746
contig_1754	8544	115	Y	N	3	none	*	1754
contig_1764	118795	38	N	N	1	none	*	1764
contig_1775	20878	71	Y	N	2	none	*	1775
contig_1781	27374	20	N	N	1	none	*	171,1781,-170,-162,-162,-162,168
contig_1784	16104	32	N	N	1	none	*	-257,-254,-253,-252,1784,1120
contig_1785	131480	38	N	N	1	none	*	1785
contig_1786	221264	48	N	N	1	left	*	330,1786
contig_1787	102854	42	N	N	1	none	*	1787
contig_1791	188069	37	N	N	1	none	*	1791
contig_1793	107051	29	N	N	1	none	*	1793
contig_1794	87271	47	N	N	1	none	*	1794
contig_1796	98486	37	N	N	1	none	*	1796
contig_1799	71086	38	N	N	1	none	*	1799
contig_1803	87952	45	N	N	1	none	*	1803
contig_1806	102966	37	N	N	1	none	*	1806
contig_1810	72488	36	N	N	1	none	*	1810
contig_1813	28352	21	N	N	1	none	*	-791,-787,-786,-784,-785,-790,-789,-788,-791,-787,-784,-786,-787,-784,-785,-784,-784,-785,-789,-789,-790,-788,-789,-788,-791,-787,-788,-791,-787,-786,-784,1813
contig_1819	331982	35	N	N	1	none	*	1819
contig_1825	6278	29	N	N	1	none	*	1825,936
contig_1832	63050	40	N	N	1	none	*	1832
contig_1833	86776	46	N	N	1	none	*	1833
contig_1835	44308	101	N	N	3	none	*	-1012,-1834,1835,1013,-1014,1015,-1013
contig_1836	152489	36	N	N	1	none	*	1836
contig_1837	170997	40	N	N	1	none	*	1837
contig_1838	113379	31	N	N	1	none	*	1838
contig_1840	54921	41	N	N	1	none	*	1840
contig_1853	82484	36	N	N	1	none	*	1853
contig_1854	31775	34	N	N	1	none	*	1854
contig_1861	105853	37	N	N	1	none	*	1861
contig_1865	214378	39	N	N	1	none	*	1865
contig_1870	34662	50	N	N	1	none	*	1870,1549,1548,1549,1549,1549,1549,1549,1549,1549,1549,1549,1549,1548,1549,1549,1549,1549,1549,1549,1549,1549,1549,1549,1549,1548,1549,1549,1549,1549,1549,1549,1555,1549,1549,1549,1549,1549,1549,1549,1549,1548,1549,1549
contig_1871	32493	13	N	N	1	none	*	1577,1871,-1688
contig_1872	94340	33	N	N	1	none	*	1872
contig_1	46074	98	N	Y	2	none	*	1
contig_2	8301	32	N	Y	1	both	906	2
contig_7	776	277155	N	Y	6929	none	522	7
contig_8	815	1219	N	Y	30	none	*	8
contig_10	5156	684	N	Y	17	none	*	10
contig_18	752	146	N	Y	4	none	528	18
contig_19	542	311	N	Y	8	none	538	19
contig_20	542	567	N	Y	14	none	538	20
contig_21	544	329	N	Y	8	none	538	21
contig_22	2416	136	N	Y	3	none	*	22
contig_23	521	28763	N	Y	719	none	548	23
contig_24	1152	68	N	Y	2	none	*	24
contig_25	1830	145	N	Y	4	none	*	25
contig_26	725	153	Y	Y	4	none	2	26
contig_27	3468	163	N	Y	4	none	*	27
contig_28	1695	142	N	Y	4	none	*	28
contig_31	1438	13	N	Y	1	none	*	31
contig_32	1055	5	N	Y	1	none	*	32
contig_34	514	210	N	Y	5	none	*	34
contig_35	964	11	N	Y	1	none	*	35
contig_36	685	88	N	Y	2	none	*	36
contig_38	1321	39	N	Y	1	none	*	38
contig_39	1272	86	N	Y	2	none	*	39
contig_40	3157	17	N	Y	1	none	*	40
contig_41	1199	212	N	Y	5	none	*	41
contig_42	1282	22	N	Y	1	none	*	42
contig_43	1287	11	N	Y	1	none	*	43
contig_44	1477	45	N	Y	1	none	*	44
contig_48	520	134	N	Y	3	none	*	48
contig_49	594	291	N	Y	7	none	538	49
contig_51	796	198	N	Y	5	none	532	51
contig_52	1354	151	N	Y	4	none	530	52
contig_53	1205	15	N	Y	1	none	*	53
contig_54	913	11	N	Y	1	none	*	54
contig_55	906	33	N	Y	1	none	*	55
contig_56	1040	30	N	Y	1	none	*	56
contig_57	1313	90	N	Y	2	none	*	57
contig_58	2551	3	N	Y	1	none	*	58
contig_59	1142	130	N	Y	3	none	*	59
contig_60	2158	187	N	Y	5	none	*	60
contig_64	1315	25	N	Y	1	none	*	64
contig_65	2163	156	N	Y	4	none	*	65
contig_67	1475	46	N	Y	1	none	*	67
contig_68	1600	99	N	Y	2	none	*	68
contig_69	1450	54	N	Y	1	none	*	69
contig_70	1009	61	N	Y	2	none	*	70
contig_71	691	50	N	Y	1	none	*	71
contig_72	1450	58	N	Y	1	none	*	72
contig_73	1639	22	N	Y	1	none	*	73
contig_74	2329	15	N	Y	1	none	*	74
contig_86	3997	16	N	Y	1	right	548	86
contig_87	4076	17	N	Y	1	right	548	87
contig_94	2136	43	N	Y	1	none	*	94
contig_99	2086	57	N	Y	1	none	*	99
contig_100	3568	57	N	Y	1	none	*	100
contig_114	6182	570	N	Y	14	none	758	114
contig_115	2191	496	N	Y	12	none	758	115
contig_124	2289	13	N	Y	1	none	758	124
contig_130	46923	16	N	Y	1	both	1188	130
contig_154	5073	6	Y	Y	1	none	4	154
contig_156	9077	41	Y	Y	1	none	6	156
contig_160	635	323	N	Y	8	none	*	160
contig_166	975	69	N	Y	2	none	*	166
contig_167	511	4	N	Y	1	none	*	167
contig_171	824	112	N	Y	3	none	*	171
contig_174	1235	1	N	Y	1	none	*	174
contig_175	1816	2	N	Y	1	none	*	175
contig_176	727	7	N	Y	1	none	*	176
contig_177	23435	2	N	Y	1	none	*	177
contig_178	23908	1	N	Y	1	none	*	178
contig_181	1631	2	N	Y	1	right	*	181
contig_182	24448	1	N	Y	1	right	*	182
