#gene_id	taxID	e_value	fasta_id
None-gene-9398663	35572	1.49e-37	None-gene-9398663-0
None-gene-9401076	33392	1.60e-11	None-gene-9401076-0
None-gene-9423974	33392	1.14e-72	None-gene-9423974-0
None-gene-9428693	41830	1.80e-25	None-gene-9428693-0
None-gene-9435543	35572	5.96e-51	None-gene-9435543-0
None-gene-9474410	35571	1.78e-108	None-gene-9474410-0
None-gene-9492041	35571	4.36e-06	None-gene-9492041-0
None-gene-9492915	6956	2.17e-12	None-gene-9492915-0
None-gene-9495246	33392	2.04e-04	None-gene-9495246-0
None-gene-9505676	35572	4.31e-178	None-gene-9505676-0
None-gene-9574179	35571	2.14e-191	None-gene-9574179-0
None-gene-9579697	35571	1.46e-17	None-gene-9579697-0
None-gene-9580012			None-gene-9580012-0
None-gene-9583718	35571	4.38e-125	None-gene-9583718-0
None-gene-9595928	35571	8.39e-46	None-gene-9595928-0
None-gene-9600623	35571	1.96e-91	None-gene-9600623-0
None-gene-9601256	200917	4.02e-21	None-gene-9601256-0
None-gene-9618111	35571	3.22e-34	None-gene-9618111-0
None-gene-9638408	35572	9.50e-13	None-gene-9638408-0
None-gene-9643846	35571	7.67e-70	None-gene-9643846-0
None-gene-9646963	35571	3.26e-137	None-gene-9646963-0
None-gene-9651410	35572	6.38e-36	None-gene-9651410-0
None-gene-9654296	35571	2.12e-73	None-gene-9654296-0
None-gene-9660373			None-gene-9660373-0
None-gene-9660755	35572	2.41e-126	None-gene-9660755-0
None-gene-9662075	35572	1.20e-120	None-gene-9662075-0
None-gene-9665061	611301	2.37e-16	None-gene-9665061-0
None-gene-9666906	35571	2.44e-19	None-gene-9666906-0
None-gene-9670745	35571	1.45e-32	None-gene-9670745-0
None-gene-9674793	35571	2.50e-162	None-gene-9674793-0
None-gene-9677067	35571	6.77e-97	None-gene-9677067-0
None-gene-9679489	35571	4.45e-47	None-gene-9679489-0
None-gene-9695524	7148	2.91e-04	None-gene-9695524-0
None-gene-9697321	35571	6.13e-90	None-gene-9697321-0
None-gene-9701180			None-gene-9701180-0
None-gene-9725649			None-gene-9725649-0
None-gene-9737747	158441	3.94e-139	None-gene-9737747-0
None-gene-9742675	7148	2.01e-06	None-gene-9742675-0
None-gene-9753119	35571	1.75e-25	None-gene-9753119-0
None-gene-9763699	7149	1.11e-80	None-gene-9763699-0
None-gene-9767883	35571	3.73e-57	None-gene-9767883-0
None-gene-9807915	7148	8.13e-07	None-gene-9807915-0
None-gene-9818546	158441	5.07e-51	None-gene-9818546-0
None-gene-9819020	33392	2.73e-21	None-gene-9819020-0
None-gene-9819530	33392	1.41e-22	None-gene-9819530-0
None-gene-9858049	35571	6.23e-140	None-gene-9858049-0
None-gene-9867470	35572	2.55e-26	None-gene-9867470-0
None-gene-9867781	7227	9.69e-04	None-gene-9867781-0
None-gene-9930096	7370	9.95e-50	None-gene-9930096-0
None-gene-9956213	35571	2.48e-48	None-gene-9956213-0
None-gene-9995195	35571	2.60e-105	None-gene-9995195-0
None-gene-9996362	37567	4.67e-36	None-gene-9996362-0
None-gene-10012535	35571	1.35e-96	None-gene-10012535-0
None-gene-10073896	35572	1.04e-06	None-gene-10073896-0
None-gene-10080009	35571	1.19e-51	None-gene-10080009-0
None-gene-10081587	35571	2.55e-36	None-gene-10081587-0
None-gene-10085791	7184	1.76e-55	None-gene-10085791-0
None-gene-10106516	35571	3.14e-17	None-gene-10106516-0
None-gene-10135725	33392	2.62e-35	None-gene-10135725-0
None-gene-10166531	35571	5.56e-88	None-gene-10166531-0
None-gene-10216544	35571	6.72e-121	None-gene-10216544-0
None-gene-10218032			None-gene-10218032-0
None-gene-10219342	35571	1.24e-90	None-gene-10219342-0
None-gene-10221840	35571	3.59e-14	None-gene-10221840-0
None-gene-10228290	35571	1.64e-103	None-gene-10228290-0
None-gene-10229937	33392	9.41e-22	None-gene-10229937-0
None-gene-10231933	35571	8.84e-13	None-gene-10231933-0
None-gene-10245466	35571	1.27e-42	None-gene-10245466-0
None-gene-10250345			None-gene-10250345-0
None-gene-10256653	35572	1.53e-33	None-gene-10256653-0
None-gene-10266566	35571	2.49e-79	None-gene-10266566-0
None-gene-10275245	35571	1.18e-72	None-gene-10275245-0
None-gene-10281865	35571	4.19e-27	None-gene-10281865-0
None-gene-10316891	35571	3.18e-60	None-gene-10316891-0
None-gene-10327039			None-gene-10327039-0
None-gene-10335409	35571	3.77e-69	None-gene-10335409-0
None-gene-10338528	35571	2.35e-201	None-gene-10338528-0
None-gene-10340592	35571	5.58e-264	None-gene-10340592-0
None-gene-10346975	35571	1.27e-282	None-gene-10346975-0
None-gene-10365908	35571	1.53e-65	None-gene-10365908-0
None-gene-10369125	35571	5.39e-32	None-gene-10369125-0
None-gene-10370242	35571	1.23e-10	None-gene-10370242-0
None-gene-10375357	35571	1.46e-34	None-gene-10375357-0
None-gene-10383774	35571	9.36e-80	None-gene-10383774-0
None-gene-10396556	35571	3.35e-52	None-gene-10396556-0
None-gene-10397701	35571	6.59e-131	None-gene-10397701-0
None-gene-10401687			None-gene-10401687-0
None-gene-10419429	35571	6.53e-121	None-gene-10419429-0
None-gene-10439714	35571	2.14e-47	None-gene-10439714-0
None-gene-10449902			None-gene-10449902-0
None-gene-10453534	41830	3.46e-18	None-gene-10453534-0
None-gene-10455131	35571	4.19e-24	None-gene-10455131-0
None-gene-10456014	7375	1.06e-10	None-gene-10456014-0
None-gene-10457613	35571	7.33e-211	None-gene-10457613-0
None-gene-10459504	35571	7.29e-13	None-gene-10459504-0
None-gene-10472970	35571	1.23e-15	None-gene-10472970-0
None-gene-10474831	33392	4.18e-118	None-gene-10474831-0
None-gene-10478924	35571	1.96e-81	None-gene-10478924-0
None-gene-10479797			None-gene-10479797-0
None-gene-10480206	35571	7.73e-61	None-gene-10480206-0
None-gene-10480714	429701	1.59e-19	None-gene-10480714-0
None-gene-10480954	63057	4.06e-40	None-gene-10480954-0
None-gene-10481770	599730	6.24e-31	None-gene-10481770-0
None-gene-10488595	35571	1.60e-86	None-gene-10488595-0
None-gene-10494670	35571	8.18e-82	None-gene-10494670-0
None-gene-10494689	33392	7.06e-49	None-gene-10494689-0
None-gene-10519856	35571	1.25e-185	None-gene-10519856-0
None-gene-10525580	7385	3.08e-20	None-gene-10525580-0
None-gene-10531835	35571	1.64e-28	None-gene-10531835-0
None-gene-10532675	35571	8.35e-103	None-gene-10532675-0
None-gene-10532677	35572	6.83e-10	None-gene-10532677-0
None-gene-10558256	35572	3.39e-16	None-gene-10558256-0
None-gene-10586226	7184	5.06e-05	None-gene-10586226-0
None-gene-10667802	35571	5.03e-15	None-gene-10667802-0
None-gene-10675717	7148	4.57e-18	None-gene-10675717-0
None-gene-10676568	33392	8.27e-14	None-gene-10676568-0
None-gene-10690064	35572	4.68e-15	None-gene-10690064-0
None-gene-10698610	33392	3.94e-31	None-gene-10698610-0
None-gene-10703729			None-gene-10703729-0
None-gene-10706988	35571	1.72e-65	None-gene-10706988-0
None-gene-10716586	35571	2.16e-250	None-gene-10716586-0
None-gene-10721551	35571	6.86e-98	None-gene-10721551-0
None-gene-10725118	33392	5.16e-19	None-gene-10725118-0
None-gene-10729066	7184	5.79e-09	None-gene-10729066-0
None-gene-10731390	7148	2.49e-13	None-gene-10731390-0
None-gene-10741360	35571	3.03e-40	None-gene-10741360-0
None-gene-10747143	33392	1.74e-12	None-gene-10747143-0
None-gene-10747747	33392	2.10e-11	None-gene-10747747-0
None-gene-10754081	33392	4.51e-15	None-gene-10754081-0
None-gene-10754287	7148	7.41e-41	None-gene-10754287-0
None-gene-10757272	35571	1.95e-257	None-gene-10757272-0
None-gene-10757940			None-gene-10757940-0
None-gene-10780878	35571	2.31e-05	None-gene-10780878-0
None-gene-10817226	35571	7.80e-232	None-gene-10817226-0
None-gene-10824803	35571	1.01e-59	None-gene-10824803-0
None-gene-10826651	35571	4.72e-280	None-gene-10826651-0
None-gene-10831485	35571	3.77e-95	None-gene-10831485-0
None-gene-10831547			None-gene-10831547-0
None-gene-10833561	35572	1.56e-18	None-gene-10833561-0
None-gene-10837393	35571	1.82e-167	None-gene-10837393-0
None-gene-10856482	33392	1.39e-14	None-gene-10856482-0
None-gene-10858190	35572	2.51e-09	None-gene-10858190-0
None-gene-10861552	7147	5.83e-33	None-gene-10861552-0
None-gene-10879185	35571	1.09e-52	None-gene-10879185-0
None-gene-10967024	35571	4.30e-11	None-gene-10967024-0
None-gene-10983561			None-gene-10983561-0
None-gene-11002538	35571	8.18e-51	None-gene-11002538-0
None-gene-11016421	35571	1.59e-122	None-gene-11016421-0
None-gene-11032956	35571	1.80e-12	None-gene-11032956-0
None-gene-11055878	35571	1.99e-20	None-gene-11055878-0
None-gene-11063553	35571	4.24e-148	None-gene-11063553-0
None-gene-11068791	35571	1.62e-41	None-gene-11068791-0
None-gene-11076421	35571	1.12e-88	None-gene-11076421-0
None-gene-11081536	7148	2.99e-17	None-gene-11081536-0
None-gene-11164792	35572	4.05e-162	None-gene-11164792-0
None-gene-11228339	35571	2.06e-48	None-gene-11228339-0
None-gene-11270140	35571	0.0	None-gene-11270140-0
None-gene-11278806	30019	1.35e-20	None-gene-11278806-0
None-gene-11278812	7184	6.66e-85	None-gene-11278812-0
None-gene-11281007	1760	1.16e-05	None-gene-11281007-0
None-gene-11289296			None-gene-11289296-0
None-gene-11291600	7375	2.61e-31	None-gene-11291600-0
None-gene-11291618	7184	1.09e-75	None-gene-11291618-0
None-gene-11297402	35571	9.03e-91	None-gene-11297402-0
None-gene-11300538	7184	2.61e-83	None-gene-11300538-0
None-gene-11303659	35571	8.02e-48	None-gene-11303659-0
None-gene-11305662			None-gene-11305662-0
None-gene-11307059	35571	2.85e-10	None-gene-11307059-0
None-gene-11314396	35571	5.59e-169	None-gene-11314396-0
None-gene-11315309	35571	7.58e-176	None-gene-11315309-0
None-gene-11324019	35571	9.00e-50	None-gene-11324019-0
None-gene-11329693	35571	6.84e-25	None-gene-11329693-0
None-gene-11342569	35571	1.40e-129	None-gene-11342569-0
None-gene-11346076	35571	3.03e-75	None-gene-11346076-0
None-gene-11354222	35571	2.73e-59	None-gene-11354222-0
None-gene-11361348	41088	6.58e-75	None-gene-11361348-0
None-gene-11364740	35571	4.90e-13	None-gene-11364740-0
None-gene-11367001	35571	1.37e-16	None-gene-11367001-0
None-gene-11368158	35571	6.32e-92	None-gene-11368158-0
None-gene-11374203	35571	1.78e-129	None-gene-11374203-0
None-gene-11391029	35571	4.32e-73	None-gene-11391029-0
None-gene-11396814	35571	5.36e-53	None-gene-11396814-0
None-gene-11415625	35571	0.0	None-gene-11415625-0
None-gene-11427688	35571	1.09e-54	None-gene-11427688-0
None-gene-11429714	35571	3.27e-171	None-gene-11429714-0
None-gene-11432444	35571	3.49e-26	None-gene-11432444-0
None-gene-11433115			None-gene-11433115-0
None-gene-11440271	35571	1.03e-178	None-gene-11440271-0
None-gene-11449495	35571	1.33e-83	None-gene-11449495-0
None-gene-11452666	35571	1.17e-123	None-gene-11452666-0
None-gene-11452968			None-gene-11452968-0
None-gene-11455227	35571	2.08e-10	None-gene-11455227-0
None-gene-11462734	35571	1.00e-99	None-gene-11462734-0
None-gene-11466217	35571	2.41e-271	None-gene-11466217-0
None-gene-11476328	35571	7.20e-19	None-gene-11476328-0
None-gene-11491510	35571	2.15e-45	None-gene-11491510-0
None-gene-11514305	35572	1.14e-30	None-gene-11514305-0
None-gene-11534722	35571	3.14e-24	None-gene-11534722-0
None-gene-11547097	35571	2.95e-25	None-gene-11547097-0
None-gene-11552773	41830	1.76e-39	None-gene-11552773-0
None-gene-11560487	35571	4.21e-51	None-gene-11560487-0
None-gene-11568464			None-gene-11568464-0
None-gene-11627735	7148	4.08e-11	None-gene-11627735-0
None-gene-11628249	41830	3.82e-08	None-gene-11628249-0
None-gene-11637266	35572	1.00e-54	None-gene-11637266-0
None-gene-11646728	7148	1.27e-26	None-gene-11646728-0
None-gene-11720409	33340	1.33e-17	None-gene-11720409-0
None-gene-11821242	7148	1.95e-25	None-gene-11821242-0
None-gene-11822449	33392	1.97e-15	None-gene-11822449-0
None-gene-11823565	35571	2.14e-54	None-gene-11823565-0
None-gene-11826154	35572	6.83e-210	None-gene-11826154-0
None-gene-11863436	7148	3.80e-62	None-gene-11863436-0
None-gene-11872335	35571	1.47e-48	None-gene-11872335-0
None-gene-11882879	35571	2.71e-21	None-gene-11882879-0
None-gene-11897354	35571	8.08e-227	None-gene-11897354-0
None-gene-11911673	33392	6.65e-11	None-gene-11911673-0
None-gene-11948162	33392	9.68e-15	None-gene-11948162-0
None-gene-11960465	35571	2.04e-72	None-gene-11960465-0
None-gene-11976027	71814	1.59e-93	None-gene-11976027-0
None-gene-11995686	35571	2.35e-10	None-gene-11995686-0
None-gene-11995855	28610	1.23e-20	None-gene-11995855-0
None-gene-12000917	35571	1.08e-265	None-gene-12000917-0
None-gene-12009835	33392	1.98e-32	None-gene-12009835-0
None-gene-12013515	41088	3.49e-07	None-gene-12013515-0
None-gene-12013570			None-gene-12013570-0
None-gene-12014364	33392	2.14e-36	None-gene-12014364-0
None-gene-12037618			None-gene-12037618-0
None-gene-12042974			None-gene-12042974-0
None-gene-12110306	7147	5.88e-49	None-gene-12110306-0
None-gene-12137896	35571	3.99e-125	None-gene-12137896-0
None-gene-12165292	35571	5.28e-18	None-gene-12165292-0
None-gene-12191262	35571	1.20e-17	None-gene-12191262-0
None-gene-12266739	35571	9.69e-28	None-gene-12266739-0
None-gene-12349274	35572	4.25e-16	None-gene-12349274-0
None-gene-12351465	41830	4.41e-10	None-gene-12351465-0
None-gene-12361366	35572	1.56e-37	None-gene-12361366-0
None-gene-12362093	35572	6.49e-11	None-gene-12362093-0
None-gene-12362568	33392	1.35e-47	None-gene-12362568-0
None-gene-12364085	7184	4.88e-19	None-gene-12364085-0
None-gene-12383908	33392	1.88e-14	None-gene-12383908-0
None-gene-12418220	33392	8.27e-134	None-gene-12418220-0
None-gene-12431175	35571	7.16e-37	None-gene-12431175-0
None-gene-12439625	35571	1.41e-106	None-gene-12439625-0
None-gene-12443193	7184	3.06e-28	None-gene-12443193-0
None-gene-12471456	35571	1.65e-73	None-gene-12471456-0
None-gene-12575755	35571	7.59e-42	None-gene-12575755-0
None-gene-12576958	35571	4.46e-26	None-gene-12576958-0
None-gene-12580668	7148	5.41e-27	None-gene-12580668-0
None-gene-12582056			None-gene-12582056-0
None-gene-12584681	35571	7.87e-250	None-gene-12584681-0
None-gene-12584803	210409	1.15e-10	None-gene-12584803-0
None-gene-12586176	35571	4.21e-170	None-gene-12586176-0
None-gene-12588743	35571	9.15e-79	None-gene-12588743-0
None-gene-12608705	33392	3.76e-14	None-gene-12608705-0
None-gene-12612318	33392	1.54e-37	None-gene-12612318-0
None-gene-12614657	35571	3.48e-88	None-gene-12614657-0
None-gene-12619034	35571	5.34e-132	None-gene-12619034-0
None-gene-12622863	7184	1.06e-07	None-gene-12622863-0
None-gene-12638280	35571	1.01e-10	None-gene-12638280-0
None-gene-12645167	35571	1.28e-142	None-gene-12645167-0
None-gene-12645537			None-gene-12645537-0
None-gene-12660452	7148	2.38e-33	None-gene-12660452-0
None-gene-12661279	35571	1.28e-13	None-gene-12661279-0
None-gene-12668664			None-gene-12668664-0
None-gene-12676103	35571	5.97e-262	None-gene-12676103-0
None-gene-12677064			None-gene-12677064-0
None-gene-12683273	35571	7.33e-101	None-gene-12683273-0
None-gene-12705152	35571	7.67e-58	None-gene-12705152-0
None-gene-12706722	35571	1.32e-283	None-gene-12706722-0
None-gene-12712383	35571	0.0	None-gene-12712383-0
None-gene-12716061	35571	1.43e-284	None-gene-12716061-0
None-gene-12728522	7184	1.75e-42	None-gene-12728522-0
None-gene-12729186			None-gene-12729186-0
None-gene-12729779	35572	1.66e-22	None-gene-12729779-0
None-gene-12733264	35571	1.11e-46	None-gene-12733264-0
None-gene-12735979	35571	4.14e-47	None-gene-12735979-0
None-gene-12738330	35571	4.85e-50	None-gene-12738330-0
None-gene-12742236	35571	3.85e-26	None-gene-12742236-0
None-gene-12770097	35571	1.80e-79	None-gene-12770097-0
None-gene-12771730	35571	1.78e-129	None-gene-12771730-0
None-gene-12780760	33392	3.27e-24	None-gene-12780760-0
None-gene-12782391	2607531	1.45e-14	None-gene-12782391-0
None-gene-12782492			None-gene-12782492-0
None-gene-12787567	35571	7.03e-24	None-gene-12787567-0
None-gene-12794174	35571	8.55e-60	None-gene-12794174-0
None-gene-12802234	35571	1.92e-79	None-gene-12802234-0
None-gene-12805157	35571	1.59e-94	None-gene-12805157-0
None-gene-12815424	33392	2.96e-12	None-gene-12815424-0
None-gene-12816543	35571	6.75e-126	None-gene-12816543-0
None-gene-12822715	35571	5.23e-83	None-gene-12822715-0
None-gene-12828169	35571	2.25e-181	None-gene-12828169-0
None-gene-12832102	35571	2.79e-119	None-gene-12832102-0
None-gene-12838666	35571	7.63e-24	None-gene-12838666-0
None-gene-12839751	35571	4.17e-90	None-gene-12839751-0
None-gene-12933662	35572	1.45e-44	None-gene-12933662-0
None-gene-12995202	35571	1.29e-49	None-gene-12995202-0
None-gene-12998496	7148	2.31e-10	None-gene-12998496-0
None-gene-13016835	2021370	0.0	None-gene-13016835-0
None-gene-13020359	7148	1.39e-04	None-gene-13020359-0
None-gene-13033590	33392	6.16e-09	None-gene-13033590-0
None-gene-13034596	7148	6.25e-12	None-gene-13034596-0
None-gene-13042049	33392	7.11e-14	None-gene-13042049-0
None-gene-13057561	33392	3.30e-34	None-gene-13057561-0
None-gene-13060238	35571	5.97e-172	None-gene-13060238-0
None-gene-13071032	33317	1.73e-14	None-gene-13071032-0
None-gene-13074841	33392	9.98e-23	None-gene-13074841-0
None-gene-13078833	35571	1.06e-181	None-gene-13078833-0
None-gene-13084225	35571	8.73e-137	None-gene-13084225-0
None-gene-13094837	35571	2.49e-298	None-gene-13094837-0
None-gene-13100903	35571	2.95e-108	None-gene-13100903-0
None-gene-13106808	35571	8.77e-239	None-gene-13106808-0
None-gene-13111687	35571	2.00e-206	None-gene-13111687-0
None-gene-13116190	35571	1.64e-196	None-gene-13116190-0
None-gene-13124569	35571	9.51e-46	None-gene-13124569-0
None-gene-13158526	35571	8.42e-78	None-gene-13158526-0
None-gene-13175380			None-gene-13175380-0
None-gene-13175867	407821	2.57e-05	None-gene-13175867-0
None-gene-13183972	35571	1.96e-23	None-gene-13183972-0
None-gene-13194066	35571	5.94e-119	None-gene-13194066-0
None-gene-13208114	35571	1.66e-46	None-gene-13208114-0
None-gene-13215961	35571	9.56e-143	None-gene-13215961-0
None-gene-13227167			None-gene-13227167-0
None-gene-13231551	35571	3.12e-13	None-gene-13231551-0
None-gene-13238113	35571	6.63e-109	None-gene-13238113-0
None-gene-13241551	35571	0.0	None-gene-13241551-0
None-gene-13249423	35571	3.72e-08	None-gene-13249423-0
None-gene-13255056	35571	3.59e-138	None-gene-13255056-0
None-gene-13255765			None-gene-13255765-0
None-gene-13266827	7157	7.69e-21	None-gene-13266827-0
None-gene-13268089	35571	3.06e-82	None-gene-13268089-0
None-gene-13268550	33392	1.52e-05	None-gene-13268550-0
None-gene-13269287	33392	4.49e-32	None-gene-13269287-0
None-gene-13272123	35572	1.04e-04	None-gene-13272123-0
None-gene-13276352	35571	4.67e-196	None-gene-13276352-0
None-gene-13280723	41088	6.87e-19	None-gene-13280723-0
None-gene-13280937	33392	1.35e-33	None-gene-13280937-0
None-gene-13305369	71814	1.13e-05	None-gene-13305369-0
None-gene-13319707	7148	1.26e-06	None-gene-13319707-0
None-gene-13321054	35571	5.53e-44	None-gene-13321054-0
None-gene-13331124	35571	1.94e-160	None-gene-13331124-0
None-gene-13334186	35571	0.0	None-gene-13334186-0
None-gene-13334715	35571	3.48e-45	None-gene-13334715-0
None-gene-13340201			None-gene-13340201-0
None-gene-13340581			None-gene-13340581-0
None-gene-13342156			None-gene-13342156-0
None-gene-13343977	35571	3.07e-134	None-gene-13343977-0
None-gene-13370333	35571	2.27e-33	None-gene-13370333-0
None-gene-13381738			None-gene-13381738-0
None-gene-13389111	35571	2.05e-137	None-gene-13389111-0
None-gene-13406642	35571	8.00e-309	None-gene-13406642-0
None-gene-13412786	35571	2.81e-120	None-gene-13412786-0
None-gene-13416438	35572	1.06e-05	None-gene-13416438-0
None-gene-13423965	7184	3.56e-66	None-gene-13423965-0
None-gene-13423990	143999	1.00e-12	None-gene-13423990-0
None-gene-13424687	2015173	3.57e-33	None-gene-13424687-0
None-gene-13428614	35571	3.27e-59	None-gene-13428614-0
None-gene-13458712	7184	5.47e-56	None-gene-13458712-0
None-gene-13527213	35572	2.98e-34	None-gene-13527213-0
None-gene-13528473	35571	4.50e-120	None-gene-13528473-0
None-gene-13539071	35571	2.39e-176	None-gene-13539071-0
None-gene-13546102	35571	1.06e-34	None-gene-13546102-0
None-gene-13565448	35571	5.53e-131	None-gene-13565448-0
None-gene-13584101	7184	1.72e-13	None-gene-13584101-0
None-gene-13600533	35571	3.64e-22	None-gene-13600533-0
None-gene-13625350	35571	3.90e-57	None-gene-13625350-0
None-gene-13626848	35571	8.07e-107	None-gene-13626848-0
None-gene-13636537	35571	1.75e-103	None-gene-13636537-0
None-gene-13646335	35571	9.93e-116	None-gene-13646335-0
None-gene-13650014	35571	1.35e-107	None-gene-13650014-0
None-gene-13709082	35572	7.63e-45	None-gene-13709082-0
None-gene-13710702	2	5.50e-11	None-gene-13710702-0
None-gene-13781408	7147	1.19e-08	None-gene-13781408-0
None-gene-13812569	35571	8.23e-09	None-gene-13812569-0
None-gene-13822749	35571	4.41e-206	None-gene-13822749-0
None-gene-13857920	35571	2.33e-85	None-gene-13857920-0
None-gene-13866669	41830	3.52e-24	None-gene-13866669-0
None-gene-13871560	35571	6.80e-10	None-gene-13871560-0
None-gene-13875445	7147	2.09e-22	None-gene-13875445-0
None-gene-13893791	35571	2.27e-141	None-gene-13893791-0
None-gene-13916820	35572	0.0	None-gene-13916820-0
None-gene-13981125	33392	2.53e-25	None-gene-13981125-0
None-gene-14037623	35571	1.91e-66	None-gene-14037623-0
None-gene-14070833	33392	1.74e-73	None-gene-14070833-0
None-gene-14079360	7184	8.89e-42	None-gene-14079360-0
None-gene-14090317	35571	3.58e-68	None-gene-14090317-0
None-gene-14094202	35571	2.68e-43	None-gene-14094202-0
None-gene-14095296	35571	7.61e-27	None-gene-14095296-0
None-gene-14100304	35571	1.01e-67	None-gene-14100304-0
None-gene-14109243	35571	1.41e-71	None-gene-14109243-0
None-gene-14131729			None-gene-14131729-0
None-gene-14151305	35571	2.98e-213	None-gene-14151305-0
None-gene-14154226	7148	2.50e-12	None-gene-14154226-0
None-gene-14157815	35571	1.06e-36	None-gene-14157815-0
None-gene-14160659	35571	6.94e-05	None-gene-14160659-0
None-gene-14163679	35571	1.18e-282	None-gene-14163679-0
None-gene-14168084	35571	3.19e-109	None-gene-14168084-0
None-gene-14169807	7147	1.65e-08	None-gene-14169807-0
None-gene-14193498	35571	2.10e-55	None-gene-14193498-0
None-gene-14209722	35571	6.70e-63	None-gene-14209722-0
None-gene-14213099	35571	2.09e-28	None-gene-14213099-0
None-gene-14218084	35571	3.39e-70	None-gene-14218084-0
None-gene-14239295	35571	5.70e-104	None-gene-14239295-0
None-gene-14260838	35571	1.73e-60	None-gene-14260838-0
None-gene-14270248	35571	2.41e-269	None-gene-14270248-0
None-gene-14303802	33340	1.78e-23	None-gene-14303802-0
None-gene-14313585	7148	8.29e-35	None-gene-14313585-0
None-gene-14320105	33392	7.52e-109	None-gene-14320105-0
None-gene-14349050	35572	1.48e-15	None-gene-14349050-0
None-gene-14397205	35571	1.04e-23	None-gene-14397205-0
None-gene-14400107	1346257	5.22e-07	None-gene-14400107-0
None-gene-14406518	35571	6.99e-233	None-gene-14406518-0
None-gene-14429400	35572	3.84e-11	None-gene-14429400-0
None-gene-14433051	35571	1.85e-24	None-gene-14433051-0
None-gene-14453527	35571	5.94e-50	None-gene-14453527-0
None-gene-14464178	35571	1.10e-14	None-gene-14464178-0
None-gene-14464423	35571	2.15e-41	None-gene-14464423-0
None-gene-14472174	35571	2.11e-102	None-gene-14472174-0
None-gene-14496834	35572	2.99e-11	None-gene-14496834-0
None-gene-14507122	35571	1.03e-144	None-gene-14507122-0
None-gene-14519518	35571	4.09e-209	None-gene-14519518-0
None-gene-14521413	35571	5.81e-47	None-gene-14521413-0
None-gene-14522695			None-gene-14522695-0
None-gene-14531754	35571	2.51e-64	None-gene-14531754-0
None-gene-14537511	35572	1.73e-05	None-gene-14537511-0
None-gene-14556273	41830	4.85e-54	None-gene-14556273-0
None-gene-14566015			None-gene-14566015-0
None-gene-14580626	35572	6.84e-68	None-gene-14580626-0
None-gene-14595535	7184	2.65e-23	None-gene-14595535-0
None-gene-14601118	39758	2.26e-23	None-gene-14601118-0
None-gene-14629967	35571	1.04e-08	None-gene-14629967-0
None-gene-14634853			None-gene-14634853-0
None-gene-14638384	35571	0.0	None-gene-14638384-0
None-gene-14642802	35571	1.97e-40	None-gene-14642802-0
None-gene-14646911	35572	1.69e-47	None-gene-14646911-0
None-gene-14656872	35571	2.06e-104	None-gene-14656872-0
None-gene-14656939			None-gene-14656939-0
None-gene-14666469			None-gene-14666469-0
None-gene-14673886	35571	1.92e-31	None-gene-14673886-0
None-gene-14673937	33340	4.29e-31	None-gene-14673937-0
None-gene-14683491	33340	1.37e-15	None-gene-14683491-0
None-gene-14695653	35571	5.21e-49	None-gene-14695653-0
None-gene-14703619	35571	4.99e-205	None-gene-14703619-0
None-gene-14734579	35572	1.09e-252	None-gene-14734579-0
None-gene-14754633	35571	7.31e-64	None-gene-14754633-0
None-gene-14758407			None-gene-14758407-0
None-gene-14761038	7148	2.30e-11	None-gene-14761038-0
None-gene-14787961	149990	9.90e-14	None-gene-14787961-0
None-gene-14800778			None-gene-14800778-0
None-gene-14820253	35572	4.69e-53	None-gene-14820253-0
None-gene-14894522			None-gene-14894522-0
None-gene-14899096			None-gene-14899096-0
None-gene-14922553	35571	2.49e-48	None-gene-14922553-0
None-gene-14929052	35571	3.34e-100	None-gene-14929052-0
None-gene-14934029			None-gene-14934029-0
None-gene-14936565	35571	2.42e-29	None-gene-14936565-0
None-gene-14945774	33392	4.83e-28	None-gene-14945774-0
None-gene-14966749			None-gene-14966749-0
None-gene-14985760	7067	2.00e-20	None-gene-14985760-0
None-gene-14987066	35571	5.97e-14	None-gene-14987066-0
None-gene-14989399	35571	1.51e-39	None-gene-14989399-0
None-gene-15014516	35571	6.69e-75	None-gene-15014516-0
None-gene-15042049			None-gene-15042049-0
None-gene-15049557	35571	1.83e-46	None-gene-15049557-0
None-gene-15076102	410274	1.02e-15	None-gene-15076102-0
None-gene-15098555	35571	6.97e-72	None-gene-15098555-0
None-gene-15189563	33392	1.20e-40	None-gene-15189563-0
None-gene-15198578	7184	5.99e-33	None-gene-15198578-0
None-gene-15199880			None-gene-15199880-0
None-gene-15210341	41830	8.07e-07	None-gene-15210341-0
None-gene-15219371	35571	1.31e-138	None-gene-15219371-0
None-gene-15272711	35571	7.53e-107	None-gene-15272711-0
None-gene-15274922	7147	1.17e-27	None-gene-15274922-0
None-gene-15283014	35571	2.92e-26	None-gene-15283014-0
None-gene-15285120	35571	1.69e-261	None-gene-15285120-0
None-gene-15290274	35571	7.13e-58	None-gene-15290274-0
None-gene-15290728	35571	1.33e-109	None-gene-15290728-0
None-gene-15292157	35571	5.86e-78	None-gene-15292157-0
None-gene-15296385	35571	1.04e-79	None-gene-15296385-0
None-gene-15304833	35571	1.00e-249	None-gene-15304833-0
None-gene-15305206			None-gene-15305206-0
None-gene-15309735	35571	1.06e-68	None-gene-15309735-0
None-gene-15311064	35571	1.00e-163	None-gene-15311064-0
None-gene-15321551	35571	0.0	None-gene-15321551-0
