g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o,PC_1,PC_2,PC_3,diamond_header,fasta_header,best_hit,best_hitID,bh_pident,bh_evalue,bh_bitscore,lca,lcaID,refined_lca,refined_lcaID,taxon_assignment,taxon_assignmentID,is_target,plot_label,plot_labelID,start,end,upstream_gene,downstream_gene,gene_biotype
None-gene-3785870,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,597,-0.3989,-0.4307,0.9029,0,0,0.1172,0.0612,0.121,0.0532,0.4489,1.9192,1.7697,-0.7018204761294483,0.12373742557566031,0.5289798415293476,None-gene-3785870-0,None-gene-3785870-0,Bradysia odoriphaga,1564500,94.0,7.57e-137,391,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3785870,3786466,None-gene-3173140,None-gene-3042790,mRNA
None-gene-3786877,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,708,-0.3693,-0.4012,0.9035,0,0,0.0792,0.2063,0.118,0.0594,0.3997,0.4589,0.3385,-0.8210481683743237,0.16683613443476658,0.5369033382445251,None-gene-3786877-0,None-gene-3786877-0,Bradysia odoriphaga,1564500,80.5,9.32e-83,253,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3786877,3787584,None-gene-3589419,None-gene-294015,mRNA
None-gene-3798020,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,558,-0.4093,-0.441,0.909,0,0,0.1574,0.0129,0.218,0.0005,0.4194,1.0419,0.9098,-0.2546644357559243,-0.06762078609790496,0.5240612195643854,None-gene-3798020-0,None-gene-3798020-0,Bradysia odoriphaga,1564500,48.3,4.23e-51,179,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3798020,3798577,None-gene-121374,None-gene-1527247,mRNA
None-gene-3798580,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1021,-0.286,-0.3181,0.9095,0,0,0.0844,0.1785,0.0417,0.5061,0.4094,0.7464,0.6203,-0.9695043109055934,0.2391147808419341,0.5210698503261441,None-gene-3798580-0,None-gene-3798580-0,Euphydryas editha,104508,39.8,3.32e-19,101,cellular organisms,131567,Nematocera,7148,Nematocera,7148,1,Eumetazoa,6072,3798580,3799600,None-gene-3188320,None-gene-2720414,mRNA
None-gene-3803945,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,3215,0.2985,0.2644,0.9133,0,0,0.225,0.0003,0.2622,0.0,0.3527,-0.9361,-1.0286,0.7810807247835304,-0.4883093217887763,0.3644373046725073,None-gene-3803945-0,None-gene-3803945-0,Pseudolycoriella hygida,35572,91.9,8.67e-57,207,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,3803945,3807159,None-gene-2648608,None-gene-2994362,mRNA
None-gene-3827682,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1605,-0.1304,-0.1631,0.9245,0,0,0.296,0.0,0.2608,0.0,0.3614,-0.6794,-0.777,0.6381411863336851,-0.4185682406930196,0.4335227166573288,None-gene-3827682-0,None-gene-3827682-0,,,,,,,,,,,,0,Unassigned,,3827682,3829286,None-gene-2063460,None-gene-2102792,mRNA
None-gene-3830828,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1113,-0.2615,-0.2937,0.9258,0,0,0.0742,0.2368,0.1238,0.0478,0.4304,1.3688,1.2302,-0.7191630578852943,0.12170809348820534,0.5347527606787674,None-gene-3830828-0,None-gene-3830828-0,Bradysia odoriphaga,1564500,67.7,2.59e-154,447,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3830828,3831940,None-gene-1555968,None-gene-3626858,mRNA
None-gene-3841655,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1104,-0.2638,-0.2961,0.9312,0,0,0.2495,0.0001,0.2552,0.0,0.4592,2.2258,2.0701,0.33138109454914866,-0.30001803379515946,0.4812204264688363,None-gene-3841655-0,None-gene-3841655-0,Bradysia odoriphaga,1564500,97.6,3.49e-233,652,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3841655,3842758,None-gene-3392691,None-gene-280536,mRNA
None-gene-3875747,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,213,-0.5012,-0.5326,0.9479,0,0,0.1295,0.0445,0.1398,0.0301,0.4131,0.8575,0.7292,-0.6877318146289597,0.11398091139433345,0.5807009435453147,None-gene-3875747-0,None-gene-3875747-0,Pseudolycoriella hygida,35572,86.9,1.71e-21,97.4,Sciaridae,7184,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,3875747,3875959,None-gene-230793,None-gene-388185,mRNA
None-gene-3888938,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1496,-0.1594,-0.192,0.9552,0,0,0.2701,0.0,0.2617,0.0,0.3864,0.0625,-0.0499,0.5227771031851352,-0.3777814989600249,0.47275555757294074,None-gene-3888938-0,None-gene-3888938-0,Bradysia odoriphaga,1564500,74.2,9.05e-29,129,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3888938,3890433,None-gene-3268530,None-gene-1856022,mRNA
None-gene-3891640,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1166,-0.2473,-0.2796,0.9564,0,0,0.1417,0.0234,0.1986,0.0014,0.4314,1.3991,1.2599,-0.22237014003123606,-0.08401339847104644,0.53465375347404,None-gene-3891640-0,None-gene-3891640-0,Bradysia odoriphaga,1564500,53.2,1.73e-63,217,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3891640,3892805,None-gene-3924903,None-gene-2213922,mRNA
None-gene-3896602,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,2948,0.2274,0.1935,0.9598,0,0,0.3807,0.0,0.3938,0.0,0.4311,1.3917,1.2527,1.699967470511514,-0.8621110791312705,0.3643096022927234,None-gene-3896602-0,None-gene-3896602-0,Bradysia odoriphaga,1564500,53.0,1.08e-182,556,Sciaridae,7184,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,3896602,3899549,None-gene-2213922,None-gene-3949560,mRNA
None-gene-3897436,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,291,-0.4804,-0.5119,0.9588,0,0,-0.0123,0.8452,0.023,0.7137,0.457,2.1607,2.0063,-1.5536892234713713,0.4622181532113193,0.6323074151738375,None-gene-3897436-0,None-gene-3897436-0,Euphydryas editha,104508,74.1,7.10e-14,77.4,Bilateria,33213,Endopterygota,33392,Endopterygota,33392,1,Eumetazoa,6072,3897436,3897726,None-gene-519038,None-gene-3467193,mRNA
None-gene-3902511,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1113,-0.2615,-0.2937,0.9618,0,0,0.1835,0.0032,0.1572,0.0118,0.407,0.6754,0.5506,-0.21679894527116392,-0.07392693356547012,0.5257190915699586,None-gene-3902511-0,None-gene-3902511-0,Bradysia odoriphaga,1564500,27.3,1.27e-27,119,Opisthokonta,33154,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,3902511,3903623,None-gene-2501615,None-gene-962397,mRNA
None-gene-3906597,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1816,-0.0742,-0.107,0.9642,0,0,0.1725,0.0056,0.2098,0.0007,0.4466,1.8502,1.702,0.08398503110680153,-0.20687338105590392,0.49592888281979963,None-gene-3906597-0,None-gene-3906597-0,Bradysia odoriphaga,1564500,91.9,9.89e-179,523,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3906597,3908412,None-gene-3351804,None-gene-1650922,mRNA
None-gene-3912908,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1441,-0.1741,-0.2066,0.9672,0,0,0.0654,0.2974,0.081,0.1963,0.3269,-1.7039,-1.7811,-0.806550818199851,0.15940248658765183,0.5525578215847634,None-gene-3912908-0,None-gene-3912908-0,,,,,,,,,,,,0,Unassigned,,3912908,3914348,None-gene-3266299,None-gene-2415650,mRNA
None-gene-3918538,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,240,-0.494,-0.5255,0.9694,0,0,0.0878,0.1751,0.0769,0.2352,0.4375,1.5805,1.4377,-1.0318520301986718,0.25589756386691664,0.6093649056733714,None-gene-3918538-0,None-gene-3918538-0,Bradysia odoriphaga,1564500,88.2,2.55e-37,130,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3918538,3918777,None-gene-2506760,None-gene-334962,mRNA
None-gene-3919027,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,2228,0.0356,0.0024,0.9707,0,0,0.2292,0.0002,0.2298,0.0002,0.417,0.9709,0.8403,0.4533946959073496,-0.352536233579602,0.45988334429324157,None-gene-3919027-0,None-gene-3919027-0,Pseudolycoriella hygida,35572,72.6,1.93e-175,528,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,3919027,3921254,None-gene-240662,None-gene-2194288,mRNA
None-gene-3921860,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,2229,0.0359,0.0026,0.9721,0,0,0.2746,0.0,0.2778,0.0,0.4114,0.8056,0.6783,0.771031492057985,-0.4824607497642485,0.4462320435522744,None-gene-3921860-0,None-gene-3921860-0,Pseudolycoriella hygida,35572,60.3,6.64e-297,838,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,3921860,3924088,None-gene-2199258,,mRNA
None-gene-3924903,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1898,-0.0523,-0.0853,0.9735,0,0,0.1605,0.0101,0.2035,0.0011,0.4194,1.0429,0.9108,0.041235041752331114,-0.19105681421077939,0.502999882596877,None-gene-3924903-0,None-gene-3924903-0,Pseudolycoriella hygida,35572,74.6,8.70e-125,394,Sciaridae,7184,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,3924903,3926800,None-gene-2022517,None-gene-3891640,mRNA
None-gene-3928084,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1427,-0.1778,-0.2103,0.9748,0,0,0.1376,0.0277,0.1719,0.0058,0.4107,0.7835,0.6566,-0.2573914790701556,-0.06782114777708254,0.5360125670732964,None-gene-3928084-0,None-gene-3928084-0,Bradysia odoriphaga,1564500,56.3,3.03e-127,385,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3928084,3929510,None-gene-381892,None-gene-411735,mRNA
None-gene-3932920,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,435,-0.4421,-0.4737,0.9768,0,0,0.0828,0.208,0.0887,0.1774,0.3908,0.1944,0.0793,-0.964106156675624,0.22506649307586182,0.6070827130401263,None-gene-3932920-0,None-gene-3932920-0,Bradysia odoriphaga,1564500,91.5,4.26e-81,247,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3932920,3933354,None-gene-602017,None-gene-240662,mRNA
None-gene-3936517,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,195,-0.506,-0.5374,0.9784,0,0,0.0467,0.4914,0.0764,0.2602,0.4154,0.924,0.7943,-1.1918967354614958,0.31427858252970636,0.6333244615591641,None-gene-3936517-0,None-gene-3936517-0,,,,,,,,,,,,0,Unassigned,,3936517,3936711,None-gene-2032049,None-gene-3234689,mRNA
None-gene-3936521,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,3515,0.3784,0.3441,0.9801,0,0,0.2492,0.0001,0.2755,0.0,0.4387,1.6159,1.4723,0.9871490000275561,-0.5755423628123253,0.39362265725400164,None-gene-3936521-0,None-gene-3936521-0,Bradysia odoriphaga,1564500,82.3,5.02e-139,457,Sciaridae,7184,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,3936521,3940035,None-gene-2029019,None-gene-562737,mRNA
None-gene-3945589,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,894,-0.3198,-0.3518,0.9834,0,0,0.134,0.0321,0.1622,0.0093,0.4262,1.2443,1.1082,-0.4313020825603253,0.0037366184522215524,0.571941729231783,None-gene-3945589-0,None-gene-3945589-0,Bradysia odoriphaga,1564500,44.4,4.53e-49,184,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3945589,3946482,None-gene-136108,None-gene-1903409,mRNA
None-gene-3949560,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,1982,-0.0299,-0.063,0.9859,0,0,0.2598,0.0,0.234,0.0002,0.4072,0.68,0.5552,0.5173959334021361,-0.3754620428605117,0.4743403718272118,None-gene-3949560-0,None-gene-3949560-0,Pseudolycoriella hygida,35572,58.5,2.29e-203,590,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,3949560,3951541,None-gene-3896602,None-gene-1087050,mRNA
None-gene-3958627,contig_75,386,3979609,0.0116,2094.4249,3753.7629,0.9656,0.0,0.351,-0.4724,15343,3.5294,3.4845,0.9972,1,0,0.2588,0.0,0.2806,0.0,0.3944,0.3005,0.1833,3.8054204601994708,-2.808245764391029,1.2236786600506062,None-gene-3958627-0,None-gene-3958627-0,Bradysia odoriphaga,1564500,75.9,6.48e-100,352,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,3958627,3973969,None-gene-3676657,None-gene-3094936,mRNA
None-gene-14752,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,1768,-0.1584,-0.1198,0.7351,1,0,0.2432,0.0001,0.2877,0.0,0.4225,0.9774,1.0016,0.09627837735499621,-2.2325663473263724,1.8456451241425174,None-gene-14752-0,None-gene-14752-0,Drosophila pandora,1867034,39.1,7.03e-32,140,Eumetazoa,6072,Sciaroidea,41830,Sciaroidea,41830,1,Eumetazoa,6072,14752,16519,None-gene-87612,None-gene-81111,mRNA
None-gene-15632,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,711,-0.5103,-0.4004,0.7193,0,0,0.2537,0.0001,0.2424,0.0001,0.4585,1.9635,2.0489,-0.17536088098167787,-1.0336826645823318,0.4515145900041588,None-gene-15632-0,None-gene-15632-0,Ogataea philodendri,1378263,40.0,4.15e-46,175,Saccharomycetales,4892,,,Saccharomycetales,4892,0,Fungi,4751,15632,16342,None-gene-41535,,mRNA
None-gene-19683,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,1404,-0.2795,-0.2164,0.6465,0,0,0.244,0.0001,0.1924,0.002,0.4402,1.4611,1.5154,-0.18517313455172582,-1.0202992372329285,0.3521611972405141,None-gene-19683-0,None-gene-19683-0,Bradysia odoriphaga,1564500,96.4,3.53e-06,62.0,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,19683,21086,,None-gene-41052,mRNA
None-gene-26137,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,426,-0.6051,-0.4761,0.5306,0,0,0.1861,0.0033,0.1557,0.0141,0.4202,0.9138,0.934,-0.7857125978531319,-0.7676822116091285,0.3418064282054364,None-gene-26137-0,None-gene-26137-0,Bradysia odoriphaga,1564500,57.7,1.61e-52,180,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,26137,26562,None-gene-57873,None-gene-41535,mRNA
None-gene-29182,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,1257,-0.3285,-0.2555,0.476,0,0,0.189,0.0024,0.2513,0.0,0.428,1.1278,1.1614,-0.2435555891500665,-1.0013584034951357,0.247210425107849,None-gene-29182-0,None-gene-29182-0,Bradysia odoriphaga,1564500,49.5,7.02e-98,307,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,29182,30438,None-gene-96758,None-gene-91035,mRNA
None-gene-41052,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,1277,-0.3218,-0.2501,0.2628,0,0,0.1254,0.045,0.2264,0.0003,0.4252,1.0515,1.0803,-0.5582534372506956,-0.8638876584954687,0.09867423061125219,None-gene-41052-0,None-gene-41052-0,Bradysia odoriphaga,1564500,87.1,1.33e-153,449,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,41052,42328,None-gene-19683,None-gene-96758,mRNA
None-gene-41535,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,312,-0.6431,-0.5064,0.2541,0,0,0.0611,0.3371,0.1259,0.0471,0.4712,2.3098,2.4167,-1.3769595075566983,-0.5212885646203304,0.17297933632603676,None-gene-41535-0,None-gene-41535-0,,,,,,,,,,,,0,Unassigned,,41535,41846,None-gene-26137,None-gene-15632,mRNA
None-gene-57873,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,11813,3.1859,2.5473,0.2514,0,0,0.4948,0.0,0.5159,0.0,0.35,-1.0078,-1.1067,4.588256985203858,-2.9789076123936398,-0.7015692655913318,None-gene-57873-0,None-gene-57873-0,Bradysia odoriphaga,1564500,96.9,9.72e-07,68.2,Sciaridae,7184,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,57873,69685,None-gene-81111,None-gene-26137,mRNA
None-gene-81111,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,1749,-0.1647,-0.1248,0.488,0,0,0.146,0.0194,0.1582,0.0113,0.4162,0.8056,0.8191,-0.561585825931822,-0.8663823315410322,0.2382646607188284,None-gene-81111-0,None-gene-81111-0,Bradysia odoriphaga,1564500,58.4,2.80e-187,546,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,81111,82859,None-gene-14752,None-gene-57873,mRNA
None-gene-87612,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,1408,-0.2782,-0.2154,0.5986,0,0,0.2412,0.0001,0.209,0.0008,0.4219,0.96,0.9831,-0.14298732829364455,-1.0370885760996806,0.31518193466581546,None-gene-87612-0,None-gene-87612-0,Bradysia odoriphaga,1564500,72.3,2.85e-189,541,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,87612,89019,None-gene-91035,None-gene-14752,mRNA
None-gene-91035,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,1081,-0.3871,-0.3022,0.6542,0,0,0.1684,0.0069,0.2251,0.0003,0.3932,0.1733,0.1476,-0.44025060863022486,-0.9325785388626252,0.4061299093005287,None-gene-91035-0,None-gene-91035-0,Bradysia odoriphaga,1564500,54.3,3.56e-80,255,Sciaridae,7184,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,91035,92115,None-gene-29182,None-gene-87612,mRNA
None-gene-96758,contig_636,12,111372,0.0003,2243.6667,3003.6672,0.8292,0.0,0.3573,0.0705,3718,0.4908,0.398,0.8043,1,0,0.2827,0.0,0.3503,0.0,0.386,-0.0238,-0.0617,0.9774239352346595,-2.6058159257707274,1.764538234295106,None-gene-96758-0,None-gene-96758-0,Bradysia odoriphaga,1564500,46.2,7.12e-222,665,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,96758,100475,None-gene-41052,None-gene-29182,mRNA
None-gene-15644,contig_640,4,112254,0.0003,2415.0,2615.4589,0.7714,0.0,0.344,-1.0805,174,-0.8568,-0.543,0.7213,1,0,0.0909,0.2016,0.1441,0.0424,0.454,1.8025,1.9184,-1.5023092251404282,-1.8416474042091338,2.0629044086344948,None-gene-15644-0,None-gene-15644-0,Cinara cedri,506608,44.4,2.33e-11,67.8,Opisthokonta,33154,Neoptera,33340,Neoptera,33340,1,Eumetazoa,6072,15644,15817,None-gene-94985,,mRNA
None-gene-75561,contig_640,4,112254,0.0003,2415.0,2615.4589,0.7714,0.0,0.344,-1.0805,6579,1.5921,1.1576,0.4634,0,0,0.3638,0.0,0.3473,0.0,0.4309,0.5368,1.2462,2.141506361303796,-2.2513684716721807,-0.1335642472239463,None-gene-75561-0,None-gene-75561-0,Bradysia odoriphaga,1564500,49.1,0.0,1580,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,75561,82139,,None-gene-86785,mRNA
None-gene-86785,contig_640,4,112254,0.0003,2415.0,2615.4589,0.7714,0.0,0.344,-1.0805,2709,0.1124,0.1301,0.5945,0,0,0.2201,0.0004,0.2037,0.001,0.3928,-1.5532,0.1363,0.024318379165892405,-1.3802307261392288,0.2936510594854162,None-gene-86785-0,None-gene-86785-0,Pseudolycoriella hygida,35572,90.6,5.55e-37,156,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Eumetazoa,6072,86785,89493,None-gene-75561,None-gene-94985,mRNA
None-gene-94985,contig_640,4,112254,0.0003,2415.0,2615.4589,0.7714,0.0,0.344,-1.0805,198,-0.8477,-0.5366,0.6958,1,0,0.0229,0.7315,0.1231,0.064,0.4545,1.8312,1.9336,-1.8083498145561059,-1.7224587261378985,2.0642489953752072,None-gene-94985-0,None-gene-94985-0,Episyrphus balteatus,286459,36.4,2.15e-07,57.4,Episyrphus balteatus,286459,,,Episyrphus balteatus,286459,0,Eumetazoa,6072,94985,95182,None-gene-86785,None-gene-15644,mRNA
None-gene-922,contig_650,1,10195,0.0,1011.0,,0.1011,0.1067,0.359,0.2197,1011,,-0.3208,0.8193,1,1,-0.0765,0.4358,0.5633,0.0,0.3749,,-0.3841,-1.2203623699112136,-4.709211790887434,1.5818518816329872,None-gene-922-0,None-gene-922-0,,,,,,,,,,,,0,Unassigned,,922,1932,,,mRNA
None-gene-14127,contig_635,16,116552,0.0003,1962.9375,2883.5203,0.7884,0.0,0.358,0.1303,1769,-0.0673,-0.1195,0.7576,1,0,0.2524,0.0,0.2373,0.0001,0.424,1.0215,1.044,-0.1374971746208823,-2.4606475828501613,1.5621885698656441,None-gene-14127-0,None-gene-14127-0,Anopheles funestus,62324,94.7,3.44e-10,75.5,cellular organisms,131567,Sciaroidea,41830,Sciaroidea,41830,1,Eumetazoa,6072,14127,15895,None-gene-98984,None-gene-23099,mRNA
None-gene-14944,contig_635,16,116552,0.0003,1962.9375,2883.5203,0.7884,0.0,0.358,0.1303,189,-0.6152,-0.539,0.7436,0,0,0.0736,0.2759,0.0491,0.4679,0.418,0.8491,0.8701,-1.7018015067997194,-0.7400058874646253,0.26907601832325717,None-gene-14944-0,None-gene-14944-0,Brachionus plicatilis,10195,67.7,1.72e-15,74.3,Brachionus plicatilis,10195,,,Brachionus plicatilis,10195,0,Eumetazoa,6072,14944,15132,None-gene-50221,None-gene-37351,mRNA
None-gene-15350,contig_635,16,116552,0.0003,1962.9375,2883.5203,0.7884,0.0,0.358,0.1303,534,-0.4956,-0.4474,0.7366,0,0,0.2015,0.0017,0.1143,0.0771,0.4588,2.0259,2.0574,-0.9359701845209021,-1.0431313996365186,0.19753878786427173,None-gene-15350-0,None-gene-15350-0,Brachionus plicatilis,10195,38.2,6.56e-27,111,Eukaryota,2759,Pancrustacea,197562,Pancrustacea,197562,1,Eumetazoa,6072,15350,15883,None-gene-88912,None-gene-85347,mRNA
None-gene-17729,contig_635,16,116552,0.0003,1962.9375,2883.5203,0.7884,0.0,0.358,0.1303,1398,-0.1959,-0.218,0.6958,0,0,0.2587,0.0,0.2294,0.0002,0.4413,1.5225,1.5495,-0.12116705908842759,-1.3840219433181629,0.0914195275171126,None-gene-17729-0,None-gene-17729-0,Bradysia odoriphaga,1564500,48.7,4.67e-06,61.6,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,17729,19126,,None-gene-36868,mRNA
None-gene-23099,contig_635,16,116552,0.0003,1962.9375,2883.5203,0.7884,0.0,0.358,0.1303,849,-0.3863,-0.3638,0.6036,0,0,0.1464,0.0191,0.1285,0.0399,0.4499,1.7704,1.7996,-1.0072029763402328,-1.0163239277289808,0.09106017742940963,None-gene-23099-0,None-gene-23099-0,Bradysia odoriphaga,1564500,47.1,4.53e-81,259,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,23099,23947,None-gene-14127,None-gene-75035,mRNA
None-gene-25674,contig_635,16,116552,0.0003,1962.9375,2883.5203,0.7884,0.0,0.358,0.1303,1044,-0.3187,-0.312,0.5595,0,0,0.1877,0.0026,0.2181,0.0004,0.4186,0.8662,0.8873,-0.519391653708314,-1.2199696695445876,0.03129285787424425,None-gene-25674-0,None-gene-25674-0,Bradysia odoriphaga,1564500,49.8,1.90e-81,263,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,25674,26717,None-gene-26768,None-gene-88912,mRNA
None-gene-26768,contig_635,16,116552,0.0003,1962.9375,2883.5203,0.7884,0.0,0.358,0.1303,141,-0.6318,-0.5518,0.5407,0,0,0.0223,0.7471,0.0978,0.1558,0.4681,2.2936,2.3274,-1.754793600570346,-0.719061616217141,0.13081375453424962,None-gene-26768-0,None-gene-26768-0,Eurytemora affinis,88015,54.1,1.31e-04,48.5,Eukaryota,2759,Bradysia,35571,Bradysia,35571,1,Eumetazoa,6072,26768,26908,None-gene-65970,None-gene-25674,mRNA
None-gene-36868,contig_635,16,116552,0.0003,1962.9375,2883.5203,0.7884,0.0,0.358,0.1303,881,-0.3752,-0.3553,0.3674,0,0,0.1429,0.0222,0.2159,0.0005,0.4211,0.9391,0.9609,-0.7437769848884496,-1.1207812831359791,-0.09452325281177759,None-gene-36868-0,None-gene-36868-0,Bradysia odoriphaga,1564500,90.8,5.69e-85,270,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,36868,37748,None-gene-17729,None-gene-95246,mRNA
None-gene-37351,contig_635,16,116552,0.0003,1962.9375,2883.5203,0.7884,0.0,0.358,0.1303,312,-0.5725,-0.5064,0.3591,0,0,0.0663,0.2972,0.1178,0.0634,0.4712,2.3821,2.4167,-1.4946633425263893,-0.8089456729112072,-0.03911949151113038,None-gene-37351-0,None-gene-37351-0,,,,,,,,,,,,0,Unassigned,,37351,37662,None-gene-14944,,mRNA
None-gene-50221,contig_635,16,116552,0.0003,1962.9375,2883.5203,0.7884,0.0,0.358,0.1303,9621,2.6558,1.9653,0.1382,0,0,0.4505,0.0,0.4783,0.0,0.3477,-1.1784,-1.1754,3.6428630852109167,-2.914691158715348,-0.9517614505070213,None-gene-50221-0,None-gene-50221-0,Bradysia odoriphaga,1564500,73.1,1.78e-195,618,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Eumetazoa,6072,50221,59841,None-gene-75035,None-gene-14944,mRNA
