#gene_id	taxID	e_value	fasta_id
None-gene-1836793	35571	4.14e-19	None-gene-1836793-0
None-gene-1839419	35571	6.67e-56	None-gene-1839419-0
None-gene-1843963	35571	3.47e-34	None-gene-1843963-0
None-gene-1846466			None-gene-1846466-0
None-gene-1850585	7184	5.41e-73	None-gene-1850585-0
None-gene-1857745	35571	5.23e-32	None-gene-1857745-0
None-gene-1860673	35571	2.77e-36	None-gene-1860673-0
None-gene-1868485	35571	1.38e-39	None-gene-1868485-0
None-gene-20255	35572	1.09e-19	None-gene-20255-0
None-gene-61946			None-gene-61946-0
None-gene-86600	52824	1.46e-08	None-gene-86600-0
None-gene-86704	35571	5.87e-122	None-gene-86704-0
None-gene-93707	35572	5.06e-105	None-gene-93707-0
None-gene-99470	35571	5.77e-47	None-gene-99470-0
None-gene-101570	35571	3.89e-184	None-gene-101570-0
None-gene-103154			None-gene-103154-0
None-gene-105591	35571	3.48e-171	None-gene-105591-0
None-gene-130009	35571	2.54e-41	None-gene-130009-0
None-gene-132228	33392	3.00e-09	None-gene-132228-0
None-gene-133272	35571	1.89e-28	None-gene-133272-0
None-gene-136195	35571	1.73e-68	None-gene-136195-0
None-gene-141608	35571	7.67e-102	None-gene-141608-0
None-gene-147437	35572	6.96e-08	None-gene-147437-0
None-gene-151692	43817	4.57e-11	None-gene-151692-0
None-gene-152516	35571	3.32e-250	None-gene-152516-0
None-gene-162505	35571	2.76e-75	None-gene-162505-0
None-gene-209539	35572	1.17e-15	None-gene-209539-0
None-gene-212196	35571	7.01e-60	None-gene-212196-0
None-gene-223400	6550	9.64e-45	None-gene-223400-0
None-gene-233072	35571	2.28e-138	None-gene-233072-0
None-gene-239730	35571	3.74e-45	None-gene-239730-0
None-gene-246642			None-gene-246642-0
None-gene-247225	35572	5.25e-23	None-gene-247225-0
None-gene-249121	35571	6.65e-102	None-gene-249121-0
None-gene-260089	35572	2.59e-26	None-gene-260089-0
None-gene-262366	35571	2.48e-59	None-gene-262366-0
None-gene-265340	35572	7.19e-85	None-gene-265340-0
None-gene-268526	35571	6.74e-137	None-gene-268526-0
None-gene-281919	33392	4.18e-83	None-gene-281919-0
None-gene-344580	35571	1.12e-14	None-gene-344580-0
None-gene-345532			None-gene-345532-0
None-gene-370462			None-gene-370462-0
None-gene-370469	35571	1.31e-42	None-gene-370469-0
None-gene-380102	7147	1.71e-93	None-gene-380102-0
None-gene-385121			None-gene-385121-0
None-gene-387675	7147	1.85e-97	None-gene-387675-0
None-gene-409750	35571	6.09e-10	None-gene-409750-0
None-gene-439658			None-gene-439658-0
None-gene-448668	35572	4.10e-51	None-gene-448668-0
None-gene-3920	35571	9.24e-60	None-gene-3920-0
None-gene-27907	33392	3.09e-07	None-gene-27907-0
None-gene-40765	35571	2.78e-38	None-gene-40765-0
None-gene-53040	35571	4.02e-49	None-gene-53040-0
None-gene-60195	35571	1.46e-66	None-gene-60195-0
None-gene-62961	35571	4.53e-64	None-gene-62961-0
None-gene-71570	35571	1.79e-174	None-gene-71570-0
None-gene-72349	7375	1.48e-19	None-gene-72349-0
None-gene-87715	158441	3.28e-29	None-gene-87715-0
None-gene-87735	348720	2.20e-05	None-gene-87735-0
None-gene-94846			None-gene-94846-0
None-gene-97533	35571	2.16e-144	None-gene-97533-0
None-gene-98030	230148	3.75e-06	None-gene-98030-0
None-gene-98486	35571	3.81e-170	None-gene-98486-0
None-gene-104232	35571	1.81e-156	None-gene-104232-0
None-gene-107034	7375	9.44e-17	None-gene-107034-0
None-gene-109079	35571	4.90e-255	None-gene-109079-0
None-gene-113882	35571	4.38e-04	None-gene-113882-0
None-gene-115994	33392	7.19e-14	None-gene-115994-0
None-gene-117531	35571	1.64e-30	None-gene-117531-0
None-gene-122156			None-gene-122156-0
None-gene-127108	35571	4.60e-48	None-gene-127108-0
None-gene-133767	33392	8.87e-13	None-gene-133767-0
None-gene-166608	35571	4.91e-70	None-gene-166608-0
None-gene-180493	7148	8.60e-15	None-gene-180493-0
None-gene-198787	35571	0.0	None-gene-198787-0
None-gene-200337	7375	1.05e-15	None-gene-200337-0
None-gene-206355	35571	7.50e-114	None-gene-206355-0
None-gene-209360	33392	4.94e-59	None-gene-209360-0
None-gene-210221	64391	1.09e-06	None-gene-210221-0
None-gene-212162	35571	9.57e-131	None-gene-212162-0
None-gene-216636	7148	9.94e-28	None-gene-216636-0
None-gene-217866	35571	7.10e-38	None-gene-217866-0
None-gene-220842	35571	1.03e-111	None-gene-220842-0
None-gene-228653	35571	5.44e-18	None-gene-228653-0
None-gene-12878	33392	6.68e-17	None-gene-12878-0
None-gene-29017	35571	1.64e-99	None-gene-29017-0
None-gene-23266			None-gene-23266-0
None-gene-23686			None-gene-23686-0
None-gene-25080	33392	1.12e-56	None-gene-25080-0
None-gene-40018	33340	8.04e-19	None-gene-40018-0
None-gene-40031	45954	1.88e-06	None-gene-40031-0
None-gene-43108	35571	2.96e-24	None-gene-43108-0
None-gene-44018	7148	5.60e-23	None-gene-44018-0
None-gene-44642	7184	4.31e-09	None-gene-44642-0
None-gene-71235	7370	2.15e-49	None-gene-71235-0
None-gene-92914	7148	5.66e-07	None-gene-92914-0
None-gene-101371	35571	1.01e-99	None-gene-101371-0
None-gene-104596	35571	1.81e-06	None-gene-104596-0
None-gene-107494	35571	1.03e-64	None-gene-107494-0
None-gene-119439	35572	1.24e-10	None-gene-119439-0
None-gene-119452	35572	1.01e-28	None-gene-119452-0
None-gene-131320	35571	8.32e-102	None-gene-131320-0
None-gene-148463	35571	0.0	None-gene-148463-0
None-gene-167356	35571	1.05e-171	None-gene-167356-0
None-gene-177852	35571	3.18e-15	None-gene-177852-0
None-gene-179613	7148	4.34e-38	None-gene-179613-0
None-gene-184298	35572	8.22e-18	None-gene-184298-0
None-gene-192086	35571	4.34e-12	None-gene-192086-0
None-gene-195471	35571	0.0	None-gene-195471-0
None-gene-197737			None-gene-197737-0
None-gene-211237	35571	1.70e-38	None-gene-211237-0
None-gene-221281	35572	1.16e-42	None-gene-221281-0
None-gene-222610	35572	1.11e-22	None-gene-222610-0
None-gene-233181	35571	0.0	None-gene-233181-0
None-gene-237523	35571	9.08e-123	None-gene-237523-0
None-gene-239293	35572	2.30e-09	None-gene-239293-0
None-gene-243244	35571	4.31e-276	None-gene-243244-0
None-gene-247709	7184	1.53e-61	None-gene-247709-0
None-gene-247720	51543	2.21e-10	None-gene-247720-0
None-gene-249160	33317	7.43e-07	None-gene-249160-0
None-gene-249183	35571	1.87e-117	None-gene-249183-0
None-gene-260471	7148	8.11e-12	None-gene-260471-0
None-gene-260907	33392	3.66e-37	None-gene-260907-0
None-gene-271391	35571	2.29e-15	None-gene-271391-0
None-gene-278155	7147	1.21e-19	None-gene-278155-0
None-gene-287851	35571	5.84e-52	None-gene-287851-0
None-gene-384491	35571	4.58e-171	None-gene-384491-0
None-gene-390378	35571	2.77e-13	None-gene-390378-0
None-gene-396359	33392	2.05e-18	None-gene-396359-0
None-gene-414909			None-gene-414909-0
None-gene-419951	35571	1.97e-10	None-gene-419951-0
None-gene-420868	35571	1.14e-98	None-gene-420868-0
None-gene-430035	35571	1.19e-67	None-gene-430035-0
None-gene-434230	35571	3.37e-224	None-gene-434230-0
None-gene-447337	35571	7.96e-50	None-gene-447337-0
None-gene-454224	35571	3.00e-23	None-gene-454224-0
None-gene-463494	35571	1.30e-06	None-gene-463494-0
None-gene-479758	35571	1.04e-87	None-gene-479758-0
None-gene-482968	35571	1.56e-133	None-gene-482968-0
None-gene-489054	35571	2.61e-11	None-gene-489054-0
None-gene-498171	35571	1.16e-11	None-gene-498171-0
None-gene-509641	35571	0.0	None-gene-509641-0
None-gene-523938	35571	1.27e-102	None-gene-523938-0
None-gene-533925	35572	1.38e-14	None-gene-533925-0
None-gene-548970	35571	1.14e-104	None-gene-548970-0
None-gene-572463	35571	6.50e-101	None-gene-572463-0
None-gene-578986	35571	2.45e-103	None-gene-578986-0
None-gene-579594	35571	1.31e-31	None-gene-579594-0
None-gene-583441	33392	6.89e-13	None-gene-583441-0
None-gene-584227	35571	4.12e-163	None-gene-584227-0
None-gene-591894	35571	6.76e-04	None-gene-591894-0
None-gene-601443	35571	4.86e-47	None-gene-601443-0
None-gene-603669			None-gene-603669-0
None-gene-607755	35571	9.32e-92	None-gene-607755-0
None-gene-611727	35571	2.24e-30	None-gene-611727-0
None-gene-624934	35571	3.58e-37	None-gene-624934-0
None-gene-642466	35571	2.96e-06	None-gene-642466-0
None-gene-665257			None-gene-665257-0
None-gene-665465			None-gene-665465-0
None-gene-668668	35571	1.88e-12	None-gene-668668-0
None-gene-668783	35571	7.50e-97	None-gene-668783-0
None-gene-669463	1378263	1.22e-10	None-gene-669463-0
None-gene-671483	35571	1.05e-14	None-gene-671483-0
None-gene-673702	35571	3.94e-116	None-gene-673702-0
None-gene-678537	35571	1.42e-86	None-gene-678537-0
None-gene-687476	35571	2.49e-16	None-gene-687476-0
None-gene-688565	35571	9.68e-19	None-gene-688565-0
None-gene-721668	7184	3.29e-45	None-gene-721668-0
None-gene-721957			None-gene-721957-0
None-gene-699	35571	3.33e-78	None-gene-699-0
None-gene-31746	35571	1.93e-56	None-gene-31746-0
None-gene-40104	35571	3.83e-10	None-gene-40104-0
None-gene-42008			None-gene-42008-0
None-gene-45937	35571	6.14e-102	None-gene-45937-0
None-gene-54621	35571	3.25e-19	None-gene-54621-0
None-gene-15841	35571	7.69e-12	None-gene-15841-0
None-gene-34361			None-gene-34361-0
None-gene-38008	35571	1.51e-43	None-gene-38008-0
None-gene-38757	7148	2.45e-121	None-gene-38757-0
None-gene-53055	35571	1.70e-44	None-gene-53055-0
None-gene-54089	7148	5.73e-16	None-gene-54089-0
None-gene-58928	35571	1.76e-29	None-gene-58928-0
None-gene-74518	33392	9.32e-44	None-gene-74518-0
None-gene-90430	41088	1.08e-82	None-gene-90430-0
None-gene-109529	37567	4.86e-11	None-gene-109529-0
None-gene-141298	7399	1.77e-49	None-gene-141298-0
None-gene-163825	27482	1.18e-23	None-gene-163825-0
None-gene-176417	35571	5.43e-88	None-gene-176417-0
None-gene-190024	33392	5.10e-38	None-gene-190024-0
None-gene-194890	35571	6.65e-55	None-gene-194890-0
None-gene-196552	35571	2.13e-120	None-gene-196552-0
None-gene-465	50385	1.01e-72	None-gene-465-0
None-gene-4634	7148	9.75e-27	None-gene-4634-0
None-gene-20031	35572	3.17e-70	None-gene-20031-0
None-gene-10107	35572	1.10e-33	None-gene-10107-0
None-gene-14629			None-gene-14629-0
None-gene-18629	35571	7.26e-154	None-gene-18629-0
None-gene-19744	35571	9.76e-55	None-gene-19744-0
None-gene-20163	35571	4.11e-16	None-gene-20163-0
None-gene-43061	33392	5.49e-15	None-gene-43061-0
None-gene-46824	41088	7.03e-23	None-gene-46824-0
None-gene-59504	7524	4.30e-94	None-gene-59504-0
None-gene-63333	35571	4.15e-49	None-gene-63333-0
None-gene-115896	35571	1.66e-84	None-gene-115896-0
None-gene-62219	7148	3.54e-20	None-gene-62219-0
None-gene-79373	35572	6.64e-17	None-gene-79373-0
None-gene-86997	35571	3.00e-120	None-gene-86997-0
None-gene-95134	35571	3.20e-76	None-gene-95134-0
None-gene-99452	35572	3.09e-69	None-gene-99452-0
None-gene-100471	7148	2.00e-102	None-gene-100471-0
None-gene-109095	35571	6.55e-112	None-gene-109095-0
None-gene-120540			None-gene-120540-0
None-gene-120556	35571	1.80e-81	None-gene-120556-0
None-gene-123696	33392	5.23e-08	None-gene-123696-0
None-gene-124236	35571	7.20e-63	None-gene-124236-0
None-gene-338	7148	1.09e-63	None-gene-338-0
None-gene-8348	35571	4.09e-42	None-gene-8348-0
None-gene-16309	35572	1.10e-33	None-gene-16309-0
None-gene-21697	33392	3.78e-11	None-gene-21697-0
None-gene-26256	35572	1.69e-09	None-gene-26256-0
None-gene-27163	133076	9.42e-35	None-gene-27163-0
None-gene-34759	7148	5.66e-15	None-gene-34759-0
None-gene-40642	6960	7.76e-11	None-gene-40642-0
None-gene-43494	41088	1.33e-23	None-gene-43494-0
None-gene-47458	33392	6.88e-16	None-gene-47458-0
None-gene-53557	33392	9.59e-21	None-gene-53557-0
None-gene-7024	35572	1.45e-27	None-gene-7024-0
None-gene-13528	33392	1.92e-21	None-gene-13528-0
None-gene-14524	174621	1.13e-32	None-gene-14524-0
None-gene-16551	35572	1.26e-32	None-gene-16551-0
None-gene-24228	33392	1.07e-17	None-gene-24228-0
None-gene-26826	35571	7.80e-16	None-gene-26826-0
None-gene-27644	7148	2.92e-43	None-gene-27644-0
None-gene-34775	35571	4.24e-139	None-gene-34775-0
None-gene-35758	35571	1.12e-49	None-gene-35758-0
None-gene-38461	35571	6.32e-86	None-gene-38461-0
None-gene-41636			None-gene-41636-0
None-gene-57496	35571	1.39e-60	None-gene-57496-0
None-gene-115768	35571	9.93e-42	None-gene-115768-0
None-gene-22771	35571	6.51e-64	None-gene-22771-0
None-gene-22793			None-gene-22793-0
None-gene-37579	35571	1.06e-34	None-gene-37579-0
None-gene-58713	35571	3.45e-40	None-gene-58713-0
None-gene-62452	35571	1.11e-169	None-gene-62452-0
None-gene-67155	35571	8.11e-17	None-gene-67155-0
None-gene-85666	41830	6.31e-19	None-gene-85666-0
None-gene-86138	41830	6.42e-06	None-gene-86138-0
None-gene-87042			None-gene-87042-0
None-gene-89772	33392	2.09e-09	None-gene-89772-0
None-gene-95673			None-gene-95673-0
None-gene-104044	33392	8.30e-22	None-gene-104044-0
None-gene-104575			None-gene-104575-0
None-gene-106691	35572	1.01e-22	None-gene-106691-0
None-gene-109296	7148	3.03e-12	None-gene-109296-0
None-gene-113125	35571	5.78e-33	None-gene-113125-0
None-gene-135706	33392	5.55e-29	None-gene-135706-0
None-gene-137112	33392	2.02e-21	None-gene-137112-0
None-gene-162336	41830	4.39e-12	None-gene-162336-0
None-gene-162530	7148	2.53e-74	None-gene-162530-0
None-gene-164620	7148	1.30e-69	None-gene-164620-0
None-gene-176831	202257	2.29e-12	None-gene-176831-0
None-gene-176908	41830	4.60e-25	None-gene-176908-0
None-gene-183720	35572	4.28e-63	None-gene-183720-0
None-gene-185122	35571	0.0	None-gene-185122-0
None-gene-198796	35571	3.90e-18	None-gene-198796-0
None-gene-201296	35571	1.36e-20	None-gene-201296-0
None-gene-204377			None-gene-204377-0
None-gene-207598	7184	1.53e-13	None-gene-207598-0
None-gene-208451	35571	6.21e-112	None-gene-208451-0
None-gene-214625	35571	6.21e-26	None-gene-214625-0
None-gene-235492	35571	1.00e-51	None-gene-235492-0
None-gene-264016	35571	1.37e-65	None-gene-264016-0
None-gene-267948	33392	7.05e-42	None-gene-267948-0
None-gene-311490	7148	1.56e-107	None-gene-311490-0
None-gene-330120	35571	5.77e-26	None-gene-330120-0
None-gene-338799	35571	7.12e-49	None-gene-338799-0
None-gene-342510	35571	5.61e-74	None-gene-342510-0
None-gene-344565	35571	6.53e-27	None-gene-344565-0
None-gene-350652	35572	8.00e-24	None-gene-350652-0
None-gene-353432	33392	2.62e-28	None-gene-353432-0
None-gene-359047	35571	1.11e-10	None-gene-359047-0
None-gene-360470	77038	5.24e-05	None-gene-360470-0
None-gene-362995	35571	2.13e-79	None-gene-362995-0
None-gene-377041	2848634	2.97e-115	None-gene-377041-0
None-gene-378281	6956	1.42e-05	None-gene-378281-0
None-gene-384893			None-gene-384893-0
None-gene-387510	35571	6.18e-46	None-gene-387510-0
None-gene-390010	35572	7.58e-15	None-gene-390010-0
None-gene-402153	35571	7.31e-37	None-gene-402153-0
None-gene-406156	35571	4.64e-23	None-gene-406156-0
None-gene-419627	35571	2.71e-05	None-gene-419627-0
None-gene-421723	35571	2.33e-194	None-gene-421723-0
None-gene-432258	33392	5.34e-30	None-gene-432258-0
None-gene-436905	4751	6.39e-146	None-gene-436905-0
None-gene-445826	35571	5.38e-49	None-gene-445826-0
None-gene-449492	28612	3.48e-19	None-gene-449492-0
None-gene-14058	33392	8.00e-18	None-gene-14058-0
None-gene-5627	35572	1.17e-109	None-gene-5627-0
None-gene-17208			None-gene-17208-0
None-gene-23956	35572	1.33e-21	None-gene-23956-0
None-gene-27382	35571	3.84e-70	None-gene-27382-0
None-gene-30987	35572	3.55e-91	None-gene-30987-0
None-gene-39857	35571	2.79e-117	None-gene-39857-0
None-gene-51650	35571	1.27e-246	None-gene-51650-0
None-gene-64111	35571	1.47e-31	None-gene-64111-0
None-gene-67150	35571	2.70e-38	None-gene-67150-0
None-gene-83178	35571	1.07e-236	None-gene-83178-0
None-gene-90385			None-gene-90385-0
None-gene-93805	35571	3.85e-79	None-gene-93805-0
None-gene-100425	35571	1.67e-30	None-gene-100425-0
None-gene-106002	35571	3.74e-13	None-gene-106002-0
None-gene-112571	35571	8.79e-23	None-gene-112571-0
None-gene-130504	35571	3.98e-194	None-gene-130504-0
None-gene-136275	7184	9.72e-10	None-gene-136275-0
None-gene-163369	35571	2.73e-48	None-gene-163369-0
None-gene-164766	35571	2.66e-118	None-gene-164766-0
None-gene-166022			None-gene-166022-0
None-gene-171166	35571	2.10e-32	None-gene-171166-0
None-gene-187622	35571	1.43e-09	None-gene-187622-0
None-gene-221092			None-gene-221092-0
None-gene-237815			None-gene-237815-0
None-gene-255681	41088	7.02e-10	None-gene-255681-0
None-gene-285508	35571	1.51e-119	None-gene-285508-0
None-gene-11081	35572	1.37e-10	None-gene-11081-0
None-gene-15602	35571	1.02e-36	None-gene-15602-0
None-gene-18403	35571	7.63e-23	None-gene-18403-0
None-gene-18405	464929	1.22e-07	None-gene-18405-0
None-gene-18827	6337	1.04e-24	None-gene-18827-0
None-gene-19408			None-gene-19408-0
None-gene-35689	35571	3.67e-201	None-gene-35689-0
None-gene-40533	33392	2.44e-17	None-gene-40533-0
None-gene-43127	35571	3.61e-125	None-gene-43127-0
None-gene-48443	33392	1.40e-22	None-gene-48443-0
None-gene-53083	35571	3.49e-87	None-gene-53083-0
None-gene-57985			None-gene-57985-0
None-gene-70165	35571	7.83e-37	None-gene-70165-0
None-gene-74183	35571	1.55e-27	None-gene-74183-0
None-gene-81255	35571	6.30e-26	None-gene-81255-0
None-gene-86227	35571	4.07e-09	None-gene-86227-0
None-gene-111550	35571	1.07e-130	None-gene-111550-0
None-gene-130548	35571	1.48e-99	None-gene-130548-0
None-gene-134589	35571	3.06e-262	None-gene-134589-0
None-gene-138505	35571	1.03e-44	None-gene-138505-0
None-gene-146916	35571	2.00e-05	None-gene-146916-0
None-gene-149610	35571	8.76e-36	None-gene-149610-0
None-gene-152579	35571	3.09e-12	None-gene-152579-0
None-gene-155312	33392	3.40e-217	None-gene-155312-0
None-gene-155522	37567	7.76e-06	None-gene-155522-0
None-gene-157843	35572	1.04e-41	None-gene-157843-0
None-gene-161015	35571	2.23e-193	None-gene-161015-0
None-gene-162103	35571	3.02e-187	None-gene-162103-0
None-gene-168462	35571	9.85e-68	None-gene-168462-0
None-gene-174016	41830	6.18e-20	None-gene-174016-0
None-gene-177349			None-gene-177349-0
None-gene-11449	35571	1.07e-197	None-gene-11449-0
None-gene-25277			None-gene-25277-0
None-gene-32121			None-gene-32121-0
None-gene-35027	35571	1.72e-48	None-gene-35027-0
None-gene-38815	35572	5.28e-12	None-gene-38815-0
None-gene-45995	35571	2.27e-103	None-gene-45995-0
None-gene-56933	35571	0.0	None-gene-56933-0
None-gene-73601	35571	7.61e-11	None-gene-73601-0
None-gene-89343	35571	5.39e-53	None-gene-89343-0
None-gene-96572			None-gene-96572-0
None-gene-108343	35571	3.75e-81	None-gene-108343-0
None-gene-114841	35571	6.20e-87	None-gene-114841-0
None-gene-117138	35571	2.40e-31	None-gene-117138-0
None-gene-121004	35571	5.67e-67	None-gene-121004-0
None-gene-142730	35571	1.24e-155	None-gene-142730-0
None-gene-151823	7184	8.82e-10	None-gene-151823-0
None-gene-169438	33392	1.32e-10	None-gene-169438-0
None-gene-176064	35571	4.16e-41	None-gene-176064-0
None-gene-177740	35571	4.43e-110	None-gene-177740-0
None-gene-178987			None-gene-178987-0
None-gene-185746	35571	2.00e-21	None-gene-185746-0
None-gene-200540	35571	3.71e-16	None-gene-200540-0
None-gene-231187	35571	8.24e-127	None-gene-231187-0
None-gene-249691			None-gene-249691-0
None-gene-253834	42434	4.49e-04	None-gene-253834-0
None-gene-270711	41088	1.63e-72	None-gene-270711-0
None-gene-302479	35571	8.62e-41	None-gene-302479-0
None-gene-368	33373	9.88e-26	None-gene-368-0
None-gene-32848	35572	1.13e-16	None-gene-32848-0
None-gene-33323	41830	1.92e-24	None-gene-33323-0
None-gene-35937	35571	5.27e-10	None-gene-35937-0
None-gene-38491	35571	3.07e-11	None-gene-38491-0
None-gene-45867	33392	2.38e-43	None-gene-45867-0
None-gene-81501	35572	2.07e-186	None-gene-81501-0
None-gene-92321	35571	4.64e-179	None-gene-92321-0
None-gene-92361	4530	7.21e-05	None-gene-92361-0
None-gene-115208	33392	2.06e-24	None-gene-115208-0
None-gene-116566	35571	3.78e-104	None-gene-116566-0
None-gene-148979	35572	1.26e-94	None-gene-148979-0
None-gene-172621	35571	6.93e-29	None-gene-172621-0
None-gene-174825	33392	1.55e-15	None-gene-174825-0
None-gene-216085	35571	7.59e-279	None-gene-216085-0
None-gene-220802	85823	2.34e-10	None-gene-220802-0
None-gene-224354	35571	4.49e-141	None-gene-224354-0
None-gene-230923			None-gene-230923-0
None-gene-254720	225359	1.10e-23	None-gene-254720-0
None-gene-268284	7148	1.42e-05	None-gene-268284-0
None-gene-271690	35571	7.56e-73	None-gene-271690-0
None-gene-274479	35571	6.86e-28	None-gene-274479-0
None-gene-304863	35571	4.00e-65	None-gene-304863-0
None-gene-310768	35571	6.22e-64	None-gene-310768-0
None-gene-311646	35571	1.10e-20	None-gene-311646-0
None-gene-314721	35571	1.36e-155	None-gene-314721-0
None-gene-319876	35571	3.49e-314	None-gene-319876-0
None-gene-332303	35572	6.20e-66	None-gene-332303-0
None-gene-342998	35571	9.92e-183	None-gene-342998-0
None-gene-344067	6656	3.47e-11	None-gene-344067-0
None-gene-347440	51655	6.11e-11	None-gene-347440-0
None-gene-348759	7184	3.15e-10	None-gene-348759-0
None-gene-357354	41830	1.93e-10	None-gene-357354-0
None-gene-362597			None-gene-362597-0
None-gene-366175	35572	9.54e-61	None-gene-366175-0
None-gene-372867	7054	7.55e-26	None-gene-372867-0
None-gene-375855	35571	2.77e-69	None-gene-375855-0
None-gene-384124	35571	1.33e-21	None-gene-384124-0
None-gene-388515	35571	1.11e-106	None-gene-388515-0
None-gene-407904	7184	3.72e-24	None-gene-407904-0
None-gene-423170	33392	3.82e-43	None-gene-423170-0
None-gene-425527	35572	1.93e-24	None-gene-425527-0
None-gene-430595	35571	2.05e-31	None-gene-430595-0
None-gene-435363	35571	2.15e-08	None-gene-435363-0
None-gene-435924	35571	3.72e-14	None-gene-435924-0
None-gene-436187	35571	1.18e-25	None-gene-436187-0
None-gene-437699	35572	1.95e-27	None-gene-437699-0
None-gene-444915	41830	2.43e-06	None-gene-444915-0
None-gene-454302	35572	5.28e-38	None-gene-454302-0
None-gene-457277	35572	6.38e-57	None-gene-457277-0
None-gene-461384	35572	1.48e-25	None-gene-461384-0
None-gene-465265	41830	5.79e-105	None-gene-465265-0
None-gene-471828			None-gene-471828-0
None-gene-471856	43786	2.62e-24	None-gene-471856-0
None-gene-490120	33392	2.80e-79	None-gene-490120-0
None-gene-491461	35572	7.82e-144	None-gene-491461-0
None-gene-510885	33392	3.15e-14	None-gene-510885-0
None-gene-511783	35571	8.56e-07	None-gene-511783-0
None-gene-514099	35571	1.87e-107	None-gene-514099-0
None-gene-516119	6656	6.71e-23	None-gene-516119-0
None-gene-531252	35571	1.20e-116	None-gene-531252-0
None-gene-546337	33392	5.38e-13	None-gene-546337-0
None-gene-554628	35572	1.11e-78	None-gene-554628-0
None-gene-563363	35571	2.09e-74	None-gene-563363-0
None-gene-575788	35571	9.74e-67	None-gene-575788-0
None-gene-580366	35572	5.75e-79	None-gene-580366-0
None-gene-589787	35571	2.33e-61	None-gene-589787-0
None-gene-602185	35571	1.24e-29	None-gene-602185-0
None-gene-616499	35571	6.45e-178	None-gene-616499-0
None-gene-621860	33392	3.68e-17	None-gene-621860-0
None-gene-626304	35571	4.92e-56	None-gene-626304-0
None-gene-629707	35571	2.45e-120	None-gene-629707-0
None-gene-644120	35571	1.78e-67	None-gene-644120-0
None-gene-650315	35571	4.23e-51	None-gene-650315-0
None-gene-650893	7148	4.12e-17	None-gene-650893-0
None-gene-652273	33392	1.93e-08	None-gene-652273-0
None-gene-659233	35571	1.80e-87	None-gene-659233-0
None-gene-670386	7147	5.59e-09	None-gene-670386-0
None-gene-706793	35571	1.76e-28	None-gene-706793-0
None-gene-712022	35571	1.12e-72	None-gene-712022-0
None-gene-753323	35571	1.15e-27	None-gene-753323-0
None-gene-790075	33392	7.56e-12	None-gene-790075-0
None-gene-812684	35571	4.24e-139	None-gene-812684-0
None-gene-821986	33392	2.08e-27	None-gene-821986-0
None-gene-823435			None-gene-823435-0
None-gene-836838	35571	7.16e-83	None-gene-836838-0
None-gene-839697	39272	1.77e-119	None-gene-839697-0
None-gene-841185	7147	1.49e-17	None-gene-841185-0
None-gene-842392	33392	2.90e-10	None-gene-842392-0
None-gene-842583	33392	1.62e-08	None-gene-842583-0
None-gene-854755	158441	1.80e-29	None-gene-854755-0
None-gene-861661	35571	0.0	None-gene-861661-0
None-gene-866391	35571	1.23e-54	None-gene-866391-0
None-gene-867590	35571	2.08e-175	None-gene-867590-0
None-gene-876512	35571	2.06e-105	None-gene-876512-0
None-gene-886642			None-gene-886642-0
None-gene-900426	35572	3.34e-06	None-gene-900426-0
None-gene-8611	7184	2.37e-68	None-gene-8611-0
None-gene-8703	33392	2.66e-16	None-gene-8703-0
None-gene-48485	35571	2.22e-50	None-gene-48485-0
None-gene-54971	7067	2.84e-16	None-gene-54971-0
None-gene-79295	7148	4.42e-14	None-gene-79295-0
None-gene-104803	35571	4.87e-20	None-gene-104803-0
None-gene-118314	35571	1.07e-21	None-gene-118314-0
None-gene-128965			None-gene-128965-0
None-gene-128981	35571	1.93e-81	None-gene-128981-0
None-gene-132145	33392	5.23e-08	None-gene-132145-0
None-gene-132685	35571	7.66e-132	None-gene-132685-0
None-gene-139298	35571	3.35e-51	None-gene-139298-0
None-gene-12168	35572	1.84e-06	None-gene-12168-0
None-gene-13291			None-gene-13291-0
None-gene-43610	33392	1.10e-26	None-gene-43610-0
None-gene-54171	35571	1.62e-35	None-gene-54171-0
None-gene-114411	35571	2.28e-49	None-gene-114411-0
None-gene-122803	7148	8.57e-50	None-gene-122803-0
None-gene-136005	33392	4.27e-09	None-gene-136005-0
None-gene-149167	35571	2.87e-37	None-gene-149167-0
None-gene-160112	35571	7.41e-39	None-gene-160112-0
None-gene-160948			None-gene-160948-0
None-gene-169338	35571	1.01e-54	None-gene-169338-0
None-gene-170029	35571	1.08e-17	None-gene-170029-0
None-gene-173692	7148	1.36e-221	None-gene-173692-0
None-gene-176178	104431	2.17e-16	None-gene-176178-0
None-gene-179553	35571	1.31e-25	None-gene-179553-0
None-gene-180222	3818	1.90e-13	None-gene-180222-0
None-gene-181924			None-gene-181924-0
None-gene-186796	35571	8.70e-09	None-gene-186796-0
None-gene-192993	35571	1.98e-42	None-gene-192993-0
None-gene-201021	35571	1.10e-21	None-gene-201021-0
None-gene-223923	33392	3.90e-114	None-gene-223923-0
None-gene-229663	41830	1.55e-41	None-gene-229663-0
None-gene-240379			None-gene-240379-0
None-gene-259204	35572	7.89e-28	None-gene-259204-0
None-gene-267727	7184	5.20e-23	None-gene-267727-0
None-gene-272035	35571	9.99e-57	None-gene-272035-0
None-gene-279562	35571	2.12e-58	None-gene-279562-0
None-gene-283889	7184	2.80e-21	None-gene-283889-0
