c_name,num_of_genes,lca,lcaID,percentage_target,most_abundant_taxon,target_bitscore_mean,target_bitscore_sd,target_evalue_mean,target_evalue_sd,other_bitscore_mean,other_bitscore_sd,other_evalue_mean,other_evalue_sd
contig_347,10,Endopterygota,33392,0.6,Endopterygota,255.87,180.77,2.1718333333333333e-13,5.159426340850954e-13,152.23,75.91,5.3e-10,9.17986928011505e-10
contig_357,1,Nematocera,7148,1.0,Nematocera,80.5,,4.34e-15,,,,,
contig_327,14,cellular organisms,131567,0.5,Bradysia,313.86,250.88,1.6571428927208718e-06,4.384387871218607e-06,173.58,103.03,6.94e-09,1.551831176384854e-08
contig_359,2,Neoptera,33340,0.5,Diaphorina citri,70.1,,3.85e-11,,95.9,,1.15e-18,
contig_352,8,Endopterygota,33392,0.75,Bradysia,287.17,200.75,2.007166666666667e-25,4.608712202629566e-25,,,,
contig_353,12,Opisthokonta,33154,0.5833333333333334,Bradysia,359.86,292.6,1.0400448571428572e-23,2.7515615858548054e-23,162.57,118.5,0.000281,0.0004867062769268545
contig_360,5,Endopterygota,33392,0.8,Endopterygota,157.05,130.34,9.1e-11,1.145949388062143e-10,,,,
contig_363,2,Bradysia,35571,1.0,Bradysia,167.5,4.95,1.31605e-46,1.8440637746563973e-46,,,,
contig_438,183,cellular organisms,131567,0.7213114754098361,Bradysia,185.68,129.23,3.156911903693667e-06,2.865878926934151e-05,159.03,134.09,1.4178118204921632e-05,5.658448357736042e-05
contig_365,3,Endopterygota,33392,1.0,Endopterygota,120.37,72.84,2.623333846666667e-10,4.5437461739627124e-10,,,,
contig_342,23,cellular organisms,131567,0.6956521739130435,Bradysia,227.44,166.44,1.8150625000083124e-09,4.618470388465696e-09,147.17,60.05,5.433333333333334e-17,9.4108093877909e-17
contig_355,13,Hexapoda,6960,0.6923076923076923,Bradysia,136.97,102.42,8.966666674092464e-06,2.027695736174894e-05,74.9,26.15,3.21775000001465e-05,5.869212915704651e-05
contig_361,8,Diptera,7147,0.375,Bradysia,173.87,86.81,6.4333333333333335e-21,1.1142860195359777e-20,60.1,0.57,4.2539999999999996e-05,5.7219080733615426e-05
contig_358,15,Bilateria,33213,0.6,Pseudolycoriella hygida,199.97,152.27,2.000000480600009e-12,5.999999819775122e-12,251.16,239.09,1.852e-09,4.141197894329611e-09
contig_326,31,Endopterygota,33392,0.7419354838709677,Bradysia,156.91,154.3,2.671712518647094e-08,1.0895391351603803e-07,127.64,70.38,7.48e-09,1.1501608583150444e-08
contig_362,8,Neoptera,33340,0.875,Bradysia,172.26,122.07,1.3530572625714284e-10,3.5792353529168696e-10,,,,
contig_1165,1,Aedes aegypti,7159,0,Aedes aegypti,,,,,51.6,,2.14e-06,
contig_1169,2,Diptera,7147,1.0,Nematocera,61.8,2.4,4.3000000000000005e-09,1.4849242404917495e-09,,,,
contig_1166,3,Endopterygota,33392,1.0,Bradysia,129.37,31.16,1.0033333333333334e-15,1.7378243102607735e-15,,,,
contig_356,19,Bilateria,33213,0.6842105263157895,Bradysia,254.93,201.47,1.6692556154823078e-13,6.018489664336333e-13,214.48,162.83,2.92e-12,6.529318494299386e-12
contig_264,87,Protostomia,33317,0.6551724137931034,Bradysia,181.09,154.33,2.0929652203856433e-08,1.4472775083948693e-07,108.96,69.21,2.07385827073244e-05,9.654791012485923e-05
contig_1171,2,Endopterygota,33392,0.5,Endopterygota,75.1,,1.24e-10,,,,,
contig_1167,7,Endopterygota,33392,0.5714285714285714,Bradysia,288.75,235.87,1.2900000000000684e-26,2.5799999999999545e-26,47.0,,0.000844,
contig_1163,10,Endopterygota,33392,0.9,Bradysia,174.76,87.35,1.7592222222222224e-12,5.227976706570569e-12,353.0,,1.18e-98,
contig_1175,8,Endopterygota,33392,0.875,Bradysia,353.24,305.69,5.700060571428572e-19,1.5080755764406582e-18,57.4,,1.29e-07,
contig_118,3,Endopterygota,33392,1.0,Bradysia,285.33,261.31,2.514e-31,4.197745585430351e-31,,,,
contig_1176,11,Diptera,7147,0.9090909090909091,Bradysia,268.48,228.21,2.8000000080453994e-05,8.854377445644596e-05,,,,
contig_348,49,cellular organisms,131567,0.7346938775510204,Bradysia,256.86,227.76,1.9653952500000615e-05,9.809897174969504e-05,138.07,127.99,8.08645555561969e-10,2.3636350232567863e-09
contig_1181,11,Endopterygota,33392,0.9090909090909091,Bradysia,392.42,324.61,6.03012e-09,1.906849213084244e-08,,,,
contig_3,73,Eukaryota,2759,0.6301369863013698,Endopterygota,180.21,132.4,1.4747412954173929e-06,8.432581334482958e-06,218.24,166.17,9.551623226046109e-11,4.477077712241736e-10
contig_1168,25,Protostomia,33317,0.72,Bradysia,186.35,170.06,1.849819438955523e-08,7.774247065003527e-08,129.33,23.09,5.236390000000006e-27,9.061753235235436e-27
contig_1179,18,cellular organisms,131567,0.7777777777777778,Bradysia,250.66,222.33,1.0797487885714285e-06,4.03530792973243e-06,127.62,84.62,1.0125000048250005e-11,2.0249999967833332e-11
contig_1194,1,Bradysia,35571,1.0,Bradysia,92.0,,5.68e-15,,,,,
contig_1195,2,Endopterygota,33392,1.0,Bradysia,336.5,137.89,1.265e-71,1.7889801564019652e-71,,,,
contig_1193,3,Endopterygota,33392,1.0,Bradysia,223.33,199.77,1.2146666666666668e-21,1.5867908914955787e-21,,,,
contig_119,4,Bradysia,35571,1.0,Bradysia,265.48,312.09,1.4500000679999998e-10,2.8999999546666693e-10,,,,
contig_1182,16,Endopterygota,33392,0.875,Bradysia,225.14,196.63,8.571445571430329e-09,3.207134413661654e-08,273.0,,3.72e-89,
contig_1185,8,Endopterygota,33392,0.75,Bradysia,166.52,90.08,1.5833333337688246e-19,3.878358759193352e-19,66.05,29.2,2.82000000000362e-05,3.9880822458870083e-05
contig_319,77,cellular organisms,131567,0.6493506493506493,Bradysia,164.57,116.12,2.4814121114540906e-06,1.1715340039013972e-05,146.3,81.65,3.149458132001661e-05,0.00011400604714826624
contig_1197,3,Endopterygota,33392,0.3333333333333333,Endopterygota,459.0,,2.8e-150,,108.0,,4.54e-22,
contig_1177,31,Protostomia,33317,0.7096774193548387,Bradysia,272.26,183.05,2.5545454545454543e-06,1.1981880259185307e-05,96.16,41.56,8.812857142857181e-07,1.5552914747495286e-06
contig_1180,22,cellular organisms,131567,0.7272727272727273,Bradysia,318.27,259.88,2.4754575393125e-07,9.899878083048549e-07,128.52,86.65,1.0125000068250004e-11,2.02499999545e-11
contig_1178,29,Opisthokonta,33154,0.7931034482758621,Bradysia,224.99,169.15,5.046791406086958e-06,2.4186954998341266e-05,245.15,302.17,1.6500000000002396e-10,3.2999999999998397e-10
contig_1201,1,Bradysia,35571,1.0,Bradysia,207.0,,1.27e-65,,,,,
contig_1196,10,Endopterygota,33392,0.5,Endopterygota,380.24,577.06,7.600000000012765e-10,1.6994116628991266e-09,124.4,51.76,1.04e-20,1.470782104868019e-20
contig_1200,3,Endopterygota,33392,0.3333333333333333,Ditrysia,138.0,,3.38e-32,,561.0,684.48,9.55e-15,1.3505739520663057e-14
contig_1205,3,Hexapoda,6960,1.0,Endopterygota,78.33,43.1,2.108533333333333e-05,3.62130010539493e-05,,,,
contig_1210,1,Bradysia,35571,1.0,Bradysia,124.0,,1.07e-25,,,,,
contig_1209,8,Endopterygota,33392,0.5,Bradysia,154.52,68.54,9.45e-08,1.89e-07,271.0,,8.75e-81,
contig_1202,10,Endopterygota,33392,0.9,Bradysia,194.96,154.1,3.967382222307556e-08,1.1899731857234542e-07,202.0,,6.19e-57,
contig_592,170,Opisthokonta,33154,0.7176470588235294,Bradysia,188.65,180.21,3.477899482145983e-06,2.1951351396309054e-05,180.24,146.97,7.658209568391581e-06,2.8037288173075506e-05
contig_1203,23,Endopterygota,33392,0.7391304347826086,Bradysia,386.64,251.72,4.194117647058824e-07,1.7292790065090543e-06,124.97,55.02,9.571680866666667e-12,2.13036543922745e-11
contig_1207,14,cellular organisms,131567,0.7142857142857143,Bradysia,395.33,456.64,8.970000000000446e-13,2.8365630611710208e-12,99.57,54.4,3.1732e-12,5.47917828875827e-12
contig_1206,14,Nematocera,7148,0.6428571428571429,Bradysia,230.83,218.55,4.11111111111171e-05,0.0001233333333333311,261.0,,7.76e-75,
contig_1162,55,Opisthokonta,33154,0.7636363636363637,Bradysia,240.52,211.45,6.337870419376822e-10,3.3790993117027584e-09,202.0,270.25,3.696937888909234e-07,9.455497583445881e-07
contig_258,144,cellular organisms,131567,0.6388888888888888,Endopterygota,160.22,109.82,6.980441484047904e-08,4.647399150379862e-07,163.78,97.23,1.2438407238659383e-05,7.512959683941797e-05
contig_1215,8,Nematocera,7148,0.625,Bradysia,173.28,116.99,4.6000143600000005e-12,1.028590466906198e-11,225.0,14.14,3.43005e-62,4.765828994519212e-62
contig_1219,2,Bradysia,35571,1.0,Bradysia,177.65,139.09,1.44e-16,2.0364675298172569e-16,,,,
contig_1218,6,Endopterygota,33392,0.8333333333333334,Bradysia,182.12,128.9,8.76045e-16,1.9587703949480653e-15,,,,
contig_1221,2,Hexapoda,6960,0.5,Folsomia candida,67.0,,2.88e-11,,128.0,,1.53e-31,
contig_1216,7,Endopterygota,33392,0.8571428571428571,Bradysia,150.78,96.48,4.97e-06,1.0500847584838091e-05,313.0,,2.09e-93,
contig_1211,24,Endopterygota,33392,0.7083333333333334,Bradysia,294.85,156.69,1.1235294126382881e-15,4.632430437968843e-15,121.53,74.77,8.60000000000134e-09,1.4895636945091183e-08
contig_1222,4,Bradysia,35571,0.5,Bradysia,208.0,138.59,5.45e-22,7.707463914933367e-22,,,,
contig_276,147,Eumetazoa,6072,0.6666666666666666,Bradysia,214.23,192.51,1.0555721469667684e-07,5.983429662039509e-07,137.11,146.26,2.698731138767256e-05,0.00014553198633093854
contig_1223,10,Endopterygota,33392,0.5,Bradysia,203.88,119.03,1.3000000000000039e-17,2.906888370749724e-17,154.68,147.36,0.00010300000000000132,0.0002059999999999991
contig_1208,15,Endopterygota,33392,0.7333333333333333,Bradysia,268.66,220.47,2.1081363636365088e-10,6.962265306963301e-10,234.5,137.89,2.095e-30,2.962777413171634e-30
contig_1224,12,cellular organisms,131567,0.5833333333333334,Bradysia,180.57,85.79,1.2542858527142857e-17,3.318528011979772e-17,194.55,119.37,1.14e-10,2.2799999999999996e-10
contig_1212,22,cellular organisms,131567,0.6818181818181818,Bradysia,259.05,149.01,4.0466666666666734e-10,1.2733693587524098e-09,147.88,143.4,4.88000000000406e-05,0.00010912011730196703
contig_1236,2,Bradysia,35571,1.0,Bradysia,354.0,93.34,2.6e-94,3.676955262170047e-94,,,,
contig_122,19,Arthropoda,6656,0.5263157894736842,Bradysia,335.13,159.69,1.57e-07,4.964775926464356e-07,146.84,137.92,7.5846375e-07,2.0901651139012065e-06
contig_1226,12,Endopterygota,33392,0.8333333333333334,Bradysia,173.72,140.94,5.500000047572999e-10,1.7392527114210637e-09,214.0,,7.46e-58,
contig_120,32,Hexapoda,6960,0.6875,Bradysia,247.42,193.82,4.790773204545454e-10,1.983348015382733e-09,237.68,225.8,6.016875000000001e-12,1.6923537906355666e-11
contig_1233,7,Sciaroidea,41830,1.0,Bradysia,326.94,307.63,4.3858494932857144e-21,1.1603449705803258e-20,,,,
contig_1231,8,Bradysia,35571,1.0,Bradysia,289.04,282.55,1.2390550000205001e-15,3.503590966198488e-15,,,,
contig_1240,3,Sciaridae,7184,0.6666666666666666,Bradysia,381.0,12.73,2.775000000000008e-105,3.924442635585327e-105,71.6,,1.87e-10,
contig_117,74,cellular organisms,131567,0.8108108108108109,Bradysia,243.47,211.89,1.0788873734721044e-06,6.303660642868224e-06,217.77,93.24,1.2333333333333333e-05,3.7e-05
contig_121,29,Eukaryota,2759,0.7586206896551724,Bradysia,263.94,243.1,5.545813184912219e-07,2.6010407346409557e-06,439.84,437.21,3.8400000792e-05,8.586500989325049e-05
contig_1246,1,Bradysia,35571,1.0,Bradysia,188.0,,7.56e-47,,,,,
contig_1248,1,Unassigned,,0,,,,,,,,,
contig_1249,1,Bradysia,35571,1.0,Bradysia,157.0,,4.12e-46,,,,,
contig_1372,1,Sciaridae,7184,1.0,Sciaridae,94.0,,5.02e-20,,,,,
contig_1373,1,Folsomia candida,158441,0,Folsomia candida,,,,,202.0,,9.67e-53,
contig_1377,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,65.9,,1.05e-06,
contig_1239,8,Sciaridae,7184,0.875,Bradysia,277.93,177.98,2.385715071428572e-15,6.312006352786801e-15,71.2,,2.55e-10,
contig_1376,2,Diptera,7147,0.5,Diptera,534.0,,4.33e-158,,,,,
contig_1378,2,Sitodiplosis mosellana,263140,0,Sitodiplosis mosellana,,,,,169.0,,5.08e-45,
contig_1227,8,Endopterygota,33392,0.875,Bradysia,129.34,53.19,3.5428571429362285e-07,9.373518930593961e-07,303.0,,3.36e-91,
contig_4,319,cellular organisms,131567,0.6833855799373041,Endopterygota,178.32,122.49,1.653956610972052e-07,1.8459452219048705e-06,161.12,90.44,5.884311889311336e-06,2.8553770071707592e-05
contig_349,119,cellular organisms,131567,0.7226890756302521,Endopterygota,185.51,132.31,6.339464958181888e-07,3.1347604555545366e-06,146.98,93.8,1.3980695964154096e-05,7.501171326394724e-05
contig_1384,1,Cecidomyiinae,43793,0,Cecidomyiinae,,,,,91.7,,8.25e-19,
contig_1382,2,Endopterygota,33392,1.0,Endopterygota,220.5,54.45,2.72e-51,3.8466608896548187e-51,,,,
contig_1225,38,Endopterygota,33392,0.7105263157894737,Bradysia,228.9,197.26,5.355555556045377e-07,2.579053692473941e-06,127.12,66.45,1.2625067012504324e-09,3.5708865373233206e-09
contig_1381,3,Sciaridae,7184,0.3333333333333333,Bradysia,498.0,,9.56e-141,,86.7,,1.08e-12,
contig_1396,2,Bradysia,35571,1.0,Bradysia,272.5,130.81,1.775e-42,2.5102290732122437e-42,,,,
contig_1398,1,Unassigned,,0,,,,,,,,,
contig_1243,25,Endopterygota,33392,0.68,Bradysia,260.28,198.43,2.482352941208165e-07,1.0235003376525083e-06,207.5,120.93,3.202075e-18,6.398617862932066e-18
contig_1386,5,Hexapoda,6960,0.8,Bradysia,301.5,138.33,4.25e-20,8.499999999999999e-20,289.0,,1.17e-83,
contig_1380,3,Bradysia,35571,0.6666666666666666,Bradysia,453.5,419.31,1.595e-36,2.2556706319850865e-36,,,,
contig_1242,33,Endopterygota,33392,0.6363636363636364,Bradysia,253.33,227.22,6.428571844027749e-07,2.945941508666599e-06,230.84,191.56,1.7532875e-06,4.710125303591797e-06
contig_1402,1,Endopterygota,33392,1.0,Endopterygota,72.0,,3.73e-13,,,,,
contig_1392,5,Protostomia,33317,0.8,Bradysia,100.6,49.12,3.2250013775e-05,6.44999908166719e-05,53.5,,4.83e-06,
contig_1217,62,cellular organisms,131567,0.7580645161290323,Bradysia,192.6,198.92,2.675433799723891e-06,1.5674775950399535e-05,141.62,66.25,3.737415743090909e-06,1.2358645882638548e-05
contig_1397,4,Sciaroidea,41830,0.75,Sciaroidea,153.67,39.58,2.4433333333333333e-25,4.231977473159957e-25,,,,
contig_1391,7,Endopterygota,33392,0.7142857142857143,Endopterygota,231.24,179.27,2.2e-09,4.919349550499537e-09,67.75,8.7,5.050000955e-09,7.141777139410178e-09
contig_1405,1,Diptera,7147,1.0,Diptera,65.1,,1.98e-10,,,,,
contig_1401,2,Opisthokonta,33154,0.5,Ophiocordyceps camponoti-leonardi (nom. inval.),74.3,,9.34e-13,,72.0,,7.28e-10,
contig_1404,3,Nematocera,7148,0.6666666666666666,Bradysia,253.2,269.83,2.015e-09,2.849640328181787e-09,,,,
contig_1409,7,Sciaroidea,41830,0.8571428571428571,Bradysia,209.07,146.69,4.5166666666666665e-18,7.002975558051495e-18,,,,
contig_1395,5,Endopterygota,33392,1.0,Endopterygota,180.22,104.35,1.59e-12,3.5553480842246656e-12,,,,
contig_1408,7,Neoptera,33340,0.8571428571428571,Bradysia,350.17,251.58,9.866666666666666e-29,2.416829879546069e-28,85.1,,1.58e-18,
contig_1403,9,Endopterygota,33392,1.0,Bradysia,210.76,269.98,2.6856666701555556e-09,5.43176527281118e-09,,,,
contig_1418,2,Sciaridae,7184,0.5,Bradysia,602.0,,1.49e-194,,79.7,,2.95e-11,
contig_1417,2,Bradysia,35571,1.0,Bradysia,297.0,255.97,8.2e-29,1.1596551211459378e-28,,,,
contig_1411,9,Endopterygota,33392,0.5555555555555556,Bradysia,195.16,189.11,9.82000000000037e-19,1.5659565766648543e-18,91.8,32.81,1.81500000002125e-10,2.566797615677115e-10
contig_141,11,Neoptera,33340,0.9090909090909091,Bradysia,150.52,117.05,6.642420005234101e-08,2.0543743038752585e-07,,,,
contig_1416,15,Eukaryota,2759,0.6,Bradysia,443.36,351.06,1.1111111111111293e-15,3.3333333333333265e-15,89.58,24.95,5.594780000379599e-10,1.2469038103907236e-09
contig_1407,13,Opisthokonta,33154,0.6153846153846154,Bradysia,209.01,138.66,4.5125000003624996e-15,1.2763277400270711e-14,100.55,14.78,3.01000058e-20,4.25678200249915e-20
contig_1423,2,Bradysia,35571,1.0,Bradysia,117.05,28.21,7.2000000000695e-19,1.0182337648987997e-18,,,,
contig_1412,8,Endopterygota,33392,0.75,Bradysia,219.57,140.29,2.2318333335633333e-19,5.373825468456776e-19,70.5,,1.04e-10,
contig_1406,21,Opisthokonta,33154,0.6666666666666666,Bradysia,224.31,166.24,1.9422148050070145e-07,7.212306278518335e-07,185.8,137.46,1.195e-19,1.6899852070358485e-19
contig_732,6,Nematocera,7148,1.0,Bradysia,300.0,179.69,9.533333885e-25,2.335180194427263e-24,,,,
contig_139,28,Arthropoda,6656,0.8214285714285714,Bradysia,266.54,299.72,1.587720443635087e-07,7.610610296901755e-07,203.6,248.9,5.814666666666667e-09,9.689326361173584e-09
contig_1410,18,Neoptera,33340,0.8888888888888888,Bradysia,387.8,401.89,1.814402753119125e-16,6.987550751580585e-16,117.6,86.83,4.14e-09,5.854844148224613e-09
contig_747,1,Diptera,7147,1.0,Diptera,353.0,,1.83e-114,,,,,
contig_731,14,Endopterygota,33392,0.7142857142857143,Bradysia,149.61,91.5,1.0001804000000002e-06,3.162214311517492e-06,178.0,,1.34e-46,
contig_14,32,Arthropoda,6656,0.625,Endopterygota,191.04,143.87,6.800900003828261e-07,2.663355270761673e-06,139.29,52.92,2.3005714286002715e-16,6.041004520681373e-16
contig_750,3,Neoptera,33340,0.3333333333333333,Pseudolycoriella hygida,59.3,,4.4e-08,,229.0,80.61,4.6e-51,6.505382386916237e-51
contig_744,8,Bilateria,33213,0.625,Rhynchosciara americana,129.38,79.55,1.056e-08,1.8359956426963546e-08,205.33,43.1,5.2666666666681205e-45,9.12213425319483e-45
contig_753,1,Bradysia,35571,1.0,Bradysia,546.0,,1.13e-180,,,,,
contig_1421,26,cellular organisms,131567,0.7692307692307693,Bradysia,272.86,243.6,2.4034800000065e-09,1.07088268696322e-08,77.0,35.06,4.094e-06,6.5093246961570445e-06
contig_1420,27,cellular organisms,131567,0.8888888888888888,Bradysia,245.3,135.63,1.2162375e-11,4.118444399951168e-11,112.2,71.46,3.86666666666891e-06,6.6972631225977165e-06
contig_142,30,Opisthokonta,33154,0.7666666666666667,Bradysia,184.84,123.74,2.8521759000003347e-05,0.00011847433804640805,190.88,159.9,2.3379075e-11,4.674728396483765e-11
contig_758,1,Endopterygota,33392,1.0,Endopterygota,434.0,,2.41e-129,,,,,
contig_754,12,Endopterygota,33392,0.5,Endopterygota,189.47,141.89,1.7599999999999998e-13,2.9426586618226725e-13,154.93,105.49,2.0633333333333333e-11,3.573798166283784e-11
contig_752,14,Endopterygota,33392,0.7142857142857143,Bradysia,109.47,33.87,3.0853411075146e-14,9.391117610468869e-14,127.95,80.68,2.93e-12,4.1436457377531685e-12
contig_325,178,cellular organisms,131567,0.6460674157303371,Bradysia,239.47,247.52,1.006914111789636e-06,8.016584645414852e-06,168.29,159.82,6.6114302173431125e-06,3.062668812381784e-05
contig_765,2,Sciaroidea,41830,0.5,Sciaroidea,52.4,,8.44e-07,,,,,
contig_768,1,Bradysia,35571,1.0,Bradysia,202.0,,1.32e-48,,,,,
contig_751,21,Neoptera,33340,0.6666666666666666,Bradysia,196.99,137.37,6.766428577167571e-14,2.3880299444619877e-13,147.02,71.67,0.0001351666668295,0.0003310893634864212
contig_762,6,Neoptera,33340,0.8333333333333334,Bradysia,150.48,90.13,8.400000070284001e-16,1.8782970971708284e-15,251.0,,7.08e-75,
contig_763,4,Endopterygota,33392,0.75,Cucujiformia,117.27,58.44,1.6966666666666666e-08,2.9387128701751952e-08,300.0,,5.76e-99,
contig_766,7,Nematocera,7148,0.42857142857142855,Nematocera,168.0,91.24,1.2701956666666667e-25,2.199535092890389e-25,155.3,153.73,7.25e-05,0.0001025304832720494
contig_767,5,Neoptera,33340,0.8,Bradysia,241.25,176.38,8.875000000000178e-23,1.7749999999999882e-22,259.0,,3.95e-79,
contig_735,31,Endopterygota,33392,0.6774193548387096,Bradysia,134.31,99.52,2.5281424046751224e-07,1.1314644864008425e-06,124.25,90.98,0.00011267055625360823,0.00031853322191248136
contig_268,272,cellular organisms,131567,0.7242647058823529,Bradysia,255.49,240.99,7.093919116435126e-06,5.5257991513356536e-05,163.33,165.21,6.47852269346041e-06,3.681737039288414e-05
contig_733,41,Eukaryota,2759,0.5609756097560976,Bradysia,292.96,169.07,1.5691353043478258e-10,6.326200321374439e-10,143.45,94.86,7.65870010637355e-09,2.100502208515138e-08
contig_1429,35,Bilateria,33213,0.7428571428571429,Bradysia,283.33,240.74,1.685803849875021e-05,8.589646452988413e-05,76.9,27.48,3.834285714449221e-06,8.127508550388145e-06
contig_921,2,Endopterygota,33392,1.0,Endopterygota,194.85,155.78,3.34e-17,4.723473298326137e-17,,,,
contig_125,83,Opisthokonta,33154,0.7710843373493976,Bradysia,289.06,361.72,1.067786812519098e-05,8.448664030680506e-05,98.1,45.79,1.711606376189291e-07,5.667583053233273e-07
contig_771,6,Bradysia,35571,0.8333333333333334,Bradysia,209.32,122.27,7.660000006500001e-11,1.712828070401478e-10,,,,
contig_945,1,Bradysia,35571,1.0,Bradysia,84.0,,7.69e-12,,,,,
contig_769,15,Neoptera,33340,0.6666666666666666,Bradysia,209.06,114.74,5.730000000000176e-17,1.8119850992764751e-16,163.85,102.89,1.215000000000295e-11,2.4299999999998032e-11
contig_944,3,Endopterygota,33392,0.3333333333333333,Diabrotica,115.0,,9.75e-27,,242.0,12.73,1.59005e-70,2.2343867178713715e-70
contig_946,10,Neoptera,33340,0.6,Bradysia,208.78,138.83,9.835e-16,2.213837731180856e-15,188.33,135.3,2.3433333333699998e-23,4.058772392371315e-23
contig_949,11,Endopterygota,33392,0.7272727272727273,Bradysia,256.36,124.26,6.537500000004424e-09,1.849084232802643e-08,155.15,100.2,3.32e-17,4.6951890270786763e-17
contig_947,11,Hexapoda,6960,0.6363636363636364,Endopterygota,109.36,58.36,1.648662114422714e-11,3.040816583100665e-11,106.62,35.61,4.225000000000033e-10,8.449999999999977e-10
contig_948,13,Endopterygota,33392,0.6923076923076923,Bradysia,188.36,102.4,8.785576888888888e-17,2.595782071120777e-16,133.33,10.41,4.833413e-28,8.37150990989493e-28
contig_748,57,cellular organisms,131567,0.7192982456140351,Bradysia,188.06,167.66,8.176148432459914e-07,4.324980199586775e-06,155.38,135.32,6.660000229758035e-06,1.66794749764035e-05
contig_953,1,Endopterygota,33392,1.0,Endopterygota,90.5,,8e-18,,,,,
contig_933,26,Endopterygota,33392,0.6538461538461539,Bradysia,284.03,218.12,1.41316117647064e-10,4.0698510208143214e-10,212.32,156.8,1.755000000003325e-10,3.509999999997783e-10
contig_941,31,Ecdysozoa,1206794,0.7419354838709677,Bradysia,269.71,215.51,8.697423082619333e-07,4.170249762854581e-06,86.52,48.41,1.5764274e-06,3.457125514116287e-06
contig_934,27,Endopterygota,33392,0.7037037037037037,Bradysia,286.69,253.24,5.737370373694736e-11,2.0256632854323332e-10,123.3,94.89,0.00014966666842666668,0.00025923026934193726
contig_140,97,Eukaryota,2759,0.711340206185567,Bradysia,227.49,201.06,2.5434766041076686e-07,1.7312651205371262e-06,187.23,135.56,3.280012830439696e-06,1.5018353111803455e-05
contig_950,12,Endopterygota,33392,0.8333333333333334,Bradysia,175.05,108.93,5.230004446604977e-09,1.6538710600308717e-08,84.0,,2.84e-16,
contig_736,51,Eukaryota,2759,0.6862745098039216,Bradysia,203.82,146.65,3.705898575007803e-10,1.6189694518894282e-09,115.35,79.4,1.2409272901497353e-06,3.545233392968339e-06
contig_951,19,Endopterygota,33392,0.7894736842105263,Bradysia,174.53,182.91,5.270288651970139e-08,1.9874347229137678e-07,195.5,101.12,2.085e-28,2.9486352775479035e-28
contig_960,3,Sciaridae,7184,1.0,Bradysia,80.57,18.36,9.566675166666676e-07,1.6569945364531225e-06,,,,
contig_955,9,Endopterygota,33392,0.7777777777777778,Endopterygota,178.76,118.2,1.195917142857143e-11,3.163473231759223e-11,245.0,,1.52e-62,
contig_93,33,Ecdysozoa,1206794,0.6363636363636364,Bradysia,190.63,149.29,1.1810136098252439e-08,5.411789655510569e-08,149.94,118.67,1.625780077942233e-06,4.645037355123258e-06
contig_956,9,Endopterygota,33392,0.6666666666666666,Endopterygota,198.83,236.57,3.4833940148333327e-09,8.532359544194512e-09,187.7,124.88,1.605e-21,2.2698127676088175e-21
contig_961,3,Sciaridae,7184,0.6666666666666666,Bradysia,123.0,28.28,1.3200000000001945e-21,1.8667619023322105e-21,102.0,,3.45e-21,
contig_966,3,Sciaridae,7184,0.6666666666666666,Bradysia,280.5,92.63,3.24e-53,4.582051942088828e-53,710.0,,3.94e-253,
contig_958,21,Endopterygota,33392,0.7142857142857143,Bradysia,238.07,199.5,6.934433333366533e-08,2.6852380564095815e-07,131.6,106.63,3.54e-08,5.006316010800757e-08
contig_971,1,Endopterygota,33392,1.0,Endopterygota,55.8,,6.38e-06,,,,,
contig_969,6,Endopterygota,33392,0.8333333333333334,Endopterygota,114.8,78.14,4.2620294e-08,7.627247652156169e-08,92.0,,1.89e-14,
contig_972,1,Ditrysia,37567,0,Ditrysia,,,,,54.7,,2.61e-08,
contig_970,6,Pancrustacea,197562,0.6666666666666666,Bradysia,112.08,36.22,1.677500000000027e-16,2.1875461899885023e-16,78.75,26.94,2.625e-06,3.7123106012293742e-06
contig_974,1,Nematocera,7148,1.0,Nematocera,52.8,,3.18e-06,,,,,
contig_366,222,Eukaryota,2759,0.6801801801801802,Endopterygota,202.73,140.28,4.2942518831611044e-07,4.6271044351334215e-06,156.34,91.71,1.1512837579228287e-05,7.424085003611866e-05
contig_975,1,Endopterygota,33392,1.0,Endopterygota,82.8,,1.88e-14,,,,,
contig_772,46,Panarthropoda,88770,0.7391304347826086,Bradysia,309.03,347.63,1.9442186583555414e-08,1.133603864336026e-07,144.17,101.57,4.068014285752714e-11,1.0729431919152592e-10
contig_282,290,cellular organisms,131567,0.7034482758620689,Bradysia,208.86,179.35,5.968395800533782e-06,5.6302037054188653e-05,197.61,138.97,3.148245736969885e-05,0.00015949056835701044
contig_96,20,Endopterygota,33392,0.8,Bradysia,181.36,122.75,5.663770500000001e-06,2.2623014328600365e-05,147.67,47.18,7.07e-28,1.1297951141689363e-27
contig_968,8,Bilateria,33213,0.625,Bradysia,347.4,248.65,3.2000956e-28,7.155364088968276e-28,102.4,72.97,1.675e-05,2.3688077169749345e-05
contig_976,5,Opisthokonta,33154,0.8,Bradysia,145.22,93.61,1.4925e-06,2.985e-06,,,,
contig_980,2,Endopterygota,33392,1.0,Endopterygota,129.95,107.55,1.67e-06,2.3617366491630687e-06,,,,
contig_977,7,Bradysia,35571,0.8571428571428571,Bradysia,426.17,494.99,3.0666666666666667e-25,7.511768544535079e-25,,,,
