qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	taxid	taxname
None-gene-9382175-0	KAI6792427.1	47.0	115	46	4	4	118	47	146	6.05e-17	82.4	91943;LCA:91943	Hortaea werneckii;LCA:Hortaea werneckii
None-gene-9382175-0	KAI0540911.1	46.5	114	45	3	5	118	40	137	4.86e-17	82.4	323540	Xylaria digitata
None-gene-9382175-0	KAJ4418828.1	50.0	114	41	4	5	118	50	147	6.51e-17	82.4	2978357	Neurospora sp. IMI 360204
None-gene-9382175-0	OBT52745.1	47.5	118	46	4	1	118	47	148	6.35e-17	82.4	1622150	Pseudogymnoascus sp. 24MN13
None-gene-9382175-0	KLU84280.1	46.6	118	47	3	1	118	30	131	4.40e-17	82.4	644358	Magnaporthiopsis poae ATCC 64411
None-gene-9382175-0	KAG2348991.1	47.0	115	51	2	4	118	66	170	1.06e-16	82.4	48593	Suillus weaverae
None-gene-9382175-0	KAG2367299.1	47.0	115	51	2	4	118	68	172	1.10e-16	82.4	5383	Suillus spraguei
None-gene-9382175-0	KAI4197683.1	45.6	114	47	3	5	118	54	152	6.99e-17	82.4	1445009	Niorma chrysophthalma
None-gene-9382175-0	KAG1783251.1	47.0	115	51	2	4	118	66	170	1.06e-16	82.4	48579	Suillus placidus
None-gene-9382175-0	XP_041305659.1	47.0	115	51	2	4	118	68	172	1.10e-16	82.4	48563	Suillus bovinus
None-gene-9382175-0	XP_041232678.1	47.0	115	51	2	4	118	68	172	1.10e-16	82.4	5379;LCA:5379	Suillus;LCA:Suillus
None-gene-9382175-0	KAI6826406.1	47.0	115	46	4	4	118	47	146	6.05e-17	82.4	91943;LCA:91943	Hortaea werneckii;LCA:Hortaea werneckii
None-gene-9382175-0	KAI9780583.1	47.8	115	44	4	4	118	54	152	6.99e-17	82.4	460854	Candelina submexicana
None-gene-9382175-0	KAI7536034.1	47.0	115	46	4	4	118	39	138	4.98e-17	82.4	91943	Hortaea werneckii
None-gene-9382175-0	XP_007781843.1	47.0	115	45	4	4	118	59	157	1.11e-16	82.0	1168221	Coniosporium apollinis CBS 100218
None-gene-9382175-0	CAG8511720.1	47.8	115	44	5	5	118	47	146	8.55e-17	82.0	94023	Acaulospora morrowiae
None-gene-9382175-0	OLN81515.1	46.6	118	47	4	1	118	28	129	5.62e-17	82.0	708187	Colletotrichum chlorophyti
None-gene-9382175-0	KAF8450585.1	46.2	119	46	4	4	118	66	170	1.49e-16	82.0	1328754	Boletus edulis BED1
None-gene-9382175-0	KAI8954595.1	46.5	114	45	3	5	118	44	141	7.57e-17	82.0	114818	Xylaria longipes
None-gene-9382175-0	OQO04549.1	46.6	116	47	4	3	118	44	144	7.57e-17	82.0	470018;LCA:470018	Rachicladosporium;LCA:Rachicladosporium
None-gene-9382175-0	KIJ70046.1	45.8	118	46	4	5	118	1	104	2.94e-17	82.0	994086	Hydnomerulius pinastri MD-312
None-gene-9382175-0	KAI4258829.1	45.6	114	47	4	5	118	54	152	9.87e-17	82.0	442469	Teloschistes flavicans
None-gene-9382175-0	CAG7848425.1	48.2	114	50	3	5	118	42	146	7.57e-17	82.0	1109443	Serendipita indica DSM 11827
None-gene-9382175-0	KAH7349548.1	46.6	118	47	4	1	118	28	129	5.62e-17	82.0	40658	Plectosphaerella cucumerina
None-gene-9382175-0	KAG9006051.1	44.3	115	49	3	5	118	70	170	1.49e-16	82.0	2600232	Tulasnella sp. JGI-2019a
None-gene-9382175-0	KXX75208.1	49.1	114	42	4	5	118	51	148	9.41e-17	82.0	100816	Madurella mycetomatis
None-gene-9382175-0	PPQ68009.1	45.3	117	47	3	5	118	81	183	1.97e-16	82.0	231916	Gymnopilus dilepis
None-gene-9382175-0	XP_956658.1	50.0	114	41	4	5	118	49	146	8.97e-17	82.0	5141;LCA:5141	Neurospora crassa;LCA:Neurospora crassa
None-gene-9382175-0	KAG6378669.1	46.2	119	46	4	4	118	66	170	1.49e-16	82.0	495285	Boletus reticuloceps
None-gene-9382175-0	OQO19320.1	46.6	116	47	4	3	118	44	144	7.57e-17	82.0	1974281	Rachicladosporium sp. CCFEE 5018
None-gene-9382175-0	KAH6850216.1	49.1	114	42	4	5	118	76	173	1.66e-16	82.0	2821753	Chaetomium sp. MPI-CAGE-AT-0009
None-gene-9382175-0	KAI4126095.1	47.4	116	46	4	3	118	61	161	1.22e-16	82.0	1301586	Usnochroma carphineum
None-gene-9382175-0	XP_002171594.1	46.5	114	48	4	5	118	18	118	3.73e-17	82.0	402676	Schizosaccharomyces japonicus yFS275
None-gene-9382175-0	KAF2841474.1	46.6	118	47	4	1	118	56	157	1.11e-16	82.0	1346257	Patellaria atrata CBS 101060
None-gene-9382175-0	XP_009850927.1	50.0	114	41	4	5	118	49	146	8.97e-17	82.0	40127;LCA:40127	Neurospora tetrasperma;LCA:Neurospora tetrasperma
None-gene-9382175-0	KAF2773529.1	47.8	115	45	4	4	118	60	159	1.64e-16	81.6	161662	Teratosphaeria nubilosa
None-gene-9382175-0	SZF00416.1	48.2	114	43	5	5	118	24	121	6.49e-17	81.6	2867405	Blumeria hordei
None-gene-9382175-0	PVD22568.1	46.9	113	44	3	5	117	36	132	8.36e-17	81.6	400727	Pomacea canaliculata
None-gene-9382175-0	XP_007927275.1	46.5	114	46	4	5	118	1	99	3.64e-17	81.6	383855	Pseudocercospora fijiensis CIRAD86
None-gene-9382175-0	XP_007839393.1	47.4	114	44	4	5	118	33	130	8.15e-17	81.6	1229662	Pestalotiopsis fici W106-1
None-gene-9382175-0	KAI9813747.1	47.0	115	47	3	4	118	54	154	1.46e-16	81.6	1453791	Pycnora praestabilis
None-gene-9382175-0	KIM68793.1	46.2	119	46	4	4	118	3	107	4.51e-17	81.6	1036808	Scleroderma citrinum Foug A
None-gene-9382175-0	RYP79490.1	49.6	117	37	4	5	118	39	136	9.47e-17	81.6	2211644	Monosporascus sp. CRB-8-3
None-gene-9382175-0	XP_025113223.1	46.9	113	44	3	5	117	52	148	1.24e-16	81.6	400727	Pomacea canaliculata
None-gene-9382175-0	RGB43369.1	45.4	119	49	4	1	118	50	153	1.43e-16	81.6	1803374	Rhizophagus sp. MUCL 43196
None-gene-9382175-0	KAH6671636.1	46.6	118	47	4	1	118	6	107	4.51e-17	81.6	936078	Plectosphaerella plurivora
None-gene-9382175-0	KAI1431614.1	47.4	114	44	4	5	118	51	148	1.27e-16	81.6	2663373	Xylaria sp. CBS 124048
None-gene-9382175-0	XP_020049586.1	44.9	118	49	4	1	118	48	149	1.18e-16	81.6	1344418	Ascoidea rubescens DSM 1968
None-gene-9382175-0	XP_025177711.1	45.4	119	49	4	1	118	50	153	1.43e-16	81.6	588596;LCA:588596	Rhizophagus irregularis;LCA:Rhizophagus irregularis
None-gene-9382175-0	TDZ18339.1	45.8	118	48	4	1	118	27	128	7.75e-17	81.6	1213857	Colletotrichum orbiculare MAFF 240422
None-gene-9382175-0	EGT34536.1	45.6	114	43	2	5	118	38	132	1.02e-16	81.6	135651	Caenorhabditis brenneri
None-gene-9382175-0	KAI4109504.1	44.4	117	50	3	2	118	51	152	1.39e-16	81.6	2903223	Teloschistes peruensis
None-gene-9382175-0	XP_040719444.1	48.2	114	43	4	5	118	44	141	1.07e-16	81.6	1141098	Pseudomassariella vexata
None-gene-9382175-0	OWP05053.1	47.5	118	46	4	1	118	51	152	1.39e-16	81.6	503106	Marssonina coronariae
None-gene-9382175-0	KAG8218583.1	46.2	119	46	4	4	118	72	176	2.40e-16	81.6	1325616	Butyriboletus roseoflavus
None-gene-9382175-0	KAI9878746.1	49.1	116	42	5	4	118	63	162	1.76e-16	81.6	318763	Pleopsidium flavum
None-gene-9382175-0	KIN06184.1	45.8	118	48	4	1	118	17	118	6.01e-17	81.6	913774	Oidiodendron maius Zn
None-gene-9382175-0	OQR88364.1	46.5	114	42	3	5	118	37	131	7.75e-17	81.6	74557	Thraustotheca clavata
None-gene-9382175-0	KAI6716390.1	47.5	118	46	4	1	118	101	202	4.08e-16	81.6	946123	Diplocarpon mali
None-gene-9382175-0	NP_596473.1	44.7	114	50	3	5	118	18	118	5.27e-17	81.6	4896;LCA:4896	Schizosaccharomyces pombe;LCA:Schizosaccharomyces pombe
None-gene-9382175-0	PKK70842.1	45.4	119	49	4	1	118	50	153	1.43e-16	81.6	588596	Rhizophagus irregularis
None-gene-9382175-0	EPQ62299.1	48.2	114	43	5	5	118	24	121	6.49e-17	81.6	34373;LCA:34373	Blumeria graminis;LCA:Blumeria graminis
None-gene-9382175-0	RYP46004.1	49.6	117	37	4	5	118	39	136	9.47e-17	81.6	1081914	Monosporascus sp. mg162
None-gene-9382175-0	XP_018162396.1	46.6	118	47	4	1	118	26	127	1.07e-16	81.3	2707350;LCA:2707350	Colletotrichum destructivum species complex;LCA:Colletotrichum destructivum species complex
None-gene-9382175-0	XP_029743397.1	45.4	119	47	2	1	118	24	125	9.42e-17	81.3	1578925	Pyricularia pennisetigena
None-gene-9382175-0	XP_014169771.1	47.5	118	46	4	1	118	41	142	1.63e-16	81.3	655863	Grosmannia clavigera kw1407
None-gene-9382175-0	KAI0166394.1	47.4	114	44	4	5	118	39	136	1.34e-16	81.3	2663376	Xylariaceae sp. FL1272
None-gene-9382175-0	TKA62674.1	48.2	114	44	4	5	118	52	150	1.88e-16	81.3	329884	Friedmanniomyces simplex
None-gene-9382175-0	KIO17142.1	46.0	113	46	4	7	118	53	151	1.92e-16	81.3	1051891	Tulasnella calospora MUT 4182
None-gene-9382175-0	PQE11936.1	45.8	118	48	4	1	118	58	159	2.31e-16	81.3	2070413	Rutstroemia sp. NJR-2017a BVV2
None-gene-9382175-0	KAF4911629.1	44.9	118	50	3	1	118	27	129	1.12e-16	81.3	1131913	Colletotrichum viniferum
None-gene-9382175-0	KAF6794245.1	46.6	118	47	4	1	118	27	128	1.10e-16	81.3	2707337;LCA:2707337	Colletotrichum orchidearum species complex;LCA:Colletotrichum orchidearum species complex
None-gene-9382175-0	XP_031877791.1	44.9	118	50	3	1	118	27	129	1.12e-16	81.3	2707338;LCA:2707338	Colletotrichum gloeosporioides species complex;LCA:Colletotrichum gloeosporioides species complex
None-gene-9382175-0	KAF4810995.1	44.9	118	50	3	1	118	27	129	1.12e-16	81.3	912113	Colletotrichum tropicale
None-gene-9382175-0	CAG9462514.1	46.9	113	42	3	6	118	29	123	1.02e-16	81.3	765719	Pedinophyceae sp. YPF-701
None-gene-9382175-0	GKT53551.1	46.6	118	47	4	1	118	32	133	1.24e-16	81.3	708197	Colletotrichum tofieldiae
None-gene-9382175-0	XP_036584896.1	46.6	118	47	4	1	118	27	128	1.10e-16	81.3	5467	Colletotrichum truncatum
None-gene-9382175-0	PQE16552.1	45.8	118	48	4	1	118	59	160	2.37e-16	81.3	2684950;LCA:2684950	unclassified Rutstroemia;LCA:unclassified Rutstroemia
None-gene-9382175-0	KAF8865786.1	45.8	118	48	4	1	118	63	164	2.59e-16	81.3	886606	Acephala macrosclerotiorum
None-gene-9382175-0	GJC86863.1	46.6	118	47	4	1	118	26	127	1.07e-16	81.3	708192	Colletotrichum liriopes
None-gene-9382175-0	KAJ3219295.1	45.6	114	51	2	5	118	41	143	1.59e-16	81.3	1774096	Chytridiaceae sp. PML-2015
None-gene-9382175-0	KAI4236024.1	48.7	117	43	5	3	118	70	170	2.96e-16	81.3	2903221	Xanthomendoza cf. fulva
None-gene-9382175-0	XP_045256112.1	44.9	118	50	3	1	118	27	129	1.12e-16	81.3	474922	Colletotrichum gloeosporioides
None-gene-9382175-0	XP_022456793.1	45.2	115	45	4	5	118	44	141	1.41e-16	81.3	1382522	Kuraishia capsulata CBS 1993
None-gene-9382175-0	KAH6624922.1	49.1	114	42	4	5	118	49	146	1.79e-16	81.3	2823209	Chaetomium sp. MPI-SDFR-AT-0129
None-gene-9382175-0	KAI9802876.1	48.6	111	41	4	8	118	58	152	1.97e-16	81.3	2939412	Piccolia ochrophora
None-gene-9382175-0	CAG8526850.1	45.4	119	49	5	1	118	47	150	1.88e-16	81.3	1433469	Cetraspora pellucida
None-gene-9382175-0	KAF2430433.1	48.7	115	44	4	4	118	48	147	1.75e-16	81.3	1048955	Tothia fuscella
None-gene-9382175-0	KAH8653654.1	48.2	114	43	4	5	118	55	152	1.97e-16	81.3	1940296	Xylariales sp. PMI_506
None-gene-9382175-0	KAH7921818.1	47.5	120	43	5	4	118	73	177	3.45e-16	81.3	85980	Leucogyrophana mollusca
None-gene-9382175-0	EFX61808.1	47.0	117	43	3	2	118	30	127	9.18e-17	81.3	6669	Daphnia pulex
None-gene-9382175-0	OHW96363.1	46.6	118	47	4	1	118	26	127	1.07e-16	81.3	1573173	Colletotrichum incanum
None-gene-9382175-0	RYO87984.1	48.7	117	38	4	5	118	39	136	1.34e-16	81.3	155417	Monosporascus ibericus
None-gene-9382175-0	MCJ1304138.1	47.8	115	45	4	4	118	74	173	3.16e-16	81.3	318760	Hypocenomyce scalaris
None-gene-9382175-0	KAF6822301.1	46.6	118	47	4	1	118	27	128	1.10e-16	81.3	2175906	Colletotrichum plurivorum
None-gene-9382175-0	KAI6034343.1	45.4	119	47	4	4	118	69	173	4.46e-16	80.9	178872;LCA:178872	Pisolithus microcarpus;LCA:Pisolithus microcarpus
None-gene-9382175-0	XP_001598218.1	47.4	114	44	4	5	118	58	155	2.98e-16	80.9	665079	Sclerotinia sclerotiorum 1980 UF-70
None-gene-9382175-0	EKG16059.1	48.3	116	44	4	3	118	10	109	9.52e-17	80.9	1126212	Macrophomina phaseolina MS6
None-gene-9382175-0	PPQ77395.1	45.0	120	49	3	2	118	64	169	4.09e-16	80.9	93625	Psilocybe cyanescens
None-gene-9382175-0	KAG8963260.1	43.5	115	50	3	5	118	73	173	4.46e-16	80.9	2600227	Tulasnella sp. 419
None-gene-9382175-0	MCJ1311611.1	48.7	115	44	4	4	118	79	178	4.96e-16	80.9	443868	Agyrium rufum
None-gene-9382175-0	KIO12717.1	45.4	119	47	4	4	118	69	173	4.46e-16	80.9	870435	Pisolithus tinctorius Marx 270
None-gene-9382175-0	KKA29498.1	49.1	114	42	4	5	118	29	126	1.47e-16	80.9	72032	Thielaviopsis punctulata
None-gene-9382175-0	KAF4444920.1	46.6	118	47	3	1	118	25	126	1.47e-16	80.9	2364996	Fusarium austroafricanum
None-gene-9382175-0	KAI9808691.1	47.4	114	44	3	5	118	50	147	2.47e-16	80.9	286406	Sarcosagium campestre
None-gene-9382175-0	KAI0013942.1	48.2	114	43	4	5	118	38	135	1.85e-16	80.9	2614610	Xylariaceae sp. FL0662B
None-gene-9382175-0	XP_033591328.1	47.8	115	45	4	4	118	42	141	2.14e-16	80.9	245834	Neohortaea acidophila
None-gene-9382175-0	XP_013898030.1	46.8	111	47	3	8	118	41	139	1.89e-16	80.9	145388	Monoraphidium neglectum
None-gene-9382175-0	KAI6247583.1	48.2	114	43	5	5	118	27	124	1.40e-16	80.9	52586	Erysiphe necator
None-gene-9382175-0	GBB90120.1	47.0	115	45	5	5	118	50	149	2.41e-16	80.9	94130	Rhizophagus clarus
None-gene-9382175-0	KAI6152123.1	45.4	119	47	4	4	118	69	173	4.46e-16	80.9	37468	Pisolithus tinctorius
None-gene-9382175-0	XP_024721059.1	45.8	118	48	4	1	118	58	159	3.26e-16	80.9	857342	Amorphotheca resinae ATCC 22711
None-gene-9382175-0	MCJ1363268.1	49.1	116	42	5	4	118	66	165	3.74e-16	80.9	2871812	Acarospora aff. strigata
None-gene-9382175-0	XP_051605612.1	45.4	119	47	4	4	118	69	173	4.46e-16	80.9	936130	Pisolithus orientalis
None-gene-9382175-0	KAI6105786.1	45.4	119	47	4	4	118	69	173	4.46e-16	80.9	37467;LCA:37467	Pisolithus;LCA:Pisolithus
None-gene-9382175-0	KAH9822763.1	47.0	115	46	4	4	118	60	159	3.26e-16	80.9	418781	Teratosphaeria destructans
None-gene-9382175-0	KAI6003771.1	45.4	119	47	4	4	118	72	176	4.76e-16	80.9	178870	Pisolithus albus
None-gene-9382175-0	KAI0117608.1	47.4	114	44	4	5	118	43	140	2.09e-16	80.9	2614607	Hypoxylon sp. NC0597
None-gene-9382175-0	XP_037170753.1	49.2	118	43	5	2	118	56	157	3.12e-16	80.9	112416	Letharia columbiana
None-gene-9382175-0	XP_037152619.1	49.2	118	43	5	2	118	56	157	3.12e-16	80.9	560253	Letharia lupina
None-gene-9382175-0	XP_018690217.1	46.6	118	49	3	1	118	44	147	2.47e-16	80.9	1367422	Fonsecaea erecta
None-gene-9382175-0	KAI2471695.1	47.4	114	44	3	5	118	32	129	1.59e-16	80.9	326617	Annulohypoxylon bovei var. microspora
None-gene-9382175-0	KAI0911937.1	46.5	114	45	4	5	118	31	128	1.55e-16	80.9	110526	Ustulina deusta
None-gene-9382175-0	KAI6130442.1	45.4	119	47	4	4	118	69	173	4.46e-16	80.9	37467;LCA:37467	Pisolithus;LCA:Pisolithus
None-gene-9382175-0	KAI6047400.1	45.4	119	47	4	4	118	69	173	4.46e-16	80.9	178871	Pisolithus marmoratus
None-gene-9382175-0	OTA60243.1	47.4	114	44	4	5	118	1	98	7.12e-17	80.9	1001937	Hypoxylon sp. EC38
None-gene-9382175-0	KAF8845857.1	45.5	121	48	4	2	118	65	171	4.27e-16	80.9	1132860	Paxillus ammoniavirescens
None-gene-9382175-0	XP_003350566.1	49.1	114	42	4	5	118	49	146	2.53e-16	80.9	5146;LCA:5146	Sordaria;LCA:Sordaria
None-gene-9382175-0	KHJ33878.1	48.2	114	43	5	5	118	24	121	1.30e-16	80.9	52586	Erysiphe necator
None-gene-9382175-0	OTA97697.1	47.4	114	44	4	5	118	38	135	1.85e-16	80.9	1001938	Hypoxylon sp. CO27-5
None-gene-9382175-0	KAI1115039.1	47.4	114	44	4	5	118	47	144	2.30e-16	80.9	2614580	Nemania sp. NC0429
None-gene-9382175-0	KAH7051164.1	48.3	116	44	4	3	118	38	137	1.94e-16	80.9	35725	Macrophomina phaseolina
None-gene-9382175-0	XP_033598349.1	47.8	115	44	4	4	118	42	140	2.09e-16	80.9	470096	Pseudovirgaria hyperparasitica
None-gene-34968109-0	KAI5725788.1	49.6	113	57	0	1	113	42	154	1.35e-30	117	121845	Diaphorina citri
None-gene-34968109-0	KAI5756573.1	47.8	113	59	0	1	113	77	189	6.51e-28	111	121845	Diaphorina citri
None-gene-34968109-0	CAH1381340.1	43.4	113	57	2	2	111	71	179	6.16e-27	108	7067	Tenebrio molitor
None-gene-34968109-0	CAH1383298.1	42.5	113	58	2	2	111	63	171	7.06e-27	108	7067	Tenebrio molitor
None-gene-34968109-0	KAI5727502.1	49.1	106	54	0	8	113	5	110	2.37e-27	107	121845	Diaphorina citri
None-gene-30538230-0	XP_015377520.1	45.2	73	35	1	1	68	926	998	1.57e-14	77.8	143948	Diuraphis noxia
None-gene-30538230-0	KAF0758812.1	51.7	60	29	0	1	60	166	225	2.77e-14	75.1	307492	Aphis craccivora
None-gene-30538230-0	MBW0556314.1	43.8	73	36	1	1	68	324	396	1.64e-13	74.7	1389203	Austropuccinia psidii MF-1
None-gene-30538230-0	KAJ6633098.1	45.2	73	35	1	1	68	98	170	2.83e-14	73.9	35572	Pseudolycoriella hygida
None-gene-30538230-0	KAE9523030.1	43.8	73	36	1	1	68	718	790	3.54e-13	73.9	307491	Aphis glycines
None-gene-30538230-0	VVC45998.1	43.8	73	36	1	1	68	216	288	3.70e-13	73.2	506608	Cinara cedri
None-gene-30538230-0	XP_025415767.1	41.1	73	38	1	1	68	240	312	7.61e-13	72.4	143950	Sipha flava
None-gene-30538230-0	VVC45616.1	43.8	73	36	1	1	68	563	635	5.84e-12	70.5	506608	Cinara cedri
None-gene-30538230-0	VVC34182.1	43.8	73	36	1	1	68	779	851	5.88e-12	70.5	506608	Cinara cedri
None-gene-5880432-0	KAH0818145.1	56.8	183	72	1	2	177	418	600	7.77e-59	204	7067	Tenebrio molitor
None-gene-5880432-0	KAH0819279.1	56.3	183	73	1	2	177	160	342	1.79e-60	202	7067	Tenebrio molitor
None-gene-5880432-0	KAH0820665.1	55.7	183	74	1	2	177	286	468	3.57e-59	202	7067	Tenebrio molitor
None-gene-5880432-0	KAH0817065.1	56.3	183	73	1	2	177	565	747	6.00e-57	202	7067	Tenebrio molitor
None-gene-5880432-0	KAH0814123.1	56.3	183	73	1	2	177	126	308	2.33e-56	202	7067	Tenebrio molitor
None-gene-5880432-0	KAJ3628000.1	56.9	181	71	1	2	175	49	229	4.70e-62	202	7067	Tenebrio molitor
None-gene-5880432-0	KAH0818590.1	55.7	183	74	1	2	177	252	434	9.37e-59	201	7067	Tenebrio molitor
None-gene-5880432-0	KAH0809573.1	55.2	183	75	1	2	177	256	438	2.79e-56	200	7067	Tenebrio molitor
None-gene-5880432-0	XP_031348412.1	53.3	184	79	1	1	177	513	696	3.14e-55	196	7054	Photinus pyralis
None-gene-5880432-0	KAH0812143.1	54.6	183	76	1	2	177	94	276	7.57e-56	192	7067	Tenebrio molitor
None-gene-5880432-0	KAH0810802.1	54.1	185	76	2	2	177	330	514	7.04e-52	189	7067	Tenebrio molitor
None-gene-12014364-0	PZC75698.1	57.3	110	47	0	1	110	223	332	2.14e-36	140	29058	Helicoverpa armigera
None-gene-12014364-0	RVE40503.1	57.7	111	46	1	1	110	294	404	1.83e-35	139	168631	Chilo suppressalis
None-gene-12014364-0	XP_045460338.1	57.3	110	47	0	1	110	331	440	5.37e-35	138	115357	Harmonia axyridis
None-gene-12014364-0	CAH1224416.1	56.3	112	47	1	1	110	604	715	2.64e-34	136	107213	Diabrotica balteata
None-gene-12014364-0	XP_030755289.1	56.4	110	48	0	1	110	135	244	2.57e-35	135	7048	Sitophilus oryzae
None-gene-12014364-0	CAH2259071.1	55.0	111	49	1	1	110	264	374	2.37e-34	135	348720	Pararge aegeria aegeria
None-gene-12014364-0	CAH2267684.1	55.0	111	49	1	1	110	94	204	5.25e-35	135	348720	Pararge aegeria aegeria
None-gene-12014364-0	PIK34564.1	57.4	108	46	0	3	110	504	611	9.01e-34	134	307972	Apostichopus japonicus
None-gene-12014364-0	CAG9136621.1	53.2	111	51	1	1	110	1124	1234	9.50e-34	134	51655	Plutella xylostella
None-gene-12014364-0	ADI61819.1	55.9	111	48	1	1	110	633	743	9.19e-34	134	7091	Bombyx mori
None-gene-12014364-0	XP_026320778.1	55.9	111	48	1	1	110	1115	1225	1.28e-33	134	1477025	Hyposmocoma kahamanoa
None-gene-12014364-0	XP_050510267.1	57.3	110	47	0	1	110	622	731	1.25e-33	134	50390	Diabrotica virgifera virgifera
None-gene-12014364-0	PIK54411.1	55.5	110	49	0	1	110	349	458	8.41e-34	133	307972	Apostichopus japonicus
None-gene-12014364-0	XP_037294379.1	54.5	110	50	0	1	110	549	658	3.16e-33	133	7130	Manduca sexta
None-gene-12014364-0	ADI61812.1	55.0	111	49	1	1	110	637	747	3.18e-33	133	7091	Bombyx mori
None-gene-12014364-0	PIK58243.1	56.5	108	47	0	3	110	132	239	7.73e-35	132	307972	Apostichopus japonicus
None-gene-12014364-0	CAH2231535.1	53.2	111	51	1	1	110	414	524	5.53e-33	132	348720	Pararge aegeria aegeria
None-gene-12014364-0	CAH2210975.1	53.2	111	51	1	1	110	211	321	2.60e-33	132	348720	Pararge aegeria aegeria
None-gene-12014364-0	CAH2246934.1	53.2	111	51	1	1	110	336	446	4.81e-33	132	348720	Pararge aegeria aegeria
None-gene-12014364-0	CAG9104149.1	52.3	111	52	1	1	110	450	560	8.06e-33	132	51655	Plutella xylostella
None-gene-12014364-0	ADI61817.1	53.2	111	51	1	1	110	633	743	8.08e-33	132	7091	Bombyx mori
None-gene-12014364-0	CAG9840644.1	56.0	109	48	0	1	109	532	640	8.05e-33	132	107213	Diabrotica balteata
None-gene-12014364-0	KAI8437710.1	53.2	111	51	1	1	110	265	375	3.31e-33	132	7141	Choristoneura fumiferana
None-gene-12014364-0	KAI8440939.1	53.2	111	51	1	1	110	314	424	1.06e-32	131	7141	Choristoneura fumiferana
None-gene-12014364-0	CAG9126153.1	52.3	111	52	1	1	110	886	996	1.11e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAI8420615.1	53.2	111	51	1	1	110	593	703	1.10e-32	131	7141	Choristoneura fumiferana
None-gene-12014364-0	KAG7300404.1	52.3	111	52	1	1	110	635	745	1.09e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7301824.1	52.3	111	52	1	1	110	624	734	1.50e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7296473.1	52.3	111	52	1	1	110	635	745	1.50e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7304823.1	52.3	111	52	1	1	110	258	368	9.22e-33	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7305929.1	52.3	111	52	1	1	110	97	207	2.15e-33	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7295553.1	52.3	111	52	1	1	110	258	368	9.22e-33	131	51655	Plutella xylostella
None-gene-12014364-0	CAG9137498.1	52.3	111	52	1	1	110	701	811	1.51e-32	131	51655	Plutella xylostella
None-gene-12014364-0	XP_045460954.1	55.5	110	49	0	1	110	643	752	1.50e-32	131	115357	Harmonia axyridis
None-gene-12014364-0	KAG7311779.1	52.3	111	52	1	1	110	635	745	1.50e-32	131	51655	Plutella xylostella
None-gene-12014364-0	CAG9108432.1	52.3	111	52	1	1	110	73	183	1.53e-33	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7297229.1	52.3	111	52	1	1	110	389	499	1.37e-32	131	51655	Plutella xylostella
None-gene-12014364-0	CAG9117890.1	52.3	111	52	1	1	110	634	744	1.50e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7301266.1	52.3	111	52	1	1	110	487	597	1.47e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7299871.1	52.3	111	52	1	1	110	336	446	1.24e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7299652.1	52.3	111	52	1	1	110	634	744	1.50e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7297290.1	52.3	111	52	1	1	110	489	599	1.39e-32	131	51655	Plutella xylostella
None-gene-12014364-0	CAG9114637.1	52.3	111	52	1	1	110	634	744	1.52e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7295773.1	52.3	111	52	1	1	110	258	368	9.22e-33	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7305598.1	52.3	111	52	1	1	110	634	744	1.50e-32	131	51655	Plutella xylostella
None-gene-12014364-0	CAG9133107.1	52.3	111	52	1	1	110	635	745	1.56e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7301765.1	52.3	111	52	1	1	110	635	745	1.50e-32	131	51655	Plutella xylostella
None-gene-12014364-0	CAG9133144.1	52.3	111	52	1	1	110	1081	1191	1.54e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7305696.1	52.3	111	52	1	1	110	489	599	1.47e-32	131	51655	Plutella xylostella
None-gene-12014364-0	CAG9116832.1	52.3	111	52	1	1	110	1021	1131	1.56e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7305128.1	52.3	111	52	1	1	110	336	446	1.24e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7296890.1	52.3	111	52	1	1	110	634	744	1.50e-32	131	51655	Plutella xylostella
None-gene-12014364-0	CAG9132702.1	52.3	111	52	1	1	110	232	342	1.45e-32	131	51655	Plutella xylostella
None-gene-12014364-0	CAG9132399.1	52.3	111	52	1	1	110	2212	2322	1.56e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7298213.1	52.3	111	52	1	1	110	635	745	1.50e-32	131	51655	Plutella xylostella
None-gene-12014364-0	KAG7311746.1	52.3	111	52	1	1	110	489	599	1.47e-32	131	51655	Plutella xylostella
