g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o,PC_1,PC_2,PC_3,diamond_header,fasta_header,best_hit,best_hitID,bh_pident,bh_evalue,bh_bitscore,lca,lcaID,refined_lca,refined_lcaID,taxon_assignment,taxon_assignmentID,is_target,plot_label,plot_labelID,start,end,upstream_gene,downstream_gene,gene_biotype
GBPCPCFC_00140,gnl|Prokka|GBPCPCFC_4,8,6861,0.003,669.75,609.3763,0.3531,0.0,0.6636,2.6822,189,-0.7889,-0.9541,0.7577,0,0,-0.0198,0.7953,0.1902,0.0119,0.6825,0.7364,2.6606,4.102089572810908,-1.3610778077901604,0.18356095115274498,GBPCPCFC_00140-0,GBPCPCFC_00140-0,Rhizopus arrhizus,64495,63.0,6.76e-05,49.3,Rhizopus arrhizus,64495,,,Rhizopus arrhizus,64495,0,Rhizopus,4842,832,1020,GBPCPCFC_00139,GBPCPCFC_00141,mRNA
GBPCPCFC_00141,gnl|Prokka|GBPCPCFC_4,8,6861,0.003,669.75,609.3763,0.3531,0.0,0.6636,2.6822,795,0.2055,-0.127,0.6921,0,0,0.1838,0.0047,0.5492,0.0,0.6314,-1.751,2.2046,3.9928720355787295,1.6371955118418071,0.035177486002525314,GBPCPCFC_00141-0,GBPCPCFC_00141-0,Rhizopus arrhizus,64495,71.9,9.46e-106,323,Rhizopus arrhizus,64495,,,Rhizopus arrhizus,64495,0,Rhizopus,4842,1057,1851,GBPCPCFC_00140,GBPCPCFC_00142,mRNA
GBPCPCFC_00142,gnl|Prokka|GBPCPCFC_4,8,6861,0.003,669.75,609.3763,0.3531,0.0,0.6636,2.6822,2178,2.4751,1.7607,0.4627,0,0,0.2176,0.0005,0.7388,0.0,0.6699,0.1201,2.5477,3.7269244641176944,4.537172147881359,-0.6359807617085458,GBPCPCFC_00142-0,GBPCPCFC_00142-0,,,,,,,,,,,,0,Unassigned,,1844,4021,GBPCPCFC_00141,GBPCPCFC_00143,mRNA
GBPCPCFC_00143,gnl|Prokka|GBPCPCFC_4,8,6861,0.003,669.75,609.3763,0.3531,0.0,0.6636,2.6822,501,-0.2769,-0.5283,0.3723,0,0,0.0628,0.3626,0.3877,0.0,0.7066,1.9072,2.8753,3.995479762393725,0.1544095245081688,-0.6958906191749319,GBPCPCFC_00143-0,GBPCPCFC_00143-0,,,,,,,,,,,,0,Unassigned,,4208,4708,GBPCPCFC_00142,GBPCPCFC_00144,mRNA
GBPCPCFC_00144,gnl|Prokka|GBPCPCFC_4,8,6861,0.003,669.75,609.3763,0.3531,0.0,0.6636,2.6822,777,0.176,-0.1515,0.6268,0,0,0.2209,0.0007,0.4577,0.0,0.6808,0.6529,2.6453,3.908302621642949,1.4529754571496027,-0.15200477290302858,GBPCPCFC_00144-0,GBPCPCFC_00144-0,,,,,,,,,,,,0,Unassigned,,4805,5581,GBPCPCFC_00143,GBPCPCFC_00145,mRNA
GBPCPCFC_00145,gnl|Prokka|GBPCPCFC_4,8,6861,0.003,669.75,609.3763,0.3531,0.0,0.6636,2.6822,348,-0.528,-0.7371,0.8875,0,0,0.1765,0.0078,0.3709,0.0,0.6466,-1.0156,2.3394,4.041476390507416,0.3060279475715677,0.4895787898864756,GBPCPCFC_00145-0,GBPCPCFC_00145-0,,,,,,,,,,,,0,Unassigned,,6128,6475,GBPCPCFC_00144,GBPCPCFC_00146,mRNA
GBPCPCFC_00146,gnl|Prokka|GBPCPCFC_4,8,6861,0.003,669.75,609.3763,0.3531,0.0,0.6636,2.6822,216,-0.7446,-0.9173,0.9528,1,0,0.1387,0.0737,0.32,0.0,0.6806,0.6398,2.6429,5.082351082000613,0.06966844721444047,5.092311800436972,GBPCPCFC_00146-0,GBPCPCFC_00146-0,,,,,,,,,,,,0,Unassigned,,6484,6699,GBPCPCFC_00145,,mRNA
GBPCPCFC_00776,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,633,-0.6526,-0.3481,0.9622,1,0,0.1607,0.0139,0.3914,0.0,0.6651,0.2726,2.5049,3.6885641738044104,0.8125736472736944,5.800042081904948,GBPCPCFC_00776-0,GBPCPCFC_00776-0,,,,,,,,,,,,0,Unassigned,,255,887,,GBPCPCFC_00777,mRNA
GBPCPCFC_00777,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,747,-0.4645,-0.1925,0.8686,0,0,0.0891,0.1618,0.2804,0.0,0.7015,1.4787,2.8296,2.6444378984755468,0.015018234926038907,1.0960667788506597,GBPCPCFC_00777-0,GBPCPCFC_00777-0,Rhizopus arrhizus,64495,80.7,2.27e-95,291,Rhizopus arrhizus,64495,,,Rhizopus arrhizus,64495,0,Rhizopus,4842,884,1630,GBPCPCFC_00776,GBPCPCFC_00778,mRNA
GBPCPCFC_00778,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,819,-0.3457,-0.0942,0.7605,0,0,0.2699,0.0,0.4562,0.0,0.6703,0.4464,2.5517,2.5614285732323516,1.4828827178294677,0.8668573958215458,GBPCPCFC_00778-0,GBPCPCFC_00778-0,Stenotrophomonas maltophilia,40324,100,9.40e-175,534,cellular organisms,131567,Opisthokonta,33154,Opisthokonta,33154,1,Opisthokonta,33154,1611,2429,GBPCPCFC_00777,GBPCPCFC_00779,mRNA
GBPCPCFC_00779,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,1497,0.7731,0.8312,0.6184,0,0,0.1432,0.0241,0.659,0.0,0.678,0.7014,2.6203,2.58825114353966,2.693290822093929,0.5333600236025654,GBPCPCFC_00779-0,GBPCPCFC_00779-0,Achromobacter aegrifaciens,1287736,34.2,1.07e-26,127,Bacteria,2,,,Bacteria,2,0,Bacteria,2,2566,4062,GBPCPCFC_00778,GBPCPCFC_00780,mRNA
GBPCPCFC_00780,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,2505,2.4363,2.207,0.4005,0,0,0.3198,0.0,0.7656,0.0,0.6623,0.1794,2.4798,2.253398234265776,5.335623706357437,-0.11153363718539543,GBPCPCFC_00780-0,GBPCPCFC_00780-0,Rhizopus arrhizus,64495,85.6,8.51e-93,300,Rhizopus,4842,,,Rhizopus,4842,0,Rhizopus,4842,4031,6535,GBPCPCFC_00779,GBPCPCFC_00781,mRNA
GBPCPCFC_00781,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,1137,0.179,0.3398,0.1868,0,0,0.171,0.007,0.1996,0.0016,0.5919,-2.1531,1.8517,2.3172048791611197,0.7091938666221711,-0.5782678814144961,GBPCPCFC_00781-0,GBPCPCFC_00781-0,Stenotrophomonas maltophilia,40324,98.4,8.10e-281,770,Stenotrophomonas,40323,,,Stenotrophomonas,40323,0,Gammaproteobacteria,1236,6843,7979,GBPCPCFC_00780,GBPCPCFC_00782,mRNA
GBPCPCFC_00782,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,1425,0.6542,0.7329,0.4018,0,0,0.2396,0.0001,0.56,0.0,0.6786,0.7204,2.6255,2.435094088440785,2.655870627146526,-0.008167215424693123,GBPCPCFC_00782-0,GBPCPCFC_00782-0,Paraburkholderia solisilvae,624376,46.7,1.53e-94,301,Paraburkholderia,1822464,,,Paraburkholderia,1822464,0,Betaproteobacteria,28216,8000,9424,GBPCPCFC_00781,GBPCPCFC_00783,mRNA
GBPCPCFC_00783,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,1332,0.5008,0.606,0.6239,0,0,0.2615,0.0,0.4481,0.0,0.6449,-0.3967,2.3247,2.427284097954579,2.208116278518773,0.47438165969040635,GBPCPCFC_00783-0,GBPCPCFC_00783-0,Tanacetum cinerariifolium,118510,48.4,1.66e-90,312,cellular organisms,131567,Eukaryota,2759,Eukaryota,2759,1,Eukaryota,2759,9586,10917,GBPCPCFC_00782,GBPCPCFC_00784,mRNA
GBPCPCFC_00784,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,363,-1.0981,-0.7166,0.661,0,0,-0.0103,0.8774,0.206,0.0018,0.573,-2.7798,1.683,2.7180069036764407,-1.2242012096764372,0.6647286642023298,GBPCPCFC_00784-0,GBPCPCFC_00784-0,Stenotrophomonas,40323,97.5,3.13e-82,246,Gammaproteobacteria,1236,,,Gammaproteobacteria,1236,0,Gammaproteobacteria,1236,10804,11166,GBPCPCFC_00783,GBPCPCFC_00785,mRNA
GBPCPCFC_00785,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,243,-1.2961,-0.8804,0.6965,0,0,0.0825,0.2615,0.0989,0.1782,0.6091,-1.5848,2.0048,2.6261589524434488,-1.3915815215419738,0.7097911585917955,GBPCPCFC_00785-0,GBPCPCFC_00785-0,Stenotrophomonas maltophilia,40324,100,1.22e-47,156,cellular organisms,131567,Opisthokonta,33154,Opisthokonta,33154,1,Opisthokonta,33154,11163,11405,GBPCPCFC_00784,GBPCPCFC_00786,mRNA
GBPCPCFC_00786,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,1221,0.3176,0.4545,0.8832,0,0,0.1666,0.0086,0.5878,0.0,0.6626,0.1892,2.4824,2.647545540211142,2.1107306373926256,1.1557591167559456,GBPCPCFC_00786-0,GBPCPCFC_00786-0,Corchorus olitorius,93759,59.3,4.69e-120,369,cellular organisms,131567,Eukaryota,2759,Eukaryota,2759,1,Eukaryota,2759,11440,12660,GBPCPCFC_00785,GBPCPCFC_00787,mRNA
GBPCPCFC_00787,gnl|Prokka|GBPCPCFC_16,12,13445,0.0059,1028.5,606.0406,0.4432,0.0,0.6607,2.6548,420,-1.0041,-0.6388,0.9988,1,0,0.2304,0.0005,0.4062,0.0,0.6548,-0.0696,2.4127,3.6963388615497297,0.8258398149546464,5.909036395135713,GBPCPCFC_00787-0,GBPCPCFC_00787-0,Pseudomonas aeruginosa,287,54.1,6.15e-32,130,cellular organisms,131567,Eukaryota,2759,Eukaryota,2759,1,Eukaryota,2759,13018,13437,GBPCPCFC_00786,,mRNA
GBPCPCFC_00559,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,699,0.217,-0.258,0.9872,1,0,0.2382,0.0004,0.5864,0.0,0.628,-1.4204,2.1742,5.67490306626044,2.2150755780245253,4.81293372356224,GBPCPCFC_00559-0,GBPCPCFC_00559-0,Stenotrophomonas maltophilia,40324,100,1.11e-153,451,cellular organisms,131567,Eukaryota,2759,Eukaryota,2759,1,Eukaryota,2759,61,759,,GBPCPCFC_00560,mRNA
GBPCPCFC_00560,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,468,-0.3745,-0.5733,0.8355,0,0,-0.0213,0.7606,0.1092,0.1172,0.6816,0.5093,2.6525,4.652359568721637,-1.2449784260017849,-0.056441418220452774,GBPCPCFC_00560-0,GBPCPCFC_00560-0,Stenotrophomonas maltophilia,40324,100,4.60e-111,322,Bacteria,2,,,Bacteria,2,0,Bacteria,2,771,1238,GBPCPCFC_00559,GBPCPCFC_00561,mRNA
GBPCPCFC_00561,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,429,-0.4744,-0.6265,0.7441,0,0,0.0237,0.7445,0.1096,0.1302,0.7226,1.9854,3.0183,4.609342901079744,-1.1292609351274874,-0.2667975580154282,GBPCPCFC_00561-0,GBPCPCFC_00561-0,Rhizopus arrhizus,64495,73.9,2.98e-54,177,Rhizopus arrhizus,64495,,,Rhizopus arrhizus,64495,0,Rhizopus,4842,1199,1627,GBPCPCFC_00560,GBPCPCFC_00562,mRNA
GBPCPCFC_00562,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,1152,1.377,0.3603,0.6202,0,0,0.1406,0.0312,0.3393,0.0,0.7075,1.4399,2.8831,4.435844461414197,1.581830681798755,-0.6459723340048176,GBPCPCFC_00562-0,GBPCPCFC_00562-0,Rhizopus arrhizus,64495,74.6,1.81e-16,86.3,Rhizopus arrhizus,64495,,,Rhizopus arrhizus,64495,0,Rhizopus,4842,1779,2930,GBPCPCFC_00561,GBPCPCFC_00563,mRNA
GBPCPCFC_00563,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,1080,1.1926,0.262,0.3387,0,0,0.1171,0.0697,0.3256,0.0,0.6667,-0.0293,2.519,4.405286526568378,1.311044787115298,-1.2809467417197378,GBPCPCFC_00563-0,GBPCPCFC_00563-0,Stenotrophomonas maltophilia,40324,78.7,1.10e-175,502,Stenotrophomonas maltophilia,40324,,,Stenotrophomonas maltophilia,40324,0,Gammaproteobacteria,1236,3097,4176,GBPCPCFC_00562,GBPCPCFC_00564,mRNA
GBPCPCFC_00564,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,1398,2.0069,0.6961,0.2484,0,0,0.1794,0.0046,0.4787,0.0,0.6466,-0.7506,2.3402,4.340051427270523,2.729172073014844,-1.5136640712217606,GBPCPCFC_00564-0,GBPCPCFC_00564-0,Rhizopus arrhizus,64495,80.7,6.65e-145,431,Rhizopus arrhizus,64495,,,Rhizopus arrhizus,64495,0,Rhizopus,4842,4449,5846,GBPCPCFC_00563,GBPCPCFC_00565,mRNA
GBPCPCFC_00565,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,534,-0.2055,-0.4832,0.4212,0,0,0.2327,0.0004,0.32,0.0,0.6816,0.5102,2.6527,4.467312919943204,0.6852753599596915,-0.9961953040009298,GBPCPCFC_00565-0,GBPCPCFC_00565-0,Stenotrophomonas maltophilia,40324,71.2,1.52e-66,215,Stenotrophomonas maltophilia,40324,,,Stenotrophomonas maltophilia,40324,0,Gammaproteobacteria,1236,6122,6655,GBPCPCFC_00564,GBPCPCFC_00566,mRNA
GBPCPCFC_00566,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,720,0.2708,-0.2293,0.6448,0,0,0.0643,0.3483,0.5009,0.0,0.6597,-0.2794,2.457,4.687263938588065,0.9637242104376712,-0.42571822989542124,GBPCPCFC_00566-0,GBPCPCFC_00566-0,Rhizopus arrhizus,64495,75.7,9.48e-100,303,Rhizopus arrhizus,64495,,,Rhizopus arrhizus,64495,0,Rhizopus,4842,6983,7702,GBPCPCFC_00565,GBPCPCFC_00567,mRNA
GBPCPCFC_00567,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,162,-1.158,-0.991,0.6813,0,0,0.1524,0.0653,0.2727,0.0008,0.642,-0.9185,2.2986,4.649061027716962,-0.5608809152254906,-0.31916549076870915,GBPCPCFC_00567-0,GBPCPCFC_00567-0,Rhizopus arrhizus,64495,84.3,1.82e-16,80.1,Rhizopus arrhizus,64495,,,Rhizopus arrhizus,64495,0,Rhizopus,4842,7712,7873,GBPCPCFC_00566,GBPCPCFC_00568,mRNA
GBPCPCFC_00568,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,237,-0.966,-0.8886,0.7396,0,0,0.2015,0.0077,0.4337,0.0,0.6414,-0.941,2.293,4.688574240578371,0.34031106030589137,-0.15187860960209737,GBPCPCFC_00568-0,GBPCPCFC_00568-0,Rhizopus arrhizus,64495,81.8,6.61e-30,115,Rhizopus arrhizus,64495,,,Rhizopus arrhizus,64495,0,Rhizopus,4842,7910,8146,GBPCPCFC_00567,GBPCPCFC_00569,mRNA
GBPCPCFC_00569,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,171,-1.135,-0.9787,0.78,0,0,0.0523,0.4738,0.0658,0.3669,0.6257,-1.5035,2.1536,4.6363921869209,-1.673721318027686,-0.1494757424552986,GBPCPCFC_00569-0,GBPCPCFC_00569-0,Rhizopus microsporus,58291,75.0,9.03e-20,85.9,Rhizopus,4842,,,Rhizopus,4842,0,Rhizopus,4842,8165,8335,GBPCPCFC_00568,GBPCPCFC_00570,mRNA
GBPCPCFC_00570,gnl|Prokka|GBPCPCFC_8,12,9365,0.0041,614.25,390.5326,0.4202,0.0,0.6687,2.7297,321,-0.7509,-0.7739,0.9378,1,0,-0.0236,0.7353,0.3413,0.0,0.6573,-0.3659,2.4356,5.827972514727269,-0.4559629776866102,4.7384016848927955,GBPCPCFC_00570-0,GBPCPCFC_00570-0,Rhizopus microsporus,58291,84.9,4.50e-45,152,Rhizopus,4842,,,Rhizopus,4842,0,Rhizopus,4842,8754,9074,GBPCPCFC_00569,,mRNA
GBPCPCFC_00129,gnl|Prokka|GBPCPCFC_3,10,12551,0.0055,1089.0,1057.6742,0.4835,0.0,0.6622,2.6688,1659,0.5389,1.0523,0.9794,1,0,0.3754,0.0,0.5017,0.0,0.6715,0.1632,2.562,1.63127068056931,3.231329996236145,6.237198773272149,GBPCPCFC_00129-0,GBPCPCFC_00129-0,Rhizopus arrhizus,64495,77.8,4.63e-86,280,Rhizopus arrhizus,64495,,,Rhizopus arrhizus,64495,0,Rhizopus,4842,130,1788,,GBPCPCFC_00130,mRNA
GBPCPCFC_00130,gnl|Prokka|GBPCPCFC_3,10,12551,0.0055,1089.0,1057.6742,0.4835,0.0,0.6622,2.6688,339,-0.7091,-0.7494,0.7162,0,0,0.0808,0.2273,0.2697,0.0,0.6667,-0.0251,2.519,0.9211364466660458,-0.6067398787896409,1.282455723280688,GBPCPCFC_00130-0,GBPCPCFC_00130-0,Stenotrophomonas maltophilia,40324,99.1,5.53e-52,169,Gammaproteobacteria,1236,,,Gammaproteobacteria,1236,0,Gammaproteobacteria,1236,1782,2120,GBPCPCFC_00129,GBPCPCFC_00131,mRNA
GBPCPCFC_00131,gnl|Prokka|GBPCPCFC_3,10,12551,0.0055,1089.0,1057.6742,0.4835,0.0,0.6622,2.6688,501,-0.5559,-0.5283,0.6375,0,0,-0.0262,0.6938,0.265,0.0001,0.6647,-0.1031,2.5012,0.9529446900291265,-0.8731338978417506,1.102379008566464,GBPCPCFC_00131-0,GBPCPCFC_00131-0,Stenotrophomonas indicatrix,2045451,42.6,1.18e-15,82.4,Stenotrophomonas indicatrix,2045451,,,Stenotrophomonas indicatrix,2045451,0,Gammaproteobacteria,1236,2276,2776,GBPCPCFC_00130,GBPCPCFC_00132,mRNA
GBPCPCFC_00132,gnl|Prokka|GBPCPCFC_3,10,12551,0.0055,1089.0,1057.6742,0.4835,0.0,0.6622,2.6688,180,-0.8594,-0.9664,0.5342,0,0,0.0194,0.7895,0.1364,0.0592,0.6611,-0.2421,2.4694,0.8896998601896778,-1.4933907694176443,0.8410793919775447,GBPCPCFC_00132-0,GBPCPCFC_00132-0,,,,,,,,,,,,0,Unassigned,,2924,3103,GBPCPCFC_00131,GBPCPCFC_00133,mRNA
GBPCPCFC_00133,gnl|Prokka|GBPCPCFC_3,10,12551,0.0055,1089.0,1057.6742,0.4835,0.0,0.6622,2.6688,417,-0.6354,-0.6429,0.4775,0,0,0.0463,0.486,0.3498,0.0,0.6451,-0.8681,2.3263,0.9239552227959462,-0.37025206451685744,0.7587251198356131,GBPCPCFC_00133-0,GBPCPCFC_00133-0,,,,,,,,,,,,0,Unassigned,,3280,3696,GBPCPCFC_00132,GBPCPCFC_00134,mRNA
GBPCPCFC_00134,gnl|Prokka|GBPCPCFC_3,10,12551,0.0055,1089.0,1057.6742,0.4835,0.0,0.6622,2.6688,957,-0.1248,0.0941,0.4351,0,0,0.1542,0.0135,0.4287,0.0,0.6082,-2.3107,1.9967,0.7763007518890472,0.9794837708563678,0.6177368987809433,GBPCPCFC_00134-0,GBPCPCFC_00134-0,Stenotrophomonas maltophilia,40324,91.5,6.69e-211,588,Stenotrophomonas maltophilia,40324,,,Stenotrophomonas maltophilia,40324,0,Gammaproteobacteria,1236,3546,4502,GBPCPCFC_00133,GBPCPCFC_00135,mRNA
GBPCPCFC_00135,gnl|Prokka|GBPCPCFC_3,10,12551,0.0055,1089.0,1057.6742,0.4835,0.0,0.6622,2.6688,1068,-0.0199,0.2456,0.2512,0,0,0.2427,0.0001,0.5245,0.0,0.6592,-0.3177,2.4521,0.7004553688049412,1.8147854910867784,0.2011991350422517,GBPCPCFC_00135-0,GBPCPCFC_00135-0,,,,,,,,,,,,0,Unassigned,,4700,5767,GBPCPCFC_00134,GBPCPCFC_00136,mRNA
GBPCPCFC_00136,gnl|Prokka|GBPCPCFC_3,10,12551,0.0055,1089.0,1057.6742,0.4835,0.0,0.6622,2.6688,1464,0.3546,0.7861,0.2465,0,0,0.259,0.0,0.5262,0.0,0.6516,-0.6121,2.3849,0.6159932021282951,2.349683528400723,0.149800722885864,GBPCPCFC_00136-0,GBPCPCFC_00136-0,,,,,,,,,,,,0,Unassigned,,6360,7823,GBPCPCFC_00135,GBPCPCFC_00137,mRNA
GBPCPCFC_00137,gnl|Prokka|GBPCPCFC_3,10,12551,0.0055,1089.0,1057.6742,0.4835,0.0,0.6622,2.6688,384,-0.6666,-0.6879,0.3646,0,0,0.169,0.0098,0.2562,0.0001,0.638,-1.144,2.2633,0.7664349570064769,-0.21512047715231922,0.4463534797944838,GBPCPCFC_00137-0,GBPCPCFC_00137-0,,,,,,,,,,,,0,Unassigned,,8181,8564,GBPCPCFC_00136,GBPCPCFC_00138,mRNA
GBPCPCFC_00138,gnl|Prokka|GBPCPCFC_3,10,12551,0.0055,1089.0,1057.6742,0.4835,0.0,0.6622,2.6688,3921,2.6776,4.1397,0.9909,1,0,0.3194,0.0,0.7063,0.0,0.694,1.0408,2.7625,1.368443134149684,6.336232327456273,6.127832551420019,GBPCPCFC_00138-0,GBPCPCFC_00138-0,Betaproteobacteria bacterium ADurb.Bin341,1852821,43.7,1.16e-09,70.5,Betaproteobacteria bacterium ADurb.Bin341,1852821,,,Betaproteobacteria bacterium ADurb.Bin341,1852821,0,Betaproteobacteria,28216,8574,12494,GBPCPCFC_00137,,mRNA
GBPCPCFC_00147,gnl|Prokka|GBPCPCFC_5,11,13208,0.0058,1051.6364,753.1205,0.5029,0.0,0.6379,2.4403,636,-0.5519,-0.344,0.9873,1,0,0.1999,0.0021,0.3175,0.0,0.6588,0.6844,2.4488,2.8806696234860363,0.6902861923441059,5.963125890427618,GBPCPCFC_00147-0,GBPCPCFC_00147-0,Stenotrophomonas maltophilia,40324,95.7,1.33e-98,302,cellular organisms,131567,Ecdysozoa,1206794,Ecdysozoa,1206794,1,Eumetazoa,6072,85,720,,GBPCPCFC_00148,mRNA
GBPCPCFC_00148,gnl|Prokka|GBPCPCFC_5,11,13208,0.0058,1051.6364,753.1205,0.5029,0.0,0.6379,2.4403,1023,-0.038,0.1842,0.8688,0,0,0.3259,0.0,0.4796,0.0,0.6637,0.8345,2.4928,1.770912274360511,2.002548275380151,1.2329668654312607,GBPCPCFC_00148-0,GBPCPCFC_00148-0,Ditylenchus destructor,166010,33.0,5.23e-15,87.8,Ditylenchus destructor,166010,,,Ditylenchus destructor,166010,0,Eumetazoa,6072,867,1889,GBPCPCFC_00147,GBPCPCFC_00149,mRNA
GBPCPCFC_00149,gnl|Prokka|GBPCPCFC_5,11,13208,0.0058,1051.6364,753.1205,0.5029,0.0,0.6379,2.4403,873,-0.2372,-0.0205,0.6812,0,0,0.1271,0.0488,0.4698,0.0,0.6472,0.3309,2.3452,1.9052124528298444,0.9523148099440876,0.850246686882245,GBPCPCFC_00149-0,GBPCPCFC_00149-0,Corchorus olitorius,93759,28.6,5.26e-08,65.9,rosids,71275,,,rosids,71275,0,Pentapetalae,1437201,2106,2978,GBPCPCFC_00148,GBPCPCFC_00150,mRNA
GBPCPCFC_00150,gnl|Prokka|GBPCPCFC_5,11,13208,0.0058,1051.6364,753.1205,0.5029,0.0,0.6379,2.4403,2127,1.4279,1.6911,0.5369,0,0,0.373,0.0,0.6458,0.0,0.654,0.5373,2.4057,1.5336846196222615,4.286146732920584,0.380663291453053,GBPCPCFC_00150-0,GBPCPCFC_00150-0,,,,,,,,,,,,0,Unassigned,,3059,5185,GBPCPCFC_00149,GBPCPCFC_00151,mRNA
GBPCPCFC_00151,gnl|Prokka|GBPCPCFC_5,11,13208,0.0058,1051.6364,753.1205,0.5029,0.0,0.6379,2.4403,333,-0.9542,-0.7576,0.1517,0,0,0.1549,0.0193,0.2819,0.0,0.6366,0.0095,2.251,1.7838227845926733,-0.2797704647279744,-0.37651626156221724,GBPCPCFC_00151-0,GBPCPCFC_00151-0,,,,,,,,,,,,0,Unassigned,,5602,5934,GBPCPCFC_00150,GBPCPCFC_00152,mRNA
GBPCPCFC_00152,gnl|Prokka|GBPCPCFC_5,11,13208,0.0058,1051.6364,753.1205,0.5029,0.0,0.6379,2.4403,2133,1.4358,1.6993,0.2461,0,0,0.0218,0.7279,0.4449,0.0,0.5696,-2.0308,1.6528,1.6317859255947593,2.166839778373913,-0.3010218027984248,GBPCPCFC_00152-0,GBPCPCFC_00152-0,Stenotrophomonas maltophilia,40324,74.9,0.0,966,Stenotrophomonas maltophilia,40324,,,Stenotrophomonas maltophilia,40324,0,Gammaproteobacteria,1236,6098,8230,GBPCPCFC_00151,GBPCPCFC_00153,mRNA
GBPCPCFC_00153,gnl|Prokka|GBPCPCFC_5,11,13208,0.0058,1051.6364,753.1205,0.5029,0.0,0.6379,2.4403,378,-0.8945,-0.6961,0.3147,0,0,0.1954,0.0036,0.2482,0.0002,0.672,1.0848,2.5662,1.7614140160344216,-0.17613565728521768,-0.025081922667847617,GBPCPCFC_00153-0,GBPCPCFC_00153-0,,,,,,,,,,,,0,Unassigned,,8306,8683,GBPCPCFC_00152,GBPCPCFC_00154,mRNA
GBPCPCFC_00154,gnl|Prokka|GBPCPCFC_5,11,13208,0.0058,1051.6364,753.1205,0.5029,0.0,0.6379,2.4403,813,-0.3169,-0.1024,0.4406,0,0,0.0998,0.1111,0.2735,0.0,0.6458,0.2872,2.3323,1.7865177365751,0.09810753242738338,0.23720015295730396,GBPCPCFC_00154-0,GBPCPCFC_00154-0,,,,,,,,,,,,0,Unassigned,,8702,9514,GBPCPCFC_00153,GBPCPCFC_00155,mRNA
GBPCPCFC_00155,gnl|Prokka|GBPCPCFC_5,11,13208,0.0058,1051.6364,753.1205,0.5029,0.0,0.6379,2.4403,2415,1.8103,2.0842,0.8081,0,0,0.3511,0.0,0.6994,0.0,0.6414,0.1548,2.2935,1.5774747436006458,4.754682420364804,0.9936948172662063,GBPCPCFC_00155-0,GBPCPCFC_00155-0,Tanacetum cinerariifolium,118510,26.6,7.36e-07,67.0,Tanacetum cinerariifolium,118510,,,Tanacetum cinerariifolium,118510,0,Pentapetalae,1437201,9527,11941,GBPCPCFC_00154,GBPCPCFC_00156,mRNA
