g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o
GBPCPCFC_00820,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,480,-0.6546,-0.5569,0.5879,0,0,0.2471,0.0001,0.4171,0.0,0.6625,-0.4808,2.4818
GBPCPCFC_00821,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,564,-0.4447,-0.4423,0.5703,0,0,0.1409,0.0311,0.3254,0.0,0.7092,1.2829,2.8988
GBPCPCFC_00822,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,582,-0.3997,-0.4177,0.5378,0,0,0.2808,0.0,0.4805,0.0,0.6856,0.39,2.6877
GBPCPCFC_00823,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,1209,1.1676,0.4381,0.5201,0,0,0.2084,0.0008,0.527,0.0,0.6824,0.2697,2.6592
GBPCPCFC_00824,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,384,-0.8946,-0.6879,0.4857,0,0,0.0511,0.451,0.311,0.0,0.7135,1.4461,2.9373
GBPCPCFC_00825,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,1356,1.535,0.6387,0.4712,0,0,0.208,0.001,0.5355,0.0,0.6608,-0.5463,2.4663
GBPCPCFC_00826,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,1227,1.2125,0.4627,0.4221,0,0,0.1672,0.0083,0.4108,0.0,0.6976,0.8456,2.7954
GBPCPCFC_00827,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,756,0.0353,-0.1802,0.367,0,0,0.0852,0.1876,0.2728,0.0,0.6892,0.5254,2.7197
GBPCPCFC_00828,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,723,-0.0472,-0.2252,0.3424,0,0,0.1577,0.021,0.2919,0.0,0.7165,1.5562,2.9634
GBPCPCFC_00829,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,600,-0.3547,-0.3931,0.3154,0,0,0.0702,0.3124,0.1399,0.0434,0.7017,0.9978,2.8314
GBPCPCFC_00830,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,567,-0.4372,-0.4382,0.2921,0,0,0.0797,0.2718,0.2219,0.002,0.7478,2.7393,3.2431
GBPCPCFC_00831,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,846,0.2602,-0.0574,0.2651,0,0,0.2814,0.0,0.5217,0.0,0.6891,0.5243,2.7194
GBPCPCFC_00832,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,936,0.4852,0.0655,0.2286,0,0,0.2537,0.0,0.3961,0.0,0.6432,-1.2109,2.3092
GBPCPCFC_00833,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,450,-0.7296,-0.5979,0.1907,0,0,0.0721,0.2775,0.0736,0.2676,0.6778,0.0959,2.6181
GBPCPCFC_00834,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,924,0.4552,0.0491,0.1704,0,0,0.2133,0.0007,0.4213,0.0,0.6883,0.4936,2.7122
GBPCPCFC_00835,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,558,-0.4597,-0.4505,0.1394,0,0,-0.0172,0.809,0.1266,0.074,0.6756,0.0147,2.599
GBPCPCFC_00836,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,300,-1.1045,-0.8026,0.1205,0,0,0.0509,0.4466,0.1759,0.008,0.6633,-0.4494,2.4892
GBPCPCFC_00837,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,819,0.1927,-0.0942,0.0978,0,0,0.2497,0.0001,0.4324,0.0,0.6764,0.0452,2.6062
GBPCPCFC_00838,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,1164,1.0551,0.3767,0.0672,0,0,0.2437,0.0001,0.3157,0.0,0.6692,-0.2262,2.542
GBPCPCFC_00839,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,447,-0.7371,-0.602,0.0171,0,0,0.2646,0.0002,0.4235,0.0,0.7047,1.1122,2.8584
GBPCPCFC_00840,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,429,-0.7821,-0.6265,0.0123,0,0,0.1507,0.0287,0.2546,0.0002,0.704,1.0845,2.8519
GBPCPCFC_00841,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,348,-0.9846,-0.7371,0.031,0,0,0.1883,0.0086,0.326,0.0,0.7126,1.4122,2.9293
GBPCPCFC_00842,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,438,-0.7596,-0.6142,0.044,0,0,-0.0025,0.971,0.4735,0.0,0.6963,0.797,2.7839
GBPCPCFC_00843,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,909,0.4177,0.0286,0.0762,0,0,0.1581,0.0113,0.4398,0.0,0.6612,-0.5312,2.4699
GBPCPCFC_00844,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,309,-1.082,-0.7903,0.0843,0,0,-0.081,0.2602,0.1525,0.0333,0.6699,-0.2014,2.5479
GBPCPCFC_00845,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,1113,0.9276,0.3071,0.1224,0,0,0.2492,0.0001,0.4564,0.0,0.7134,1.4403,2.936
GBPCPCFC_00846,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,642,-0.2497,-0.3358,0.148,0,0,0.3422,0.0,0.4229,0.0,0.7009,0.9701,2.8248
GBPCPCFC_00847,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,825,0.2077,-0.086,0.1758,0,0,0.428,0.0,0.5639,0.0,0.6945,0.7289,2.7678
GBPCPCFC_00848,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,450,-0.7296,-0.5979,0.2,0,0,0.1397,0.0441,0.4036,0.0,0.6933,0.6832,2.757
GBPCPCFC_00849,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,219,-1.307,-0.9132,0.2108,0,0,0.0054,0.9439,0.0688,0.3697,0.6758,0.0212,2.6005
GBPCPCFC_00850,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,324,-1.0446,-0.7698,0.2273,0,0,0.2795,0.0,0.4619,0.0,0.679,0.1425,2.6292
GBPCPCFC_00851,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,726,-0.0397,-0.2212,0.2517,0,0,0.2569,0.0,0.3151,0.0,0.6529,-0.8435,2.396
GBPCPCFC_00852,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,1023,0.7026,0.1842,0.2811,0,0,0.2412,0.0001,0.3071,0.0,0.6334,-1.5783,2.2223
GBPCPCFC_00853,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,927,0.4627,0.0532,0.3221,0,0,0.2824,0.0,0.3222,0.0,0.6742,-0.0385,2.5864
GBPCPCFC_00854,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,630,-0.2797,-0.3522,0.3443,0,0,0.2116,0.0011,0.3639,0.0,0.6603,-0.5632,2.4623
GBPCPCFC_00855,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,933,0.4777,0.0614,0.3757,0,0,0.1856,0.0051,0.459,0.0,0.7095,1.295,2.9016
GBPCPCFC_00856,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,507,-0.5871,-0.5201,0.3946,0,0,0.259,0.0,0.275,0.0,0.6647,-0.398,2.5014
GBPCPCFC_00857,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,555,-0.4672,-0.4546,0.4132,0,0,0.158,0.019,0.2479,0.0002,0.7045,1.1049,2.8567
GBPCPCFC_00858,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,495,-0.6171,-0.5364,0.4348,0,0,0.1187,0.0664,0.199,0.002,0.6,-2.8404,1.924
GBPCPCFC_00859,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,963,0.5527,0.1023,0.4673,0,0,0.134,0.0321,0.3697,0.0,0.5898,-3.2246,1.8331
GBPCPCFC_00860,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,501,-0.6021,-0.5283,0.4894,0,0,-0.0268,0.6788,0.2309,0.0003,0.6487,-1.0017,2.3586
GBPCPCFC_00861,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,2520,4.4445,2.2275,0.5856,0,0,0.2469,0.0001,0.6521,0.0,0.6647,-0.3985,2.5013
GBPCPCFC_00862,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,348,-0.9846,-0.7371,0.6106,0,0,0.043,0.5449,0.3864,0.0,0.6753,0.0019,2.5959
GBPCPCFC_00863,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,345,-0.9921,-0.7412,0.636,0,0,0.2416,0.0004,0.4153,0.0,0.6667,-0.3235,2.519
GBPCPCFC_00864,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,1107,0.9126,0.2989,0.681,0,0,0.2021,0.0016,0.5449,0.0,0.71,1.3134,2.906
GBPCPCFC_00865,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,921,0.4477,0.045,0.711,0,0,0.228,0.0003,0.4077,0.0,0.6634,-0.4465,2.4899
GBPCPCFC_00866,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,1425,1.7075,0.7329,0.76,0,0,0.3049,0.0,0.598,0.0,0.6554,-0.7474,2.4188
GBPCPCFC_00867,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,1029,0.7176,0.1924,0.7977,0,0,0.1942,0.0021,0.4661,0.0,0.654,-0.8005,2.4062
GBPCPCFC_00868,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,303,-1.097,-0.7985,0.836,0,0,0.0751,0.2903,0.275,0.0001,0.6964,0.7978,2.7841
GBPCPCFC_00869,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,573,-0.4222,-0.43,0.8583,0,0,0.1601,0.0175,0.4376,0.0,0.6841,0.3353,2.6747
GBPCPCFC_00870,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,321,-1.052,-0.7739,0.8679,0,0,0.1981,0.0026,0.4446,0.0,0.6916,0.6173,2.7414
GBPCPCFC_00871,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,576,-0.4147,-0.4259,0.8945,0,0,0.2441,0.0002,0.4305,0.0,0.6684,-0.258,2.5345
GBPCPCFC_00872,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,522,-0.5496,-0.4996,0.9121,0,0,0.2756,0.0,0.568,0.0,0.6648,-0.3959,2.5019
GBPCPCFC_00873,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,498,-0.6096,-0.5323,0.9402,0,0,0.1806,0.0049,0.3492,0.0,0.6526,-0.8542,2.3935
GBPCPCFC_00874,gnl|Prokka|GBPCPCFC_18,67,59216,0.026,741.8955,400.072,0.5118,0.0,0.6742,2.7821,1143,1.0026,0.348,0.9802,1,0,0.2845,0.0,0.5934,0.0,0.6903,0.5682,2.7298
GBPCPCFC_00617,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,243,-0.6393,-0.8804,0.9823,1,0,-0.0728,0.3471,-0.0038,0.961,0.3004,-1.163,-0.7499
GBPCPCFC_00618,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,174,-0.7206,-0.9746,0.9448,0,0,0.0609,0.4915,0.1604,0.0684,0.2989,-1.2088,-0.7639
GBPCPCFC_00619,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,144,-0.7559,-1.0155,0.9395,0,0,0.0999,0.1976,0.0823,0.2888,0.3194,-0.6039,-0.5801
GBPCPCFC_00620,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,633,-0.1799,-0.3481,0.9193,0,0,0.1456,0.0198,0.2312,0.0002,0.4787,4.0734,0.8411
GBPCPCFC_00621,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1293,0.5974,0.5527,0.9006,0,0,0.1647,0.0083,0.2327,0.0002,0.3534,0.3948,-0.2766
GBPCPCFC_00622,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,750,-0.0421,-0.1884,0.8639,0,0,0.0931,0.1376,0.3134,0.0,0.3627,0.6658,-0.1943
GBPCPCFC_00623,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,399,-0.4555,-0.6675,0.8405,0,0,0.0356,0.5761,0.1398,0.0274,0.3083,-0.9321,-0.6798
GBPCPCFC_00624,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,897,0.131,0.0122,0.8288,0,0,0.1229,0.0528,0.2325,0.0002,0.3333,-0.1959,-0.4561
GBPCPCFC_00625,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,279,-0.5969,-0.8313,0.8029,0,0,0.0116,0.8688,0.0128,0.8548,0.2975,-1.2488,-0.776
GBPCPCFC_00626,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,510,-0.3248,-0.516,0.7796,0,0,0.0954,0.1459,0.0631,0.3364,0.3333,-0.1959,-0.4561
GBPCPCFC_00627,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,2499,2.0179,2.1988,0.7599,0,0,0.2696,0.0,0.3472,0.0,0.3253,-0.431,-0.5275
GBPCPCFC_00628,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,465,-0.3778,-0.5774,0.6914,0,0,0.1197,0.0599,0.2089,0.0009,0.3161,-0.7013,-0.6096
GBPCPCFC_00629,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,4002,3.7882,4.2503,0.6687,0,0,0.3638,0.0,0.3851,0.0,0.3091,-0.9079,-0.6724
GBPCPCFC_00630,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,597,-0.2223,-0.3972,0.5458,0,0,0.1375,0.0304,0.2257,0.0003,0.3317,-0.2451,-0.471
GBPCPCFC_00631,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,237,-0.6464,-0.8886,0.5286,0,0,0.2516,0.0006,0.2656,0.0003,0.346,0.1759,-0.3431
GBPCPCFC_00632,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1077,0.343,0.2579,0.517,0,0,0.2341,0.0002,0.2104,0.0007,0.3556,0.4587,-0.2572
GBPCPCFC_00633,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,579,-0.2435,-0.4218,0.4688,0,0,0.1666,0.0105,0.1564,0.0164,0.3109,-0.8554,-0.6565
GBPCPCFC_00634,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,924,0.1628,0.0491,0.4475,0,0,0.2306,0.0002,0.2241,0.0003,0.3409,0.0266,-0.3885
GBPCPCFC_00635,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1731,1.1133,1.1506,0.4146,0,0,0.3031,0.0,0.3305,0.0,0.2946,-1.3329,-0.8016
GBPCPCFC_00636,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,126,-0.7771,-1.0401,0.3676,0,0,-0.0802,0.386,0.1062,0.2504,0.2778,-1.8278,-0.9519
GBPCPCFC_00637,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,183,-0.71,-0.9623,0.3638,0,0,0.2156,0.0037,0.2864,0.0001,0.3607,0.6067,-0.2122
GBPCPCFC_00638,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,948,0.1911,0.0819,0.3585,0,0,0.1273,0.0452,0.1596,0.0118,0.3281,-0.3508,-0.5032
GBPCPCFC_00639,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,243,-0.6393,-0.8804,0.3281,0,0,0.1244,0.0713,0.2023,0.0032,0.3539,0.4085,-0.2724
GBPCPCFC_00640,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,420,-0.4308,-0.6388,0.3216,0,0,0.1345,0.0339,0.1706,0.007,0.3,-1.1751,-0.7536
GBPCPCFC_00641,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,321,-0.5474,-0.7739,0.3021,0,0,-0.0375,0.5724,-0.0419,0.5281,0.3084,-0.928,-0.6785
GBPCPCFC_00642,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1095,0.3642,0.2825,0.2936,0,0,0.0889,0.1561,0.2237,0.0003,0.3699,0.8772,-0.1301
GBPCPCFC_00643,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,2367,1.8625,2.0187,0.2516,0,0,0.136,0.0296,0.2646,0.0,0.3342,-0.1711,-0.4486
GBPCPCFC_00644,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,186,-0.7064,-0.9582,0.1798,0,0,0.0791,0.2941,0.0067,0.9294,0.3333,-0.1959,-0.4561
GBPCPCFC_00645,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,465,-0.3778,-0.5774,0.1575,0,0,0.112,0.0784,0.1775,0.0051,0.3161,-0.7013,-0.6096
GBPCPCFC_00646,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,315,-0.5545,-0.7821,0.1443,0,0,0.2224,0.0012,0.2588,0.0002,0.3206,-0.5689,-0.5694
GBPCPCFC_00647,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,213,-0.6746,-0.9213,0.1237,0,0,0.0934,0.1908,0.1274,0.0736,0.2864,-1.575,-0.8751
GBPCPCFC_00648,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,243,-0.6393,-0.8804,0.1096,0,0,0.1128,0.1074,0.1159,0.0979,0.3621,0.6503,-0.199
GBPCPCFC_00649,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,117,-0.7877,-1.0524,0.0977,0,0,0.3178,0.0005,0.4125,0.0,0.2735,-1.9534,-0.9901
GBPCPCFC_00650,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,5052,5.025,5.6834,0.0831,0,0,0.4627,0.0,0.5409,0.0,0.3818,1.2287,-0.0233
GBPCPCFC_00651,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,342,-0.5227,-0.7453,0.065,0,0,0.0903,0.1851,0.1418,0.0369,0.3099,-0.883,-0.6649
GBPCPCFC_00652,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,351,-0.5121,-0.733,0.0744,0,0,0.0985,0.1463,0.1429,0.0346,0.3419,0.0552,-0.3798
GBPCPCFC_00653,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1533,0.8801,0.8803,0.1183,0,0,0.1498,0.0164,0.2435,0.0001,0.3744,1.0113,-0.0893
GBPCPCFC_00654,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,2547,2.0745,2.2643,0.1877,0,0,0.3445,0.0,0.4484,0.0,0.3659,0.7614,-0.1652
GBPCPCFC_00655,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1095,0.3642,0.2825,0.2206,0,0,0.0889,0.1561,0.2237,0.0003,0.3699,0.8772,-0.1301
GBPCPCFC_00656,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,246,-0.6358,-0.8763,0.2289,0,0,0.1109,0.1309,0.094,0.2009,0.3577,0.5206,-0.2384
GBPCPCFC_00657,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1014,0.2688,0.1719,0.2568,0,0,0.0387,0.5443,0.0689,0.2798,0.3067,-0.9781,-0.6937
GBPCPCFC_00658,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1071,0.336,0.2497,0.2865,0,0,0.2509,0.0,0.2818,0.0,0.3529,0.3801,-0.2811
GBPCPCFC_00659,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1011,0.2653,0.1678,0.3136,0,0,0.2648,0.0,0.2714,0.0,0.3739,0.9954,-0.0941
GBPCPCFC_00660,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,726,-0.0704,-0.2212,0.3329,0,0,0.3071,0.0,0.3415,0.0,0.3554,0.4515,-0.2594
GBPCPCFC_00661,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1083,0.3501,0.2661,0.3615,0,0,0.2109,0.0007,0.2616,0.0,0.3841,1.2959,-0.0028
GBPCPCFC_00662,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,717,-0.081,-0.2334,0.3821,0,0,0.4034,0.0,0.386,0.0,0.3264,-0.4007,-0.5183
GBPCPCFC_00663,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1095,0.3642,0.2825,0.4156,0,0,0.1185,0.0583,0.3104,0.0,0.3699,0.8772,-0.1301
GBPCPCFC_00664,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,2076,1.5197,1.6215,0.4774,0,0,0.1736,0.0053,0.2793,0.0,0.3126,-0.8043,-0.641
GBPCPCFC_00665,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,465,-0.3778,-0.5774,0.5001,0,0,0.1201,0.0632,0.1905,0.0031,0.314,-0.7644,-0.6288
GBPCPCFC_00666,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,426,-0.4237,-0.6306,0.5121,0,0,-0.1127,0.0808,-0.0245,0.7046,0.3005,-1.1613,-0.7494
GBPCPCFC_00667,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,975,0.2229,0.1187,0.5531,0,0,0.0453,0.4844,0.0779,0.2285,0.281,-1.7324,-0.923
GBPCPCFC_00668,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,819,0.0392,-0.0942,0.5753,0,0,0.2166,0.0005,0.1929,0.0019,0.2979,-1.236,-0.7721
GBPCPCFC_00669,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,1095,0.3642,0.2825,0.6111,0,0,0.1185,0.0583,0.3104,0.0,0.3699,0.8772,-0.1301
GBPCPCFC_00670,gnl|Prokka|GBPCPCFC_12,75,73539,0.0323,785.76,849.0091,0.778,0.0,0.3302,-0.4512,579,-0.2435,-0.4218,0.6271,0,0,0.1155,0.0695,0.1606,0.0113,0.3368,-0.0944,-0.4253
