locus_tag	ftype	length_bp	gene	EC_number	COG	product
LONINKCB_01419	CDS	231				hypothetical protein
LONINKCB_01420	CDS	198				hypothetical protein
LONINKCB_01421	CDS	330				hypothetical protein
LONINKCB_01422	CDS	276				hypothetical protein
LONINKCB_01423	CDS	645				hypothetical protein
LONINKCB_01424	CDS	711				hypothetical protein
LONINKCB_01425	CDS	681				hypothetical protein
LONINKCB_01426	CDS	243				hypothetical protein
LONINKCB_01427	CDS	165				hypothetical protein
LONINKCB_01428	CDS	216				hypothetical protein
LONINKCB_01429	CDS	195				hypothetical protein
LONINKCB_01430	CDS	267				hypothetical protein
LONINKCB_01431	CDS	141				hypothetical protein
LONINKCB_01432	CDS	279				hypothetical protein
LONINKCB_01433	CDS	261				hypothetical protein
LONINKCB_01434	CDS	219				hypothetical protein
LONINKCB_01435	CDS	282				hypothetical protein
LONINKCB_01436	CDS	213				hypothetical protein
LONINKCB_01437	CDS	237				hypothetical protein
LONINKCB_01438	CDS	195				hypothetical protein
LONINKCB_01439	CDS	192				hypothetical protein
LONINKCB_01440	CDS	186				hypothetical protein
LONINKCB_01441	CDS	210				hypothetical protein
LONINKCB_01442	CDS	171				hypothetical protein
LONINKCB_01443	CDS	303				hypothetical protein
LONINKCB_01444	CDS	258				hypothetical protein
LONINKCB_01445	CDS	333				hypothetical protein
LONINKCB_01446	CDS	210				hypothetical protein
LONINKCB_01447	CDS	237				hypothetical protein
LONINKCB_01448	CDS	195				hypothetical protein
LONINKCB_01449	CDS	333				hypothetical protein
LONINKCB_01450	CDS	231				hypothetical protein
LONINKCB_01451	CDS	375				hypothetical protein
LONINKCB_01452	CDS	186				hypothetical protein
LONINKCB_01453	CDS	156				hypothetical protein
LONINKCB_01454	CDS	288				hypothetical protein
LONINKCB_01455	CDS	240				hypothetical protein
LONINKCB_01456	CDS	219				hypothetical protein
LONINKCB_01457	CDS	339				hypothetical protein
LONINKCB_01458	CDS	261				hypothetical protein
LONINKCB_01459	CDS	288				hypothetical protein
LONINKCB_01460	CDS	204				hypothetical protein
LONINKCB_01461	CDS	231				hypothetical protein
LONINKCB_01462	CDS	165				hypothetical protein
LONINKCB_01463	CDS	318				hypothetical protein
LONINKCB_01464	CDS	450				hypothetical protein
LONINKCB_01465	CDS	198				hypothetical protein
LONINKCB_01466	CDS	246				hypothetical protein
LONINKCB_01467	CDS	174				hypothetical protein
LONINKCB_01468	CDS	279				hypothetical protein
LONINKCB_01469	CDS	201				hypothetical protein
LONINKCB_01470	CDS	171				hypothetical protein
LONINKCB_01471	CDS	282				hypothetical protein
LONINKCB_01472	CDS	183				hypothetical protein
LONINKCB_01473	CDS	216				hypothetical protein
LONINKCB_01474	CDS	216				hypothetical protein
LONINKCB_01475	tRNA	94				tRNA-Gly(tcc)
LONINKCB_01476	CDS	198				hypothetical protein
LONINKCB_01477	CDS	237				hypothetical protein
LONINKCB_01478	CDS	180				hypothetical protein
LONINKCB_01479	CDS	222				hypothetical protein
LONINKCB_01480	CDS	258				hypothetical protein
LONINKCB_01481	CDS	243				hypothetical protein
LONINKCB_01482	CDS	216				hypothetical protein
LONINKCB_01483	CDS	192				hypothetical protein
LONINKCB_01484	CDS	210				hypothetical protein
LONINKCB_01485	CDS	474				hypothetical protein
LONINKCB_01486	CDS	615				hypothetical protein
LONINKCB_01487	CDS	2091				hypothetical protein
LONINKCB_01488	CDS	297				hypothetical protein
LONINKCB_01489	CDS	189				hypothetical protein
LONINKCB_01490	CDS	159				hypothetical protein
LONINKCB_01491	CDS	234				hypothetical protein
LONINKCB_01492	CDS	315				hypothetical protein
LONINKCB_01493	CDS	198				hypothetical protein
LONINKCB_01494	CDS	237				hypothetical protein
LONINKCB_01495	CDS	414				hypothetical protein
LONINKCB_01496	CDS	243				hypothetical protein
LONINKCB_01497	CDS	282				hypothetical protein
LONINKCB_01498	CDS	444				hypothetical protein
LONINKCB_01499	CDS	189				hypothetical protein
LONINKCB_01500	CDS	306				hypothetical protein
LONINKCB_01501	CDS	657	rnhA	3.1.26.4		Ribonuclease H
LONINKCB_01502	CDS	402				hypothetical protein
LONINKCB_01503	CDS	387				hypothetical protein
LONINKCB_01504	CDS	225				hypothetical protein
LONINKCB_01505	CDS	165				hypothetical protein
LONINKCB_01506	CDS	309				hypothetical protein
LONINKCB_01507	CDS	537				hypothetical protein
LONINKCB_01508	CDS	177				hypothetical protein
LONINKCB_01509	CDS	285				hypothetical protein
LONINKCB_01510	CDS	231				hypothetical protein
LONINKCB_01511	CDS	138				hypothetical protein
LONINKCB_01512	CDS	330				hypothetical protein
LONINKCB_01513	CDS	315				hypothetical protein
LONINKCB_01514	CDS	300				hypothetical protein
LONINKCB_01515	CDS	306				hypothetical protein
LONINKCB_01516	CDS	171				hypothetical protein
LONINKCB_01517	CDS	237				hypothetical protein
LONINKCB_01518	CDS	147				hypothetical protein
LONINKCB_01519	CDS	276				hypothetical protein
LONINKCB_01520	CDS	207				hypothetical protein
LONINKCB_01521	CDS	144				hypothetical protein
LONINKCB_01522	CDS	219				hypothetical protein
LONINKCB_01523	CDS	201				hypothetical protein
LONINKCB_01524	CDS	264				hypothetical protein
LONINKCB_01525	CDS	192				hypothetical protein
LONINKCB_01526	CDS	357				hypothetical protein
LONINKCB_01527	CDS	219				hypothetical protein
LONINKCB_01528	CDS	282				hypothetical protein
LONINKCB_01529	CDS	201				hypothetical protein
LONINKCB_01530	CDS	192				hypothetical protein
LONINKCB_01531	CDS	312				hypothetical protein
LONINKCB_01532	CDS	531				hypothetical protein
LONINKCB_01533	CDS	261				hypothetical protein
LONINKCB_01534	CDS	195				hypothetical protein
LONINKCB_01535	CDS	960				hypothetical protein
LONINKCB_01536	CDS	207				hypothetical protein
LONINKCB_01537	CDS	747				hypothetical protein
LONINKCB_01538	CDS	405				hypothetical protein
LONINKCB_01539	CDS	204				hypothetical protein
LONINKCB_01540	CDS	240				hypothetical protein
LONINKCB_01541	CDS	309				hypothetical protein
LONINKCB_01542	CDS	231				hypothetical protein
LONINKCB_01543	CDS	285				hypothetical protein
LONINKCB_01544	CDS	255				hypothetical protein
LONINKCB_01545	CDS	201				hypothetical protein
LONINKCB_01546	CDS	207				hypothetical protein
LONINKCB_01547	CDS	258				hypothetical protein
LONINKCB_01548	CDS	213				hypothetical protein
LONINKCB_01549	CDS	135				hypothetical protein
LONINKCB_01550	CDS	210				hypothetical protein
LONINKCB_01551	CDS	360				hypothetical protein
LONINKCB_01552	CDS	240				hypothetical protein
LONINKCB_01553	CDS	249				hypothetical protein
LONINKCB_01554	CDS	138				hypothetical protein
LONINKCB_01555	CDS	315				hypothetical protein
LONINKCB_01556	CDS	639				hypothetical protein
LONINKCB_01557	CDS	225				hypothetical protein
LONINKCB_01558	CDS	312				hypothetical protein
LONINKCB_01559	CDS	327				hypothetical protein
LONINKCB_01560	CDS	192				hypothetical protein
LONINKCB_01561	CDS	198				hypothetical protein
LONINKCB_01562	CDS	315				hypothetical protein
LONINKCB_01563	CDS	165				hypothetical protein
LONINKCB_01564	CDS	222				hypothetical protein
LONINKCB_01565	CDS	261				hypothetical protein
LONINKCB_01566	CDS	180				hypothetical protein
LONINKCB_01567	CDS	234				hypothetical protein
LONINKCB_01568	CDS	246				hypothetical protein
LONINKCB_01569	CDS	174				hypothetical protein
LONINKCB_01570	CDS	210				hypothetical protein
LONINKCB_01571	CDS	267				hypothetical protein
LONINKCB_01572	CDS	354				hypothetical protein
LONINKCB_01573	CDS	273				hypothetical protein
LONINKCB_01574	CDS	288				hypothetical protein
LONINKCB_01575	CDS	213				hypothetical protein
LONINKCB_01576	CDS	198				hypothetical protein
LONINKCB_01577	CDS	204				hypothetical protein
LONINKCB_01578	CDS	150				hypothetical protein
LONINKCB_01579	CDS	225				hypothetical protein
LONINKCB_01580	CDS	186				hypothetical protein
LONINKCB_01581	CDS	213				hypothetical protein
LONINKCB_01582	CDS	360				hypothetical protein
LONINKCB_01583	CDS	288				hypothetical protein
LONINKCB_01584	CDS	174				hypothetical protein
LONINKCB_01585	CDS	384				hypothetical protein
LONINKCB_01586	CDS	489				hypothetical protein
LONINKCB_01587	CDS	240				hypothetical protein
LONINKCB_01588	CDS	189				hypothetical protein
LONINKCB_01589	CDS	372				hypothetical protein
LONINKCB_01590	CDS	207				hypothetical protein
LONINKCB_01591	CDS	291				hypothetical protein
LONINKCB_01592	CDS	186				hypothetical protein
LONINKCB_01593	CDS	231				hypothetical protein
LONINKCB_01594	CDS	240				hypothetical protein
LONINKCB_01595	CDS	264				hypothetical protein
LONINKCB_01596	CDS	198				hypothetical protein
LONINKCB_01597	CDS	279				hypothetical protein
LONINKCB_01598	CDS	186				hypothetical protein
LONINKCB_01599	CDS	213				hypothetical protein
LONINKCB_01600	CDS	282				hypothetical protein
LONINKCB_01601	CDS	312				hypothetical protein
LONINKCB_01602	CDS	282				hypothetical protein
LONINKCB_01603	CDS	276				hypothetical protein
LONINKCB_01604	CDS	279				hypothetical protein
LONINKCB_01605	CDS	324				hypothetical protein
LONINKCB_01606	CDS	228				hypothetical protein
LONINKCB_01607	CDS	237				hypothetical protein
LONINKCB_01608	CDS	297				hypothetical protein
LONINKCB_01609	CDS	192				hypothetical protein
LONINKCB_01610	CDS	381				hypothetical protein
LONINKCB_01611	CDS	222				hypothetical protein
LONINKCB_01612	CDS	237				hypothetical protein
LONINKCB_01613	CDS	276				hypothetical protein
LONINKCB_01614	CDS	384				hypothetical protein
LONINKCB_01615	CDS	198				hypothetical protein
LONINKCB_01616	CDS	243				hypothetical protein
LONINKCB_01617	CDS	195				hypothetical protein
LONINKCB_01618	CDS	222				hypothetical protein
LONINKCB_01619	CDS	441				hypothetical protein
LONINKCB_01620	CDS	156				hypothetical protein
LONINKCB_01621	CDS	186				hypothetical protein
LONINKCB_01622	CDS	237				hypothetical protein
LONINKCB_01623	CDS	183				hypothetical protein
LONINKCB_01624	CDS	159				hypothetical protein
LONINKCB_01625	CDS	183				hypothetical protein
LONINKCB_01626	CDS	333				hypothetical protein
LONINKCB_01627	CDS	186				hypothetical protein
LONINKCB_01628	CDS	300				hypothetical protein
LONINKCB_01629	CDS	222				hypothetical protein
LONINKCB_01630	CDS	252				hypothetical protein
LONINKCB_01631	CDS	252				hypothetical protein
LONINKCB_01632	CDS	195				hypothetical protein
LONINKCB_01633	CDS	240				hypothetical protein
LONINKCB_01634	CDS	207				hypothetical protein
LONINKCB_01635	CDS	213				hypothetical protein
LONINKCB_01636	CDS	240				hypothetical protein
LONINKCB_01637	CDS	171				hypothetical protein
LONINKCB_01638	CDS	222				hypothetical protein
LONINKCB_01639	CDS	270	ubiE_1	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
LONINKCB_01640	CDS	387	ubiE_2	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
LONINKCB_01641	CDS	369	ubiE_3	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
LONINKCB_01642	CDS	174				hypothetical protein
LONINKCB_01643	CDS	219				hypothetical protein
LONINKCB_01644	CDS	558				hypothetical protein
LONINKCB_01645	CDS	240				hypothetical protein
LONINKCB_01646	CDS	231				hypothetical protein
LONINKCB_01647	CDS	420				hypothetical protein
LONINKCB_01648	CDS	210				hypothetical protein
LONINKCB_01649	CDS	219				hypothetical protein
LONINKCB_01650	CDS	1512				hypothetical protein
LONINKCB_01651	CDS	282				hypothetical protein
LONINKCB_01652	CDS	216				hypothetical protein
LONINKCB_01653	CDS	327				hypothetical protein
LONINKCB_01654	CDS	318				hypothetical protein
LONINKCB_01655	CDS	486				hypothetical protein
LONINKCB_01656	CDS	231				hypothetical protein
LONINKCB_01657	CDS	207				hypothetical protein
LONINKCB_01658	CDS	255				hypothetical protein
LONINKCB_01659	CDS	225				hypothetical protein
LONINKCB_01660	CDS	291				hypothetical protein
LONINKCB_01661	CDS	231				hypothetical protein
LONINKCB_01662	CDS	213				hypothetical protein
LONINKCB_01663	CDS	366				hypothetical protein
LONINKCB_01664	CDS	414				hypothetical protein
LONINKCB_01665	CDS	354				hypothetical protein
LONINKCB_01666	CDS	168				hypothetical protein
LONINKCB_01667	CDS	252				hypothetical protein
LONINKCB_01668	CDS	294				hypothetical protein
LONINKCB_01669	CDS	162				hypothetical protein
LONINKCB_01670	CDS	183				hypothetical protein
LONINKCB_01671	CDS	216				hypothetical protein
LONINKCB_01672	CDS	174				hypothetical protein
LONINKCB_01673	CDS	195				hypothetical protein
LONINKCB_01674	CDS	162				hypothetical protein
LONINKCB_01675	CDS	288				hypothetical protein
LONINKCB_01676	CDS	339				hypothetical protein
LONINKCB_01677	CDS	141				hypothetical protein
LONINKCB_01678	CDS	207				hypothetical protein
LONINKCB_01679	CDS	222				hypothetical protein
LONINKCB_01680	CDS	174				hypothetical protein
LONINKCB_01681	CDS	276				hypothetical protein
LONINKCB_01682	CDS	327				hypothetical protein
LONINKCB_01683	CDS	171				hypothetical protein
LONINKCB_01684	CDS	273				hypothetical protein
LONINKCB_01685	CDS	276				hypothetical protein
LONINKCB_01686	CDS	318				hypothetical protein
LONINKCB_01687	CDS	207				hypothetical protein
LONINKCB_01688	CDS	306				hypothetical protein
LONINKCB_01689	CDS	186				hypothetical protein
LONINKCB_01690	CDS	261				hypothetical protein
LONINKCB_01691	CDS	294				hypothetical protein
LONINKCB_01692	CDS	159				hypothetical protein
LONINKCB_01693	CDS	609			COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase
LONINKCB_01694	CDS	183				hypothetical protein
LONINKCB_01695	CDS	201				hypothetical protein
LONINKCB_01696	CDS	189				hypothetical protein
LONINKCB_01697	CDS	318				hypothetical protein
LONINKCB_01698	CDS	252				hypothetical protein
LONINKCB_01699	CDS	261				hypothetical protein
LONINKCB_01700	CDS	264				hypothetical protein
LONINKCB_01701	CDS	477				hypothetical protein
LONINKCB_01702	CDS	159				hypothetical protein
LONINKCB_01703	CDS	270				hypothetical protein
LONINKCB_01704	CDS	207				hypothetical protein
LONINKCB_01705	CDS	180				hypothetical protein
LONINKCB_01706	CDS	180				hypothetical protein
LONINKCB_01707	CDS	369	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
LONINKCB_01708	CDS	288				hypothetical protein
LONINKCB_01709	CDS	192				hypothetical protein
LONINKCB_01710	CDS	186				hypothetical protein
LONINKCB_01711	CDS	219				hypothetical protein
LONINKCB_01712	CDS	228				hypothetical protein
LONINKCB_01713	CDS	273				hypothetical protein
LONINKCB_01714	CDS	198				hypothetical protein
LONINKCB_01715	CDS	219				hypothetical protein
LONINKCB_01716	CDS	180				hypothetical protein
LONINKCB_01717	CDS	318				hypothetical protein
LONINKCB_01718	CDS	210				hypothetical protein
LONINKCB_01719	CDS	333				hypothetical protein
LONINKCB_01720	CDS	354				hypothetical protein
LONINKCB_01721	CDS	198				hypothetical protein
LONINKCB_01722	CDS	333				hypothetical protein
LONINKCB_01723	CDS	570				hypothetical protein
LONINKCB_01724	CDS	369				hypothetical protein
LONINKCB_01725	CDS	237				hypothetical protein
LONINKCB_01726	CDS	207				hypothetical protein
LONINKCB_01727	CDS	168				hypothetical protein
LONINKCB_01728	CDS	507				hypothetical protein
LONINKCB_01729	CDS	237				hypothetical protein
LONINKCB_01730	CDS	669				hypothetical protein
LONINKCB_01731	CDS	234				hypothetical protein
LONINKCB_01732	CDS	846				hypothetical protein
LONINKCB_01733	CDS	261				hypothetical protein
LONINKCB_01734	CDS	201				hypothetical protein
LONINKCB_01735	CDS	216				hypothetical protein
LONINKCB_01736	CDS	720				hypothetical protein
LONINKCB_01737	CDS	228				hypothetical protein
LONINKCB_01738	CDS	561				hypothetical protein
LONINKCB_01739	CDS	234				hypothetical protein
LONINKCB_01740	CDS	960				hypothetical protein
LONINKCB_01741	CDS	321				hypothetical protein
LONINKCB_01742	CDS	291				hypothetical protein
LONINKCB_01743	CDS	243				hypothetical protein
LONINKCB_01744	CDS	294				hypothetical protein
LONINKCB_01745	CDS	258				hypothetical protein
LONINKCB_01746	CDS	174				hypothetical protein
LONINKCB_01747	CDS	291				hypothetical protein
LONINKCB_01748	CDS	144				hypothetical protein
LONINKCB_01749	CDS	204				hypothetical protein
LONINKCB_01750	CDS	231				hypothetical protein
LONINKCB_01751	CDS	219				hypothetical protein
LONINKCB_01752	CDS	198				hypothetical protein
LONINKCB_01753	CDS	171				hypothetical protein
LONINKCB_01754	CDS	309				hypothetical protein
LONINKCB_01755	CDS	285				hypothetical protein
LONINKCB_01756	CDS	153				hypothetical protein
LONINKCB_01757	CDS	180				hypothetical protein
LONINKCB_01758	CDS	174				hypothetical protein
LONINKCB_01759	CDS	252				hypothetical protein
LONINKCB_01760	CDS	411				hypothetical protein
LONINKCB_01761	CDS	324				hypothetical protein
LONINKCB_01762	CDS	177				hypothetical protein
LONINKCB_01763	CDS	207				hypothetical protein
LONINKCB_01764	CDS	333				hypothetical protein
LONINKCB_01765	CDS	183				hypothetical protein
LONINKCB_01766	CDS	201				hypothetical protein
LONINKCB_01767	CDS	294				hypothetical protein
LONINKCB_01768	CDS	204				hypothetical protein
LONINKCB_01769	CDS	180				hypothetical protein
LONINKCB_01770	CDS	156				hypothetical protein
LONINKCB_01771	CDS	426				hypothetical protein
LONINKCB_01772	CDS	198				hypothetical protein
LONINKCB_01773	CDS	225				hypothetical protein
LONINKCB_01774	CDS	192				hypothetical protein
LONINKCB_01775	CDS	183				hypothetical protein
LONINKCB_01776	CDS	255				hypothetical protein
LONINKCB_01777	CDS	198				hypothetical protein
LONINKCB_01778	CDS	240				hypothetical protein
LONINKCB_01779	CDS	222				hypothetical protein
LONINKCB_01780	CDS	276				hypothetical protein
LONINKCB_01781	CDS	159				hypothetical protein
LONINKCB_01782	CDS	207				hypothetical protein
LONINKCB_01783	CDS	189				hypothetical protein
LONINKCB_01784	CDS	297				hypothetical protein
LONINKCB_01785	CDS	228				hypothetical protein
LONINKCB_01786	CDS	294				hypothetical protein
LONINKCB_01787	CDS	345				hypothetical protein
LONINKCB_01788	CDS	450				hypothetical protein
LONINKCB_01789	CDS	255				hypothetical protein
LONINKCB_01790	CDS	222				hypothetical protein
LONINKCB_01791	CDS	201				hypothetical protein
LONINKCB_01792	CDS	306				hypothetical protein
LONINKCB_01793	CDS	285				hypothetical protein
LONINKCB_01794	CDS	186				hypothetical protein
LONINKCB_01795	CDS	252				hypothetical protein
LONINKCB_01796	CDS	297				hypothetical protein
LONINKCB_01797	CDS	279				hypothetical protein
LONINKCB_01798	CDS	231				hypothetical protein
LONINKCB_01799	CDS	213				hypothetical protein
LONINKCB_01800	CDS	186				hypothetical protein
LONINKCB_01801	CDS	255				hypothetical protein
LONINKCB_01802	CDS	288				hypothetical protein
LONINKCB_01803	CDS	357				hypothetical protein
LONINKCB_01804	CDS	195				hypothetical protein
LONINKCB_01805	CDS	546				hypothetical protein
LONINKCB_01806	CDS	285				hypothetical protein
LONINKCB_01807	CDS	432				hypothetical protein
LONINKCB_01808	CDS	192				hypothetical protein
LONINKCB_01809	CDS	240				hypothetical protein
LONINKCB_01810	CDS	375				hypothetical protein
LONINKCB_01811	CDS	465				hypothetical protein
LONINKCB_01812	CDS	297				hypothetical protein
LONINKCB_01813	CDS	264				hypothetical protein
LONINKCB_01814	CDS	201				hypothetical protein
LONINKCB_01815	CDS	249				hypothetical protein
LONINKCB_01816	CDS	162				hypothetical protein
LONINKCB_01817	CDS	147				hypothetical protein
LONINKCB_01818	CDS	390				hypothetical protein
LONINKCB_01819	CDS	228				hypothetical protein
LONINKCB_01820	CDS	246				hypothetical protein
LONINKCB_01821	CDS	207				hypothetical protein
LONINKCB_01822	CDS	219				hypothetical protein
LONINKCB_01823	CDS	261				hypothetical protein
LONINKCB_01824	CDS	363				hypothetical protein
LONINKCB_01825	CDS	249				hypothetical protein
LONINKCB_01826	CDS	159				hypothetical protein
LONINKCB_01827	CDS	387				hypothetical protein
LONINKCB_01828	CDS	198				hypothetical protein
LONINKCB_01829	CDS	183				hypothetical protein
LONINKCB_01830	CDS	126				hypothetical protein
LONINKCB_01831	CDS	174				hypothetical protein
LONINKCB_01832	CDS	156				hypothetical protein
LONINKCB_01833	CDS	363				hypothetical protein
LONINKCB_01834	CDS	231				hypothetical protein
LONINKCB_01835	CDS	291				hypothetical protein
LONINKCB_01836	CDS	159				hypothetical protein
LONINKCB_01837	CDS	270				hypothetical protein
LONINKCB_01838	CDS	222				hypothetical protein
LONINKCB_01839	CDS	303				hypothetical protein
LONINKCB_01840	CDS	288				hypothetical protein
LONINKCB_01841	CDS	654				hypothetical protein
LONINKCB_01842	CDS	285				hypothetical protein
LONINKCB_01843	CDS	192				hypothetical protein
LONINKCB_01844	CDS	189				hypothetical protein
LONINKCB_01845	CDS	432				hypothetical protein
LONINKCB_01846	CDS	270				hypothetical protein
LONINKCB_01847	CDS	531				hypothetical protein
LONINKCB_01848	CDS	333				hypothetical protein
LONINKCB_01849	CDS	204				hypothetical protein
LONINKCB_01850	CDS	156				hypothetical protein
LONINKCB_01851	CDS	288				hypothetical protein
LONINKCB_01852	CDS	207				hypothetical protein
LONINKCB_01853	CDS	333				hypothetical protein
LONINKCB_01854	CDS	171				hypothetical protein
LONINKCB_01855	CDS	216				hypothetical protein
LONINKCB_01856	CDS	237				hypothetical protein
LONINKCB_01857	CDS	228				hypothetical protein
LONINKCB_01858	CDS	651				hypothetical protein
LONINKCB_01859	CDS	435				hypothetical protein
LONINKCB_01860	CDS	210				hypothetical protein
LONINKCB_01861	CDS	273				hypothetical protein
LONINKCB_01862	CDS	255				hypothetical protein
LONINKCB_01863	CDS	333				hypothetical protein
LONINKCB_01864	CDS	204				hypothetical protein
LONINKCB_01865	CDS	156				hypothetical protein
LONINKCB_01866	CDS	288				hypothetical protein
LONINKCB_01867	CDS	1293				hypothetical protein
LONINKCB_01868	CDS	171				hypothetical protein
LONINKCB_01869	CDS	477				hypothetical protein
LONINKCB_01870	CDS	258				hypothetical protein
LONINKCB_01871	CDS	807				hypothetical protein
LONINKCB_01872	CDS	177				hypothetical protein
LONINKCB_01873	CDS	213				hypothetical protein
LONINKCB_01874	CDS	192				hypothetical protein
LONINKCB_01875	CDS	159				hypothetical protein
LONINKCB_01876	CDS	237				hypothetical protein
LONINKCB_01877	CDS	216	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
LONINKCB_01878	CDS	525		3.6.3.-		Putative multidrug export ATP-binding/permease protein
LONINKCB_01879	CDS	351				hypothetical protein
LONINKCB_01880	CDS	846				hypothetical protein
LONINKCB_01881	CDS	276			COG1132	putative ABC transporter ATP-binding protein
LONINKCB_01882	CDS	327		3.6.3.-		Putative multidrug export ATP-binding/permease protein
LONINKCB_01883	CDS	831				hypothetical protein
LONINKCB_01884	CDS	252				hypothetical protein
LONINKCB_01885	CDS	189				hypothetical protein
LONINKCB_01886	CDS	210				hypothetical protein
LONINKCB_01887	CDS	204				hypothetical protein
LONINKCB_01888	CDS	213				hypothetical protein
LONINKCB_01889	CDS	438				hypothetical protein
LONINKCB_01890	CDS	357				hypothetical protein
LONINKCB_01891	CDS	453				hypothetical protein
LONINKCB_01892	CDS	312				hypothetical protein
LONINKCB_01893	CDS	249				hypothetical protein
LONINKCB_01894	CDS	186				hypothetical protein
LONINKCB_01895	CDS	564				hypothetical protein
LONINKCB_01896	CDS	177				hypothetical protein
LONINKCB_01897	CDS	198				hypothetical protein
LONINKCB_01898	CDS	210				hypothetical protein
LONINKCB_01899	CDS	213				hypothetical protein
LONINKCB_01900	CDS	405				hypothetical protein
LONINKCB_01901	CDS	153				hypothetical protein
LONINKCB_01902	CDS	141				hypothetical protein
LONINKCB_01903	CDS	222				hypothetical protein
LONINKCB_01904	CDS	246				hypothetical protein
LONINKCB_01905	CDS	228				hypothetical protein
LONINKCB_01906	CDS	306				hypothetical protein
LONINKCB_01907	CDS	156				hypothetical protein
LONINKCB_01908	CDS	195				hypothetical protein
LONINKCB_01909	CDS	339				hypothetical protein
LONINKCB_01910	CDS	270				hypothetical protein
LONINKCB_01911	CDS	318				hypothetical protein
LONINKCB_01912	CDS	153				hypothetical protein
LONINKCB_01913	CDS	366				hypothetical protein
LONINKCB_01914	CDS	483				hypothetical protein
LONINKCB_01915	CDS	228				hypothetical protein
LONINKCB_01916	CDS	195				hypothetical protein
LONINKCB_01917	CDS	228				hypothetical protein
LONINKCB_01918	CDS	273				hypothetical protein
LONINKCB_01919	CDS	363				hypothetical protein
LONINKCB_01920	CDS	141				hypothetical protein
LONINKCB_01921	CDS	309				hypothetical protein
LONINKCB_01922	CDS	282				hypothetical protein
LONINKCB_01923	CDS	183				hypothetical protein
LONINKCB_01924	CDS	234				hypothetical protein
LONINKCB_01925	CDS	198				hypothetical protein
LONINKCB_01926	CDS	261				hypothetical protein
LONINKCB_01927	CDS	252				hypothetical protein
LONINKCB_01928	CDS	258				hypothetical protein
LONINKCB_01929	CDS	198				hypothetical protein
LONINKCB_01930	CDS	234				hypothetical protein
LONINKCB_01931	CDS	219				hypothetical protein
LONINKCB_01932	CDS	300				hypothetical protein
LONINKCB_01933	CDS	264				hypothetical protein
LONINKCB_01934	CDS	252				hypothetical protein
LONINKCB_01935	CDS	303				hypothetical protein
LONINKCB_01936	CDS	489				hypothetical protein
LONINKCB_01937	CDS	186				hypothetical protein
LONINKCB_01938	CDS	390				hypothetical protein
LONINKCB_01939	CDS	273				hypothetical protein
LONINKCB_01940	CDS	351				hypothetical protein
LONINKCB_01941	CDS	186				hypothetical protein
LONINKCB_01942	CDS	210				hypothetical protein
LONINKCB_01943	CDS	204				hypothetical protein
LONINKCB_01944	CDS	225				hypothetical protein
LONINKCB_01945	CDS	165				hypothetical protein
LONINKCB_01946	CDS	285				hypothetical protein
LONINKCB_01947	CDS	306				hypothetical protein
LONINKCB_01948	CDS	213				hypothetical protein
LONINKCB_01949	CDS	231				hypothetical protein
LONINKCB_01950	CDS	246				hypothetical protein
LONINKCB_01951	CDS	156				hypothetical protein
LONINKCB_01952	CDS	246				hypothetical protein
LONINKCB_01953	CDS	516				hypothetical protein
LONINKCB_01954	CDS	240				hypothetical protein
LONINKCB_01955	CDS	210				hypothetical protein
LONINKCB_01956	CDS	216				hypothetical protein
LONINKCB_01957	CDS	351				hypothetical protein
LONINKCB_01958	CDS	408				hypothetical protein
LONINKCB_01959	CDS	369				hypothetical protein
LONINKCB_01960	CDS	210				hypothetical protein
LONINKCB_01961	CDS	327				hypothetical protein
LONINKCB_01962	CDS	201				hypothetical protein
LONINKCB_01963	CDS	192				hypothetical protein
LONINKCB_01964	CDS	378				hypothetical protein
LONINKCB_01965	CDS	195				hypothetical protein
LONINKCB_01966	CDS	315				hypothetical protein
LONINKCB_01967	CDS	207				hypothetical protein
LONINKCB_01968	CDS	258				hypothetical protein
LONINKCB_01969	CDS	231				hypothetical protein
LONINKCB_01970	CDS	186				hypothetical protein
LONINKCB_01971	CDS	213				hypothetical protein
LONINKCB_01972	CDS	192				hypothetical protein
LONINKCB_01973	CDS	201				hypothetical protein
LONINKCB_01974	CDS	207				hypothetical protein
LONINKCB_01975	CDS	321				hypothetical protein
LONINKCB_01976	CDS	159				hypothetical protein
LONINKCB_01977	CDS	468				hypothetical protein
LONINKCB_01978	CDS	288				hypothetical protein
LONINKCB_01979	CDS	327				hypothetical protein
LONINKCB_01980	CDS	282				hypothetical protein
LONINKCB_01981	CDS	201				hypothetical protein
LONINKCB_01982	CDS	243				hypothetical protein
LONINKCB_01983	CDS	240				hypothetical protein
LONINKCB_01984	CDS	177				hypothetical protein
LONINKCB_01985	CDS	225				hypothetical protein
LONINKCB_01986	CDS	300				hypothetical protein
LONINKCB_01987	CDS	207				hypothetical protein
LONINKCB_01988	CDS	270				hypothetical protein
