g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o
LONINKCB_00480,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,399,0.3148,0.9059,0.0565,0,0,0.0292,0.657,0.0804,0.2203,0.3333,0.4064,-0.9032
LONINKCB_00481,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,204,0.1001,-0.4481,0.138,0,0,-0.0438,0.5578,-0.0217,0.7716,0.348,0.4388,-0.601
LONINKCB_00482,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,300,0.2058,0.2185,0.1441,0,0,0.0986,0.1155,0.0345,0.583,0.3867,0.5239,0.1928
LONINKCB_00483,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,237,0.1364,-0.2189,0.1789,0,0,0.062,0.3692,0.1051,0.1272,0.3713,0.49,-0.1228
LONINKCB_00484,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,270,0.1727,0.0102,0.1845,0,0,0.0842,0.2275,-0.0343,0.6239,0.3667,0.4798,-0.2182
LONINKCB_00485,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,273,0.1761,0.031,0.1922,0,0,0.0848,0.1832,0.0766,0.2296,0.3919,0.5355,0.3012
LONINKCB_00486,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,231,0.1298,-0.2606,0.2011,0,0,0.0633,0.3279,0.0606,0.349,0.4026,0.5589,0.5202
LONINKCB_00487,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,216,0.1133,-0.3647,0.2068,0,0,-0.0416,0.5637,-0.0099,0.8905,0.3426,0.4268,-0.7129
LONINKCB_00488,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,243,0.143,-0.1773,0.2446,0,0,0.0443,0.5285,0.1184,0.0909,0.3333,0.4064,-0.9032
LONINKCB_00489,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,390,0.3049,0.8434,0.2536,0,0,0.0446,0.4973,0.0315,0.632,0.3359,0.412,-0.8505
LONINKCB_00490,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,372,0.2851,0.7184,0.268,0,0,0.0555,0.3912,0.047,0.4672,0.3172,0.3709,-1.2347
LONINKCB_00491,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,201,0.0968,-0.4689,0.2713,0,0,-0.0027,0.9708,0.1116,0.1304,0.3582,0.4612,-0.392
LONINKCB_00492,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,315,0.2223,0.3226,0.3346,0,0,-0.085,0.1824,0.02,0.7536,0.4381,0.6371,1.2498
LONINKCB_00493,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,201,0.0968,-0.4689,0.3396,0,0,0.0292,0.6676,-0.042,0.536,0.393,0.5379,0.3237
LONINKCB_00494,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,315,0.2223,0.3226,0.345,0,0,0.0692,0.2779,0.0923,0.1474,0.4159,0.5882,0.7931
LONINKCB_00495,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,231,0.1298,-0.2606,0.3633,0,0,0.0086,0.9017,-0.0251,0.7187,0.355,0.4541,-0.4584
LONINKCB_00496,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,372,0.2851,0.7184,0.4244,0,0,0.1501,0.0219,0.1553,0.0177,0.3548,0.4537,-0.4613
LONINKCB_00497,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,237,0.1364,-0.2189,0.5062,0,0,0.0126,0.8637,0.0033,0.9638,0.3333,0.4064,-0.9032
LONINKCB_00498,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,213,0.11,-0.3856,0.5862,0,0,0.102,0.1396,0.1934,0.0048,0.4225,0.6029,0.93
LONINKCB_00499,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,222,0.1199,-0.3231,0.5918,0,0,-0.0362,0.594,-0.0844,0.2134,0.3694,0.4858,-0.1626
LONINKCB_00500,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,219,0.1166,-0.3439,0.6014,0,0,0.1621,0.0166,0.1438,0.0338,0.3881,0.5271,0.2229
LONINKCB_00501,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,195,0.0902,-0.5105,0.6229,0,0,0.1105,0.0962,0.2239,0.0007,0.3487,0.4403,-0.5871
LONINKCB_00502,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,162,0.0538,-0.7397,0.6279,0,0,-0.0465,0.5567,-0.1048,0.1844,0.3272,0.3928,-1.0301
LONINKCB_00503,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,219,0.1166,-0.3439,0.6345,0,0,0.1175,0.1161,0.089,0.2349,0.274,0.2756,-2.1232
LONINKCB_00504,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,186,0.0803,-0.573,0.6788,0,0,0.2524,0.0009,0.3829,0.0,0.3333,0.4064,-0.9032
LONINKCB_00505,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,171,0.0637,-0.6772,0.7607,0,0,-0.0075,0.9218,-0.0692,0.3627,0.3684,0.4837,-0.1821
LONINKCB_00506,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,186,0.0803,-0.573,0.7863,0,0,0.1035,0.1656,0.0182,0.8083,0.2742,0.2761,-2.1186
LONINKCB_00507,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,300,0.2058,0.2185,0.7968,0,0,0.1212,0.0866,0.1041,0.1415,0.32,0.377,-1.1772
LONINKCB_00508,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,291,0.1959,0.156,0.8073,0,0,0.0298,0.6746,0.1477,0.0364,0.3299,0.3988,-0.9739
LONINKCB_00509,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,276,0.1794,0.0519,0.8294,0,0,0.0504,0.4357,0.1836,0.0042,0.3551,0.4543,-0.4565
LONINKCB_00510,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,213,0.11,-0.3856,0.852,0,0,0.0938,0.159,0.0762,0.2526,0.3709,0.4891,-0.1313
LONINKCB_00511,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,192,0.0869,-0.5314,0.8879,0,0,0.0764,0.2937,0.0744,0.3063,0.3698,0.4867,-0.154
LONINKCB_00512,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,264,0.1661,-0.0315,0.9129,0,0,0.2749,0.0,0.2669,0.0001,0.303,0.3396,-1.526
LONINKCB_00513,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,210,0.1067,-0.4064,0.9244,0,0,0.0603,0.3512,0.1092,0.0907,0.3619,0.4693,-0.316
LONINKCB_00514,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,201,0.0968,-0.4689,0.9293,0,0,0.2974,0.0,0.1951,0.0051,0.3383,0.4173,-0.801
LONINKCB_00515,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,213,0.11,-0.3856,0.9535,0,0,0.1509,0.0288,0.1338,0.0529,0.3709,0.4891,-0.1313
LONINKCB_00516,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,201,0.0968,-0.4689,0.9673,0,0,0.0527,0.4488,0.1403,0.0427,0.3532,0.4502,-0.4942
LONINKCB_00517,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,201,0.0968,-0.4689,0.9707,0,0,0.1511,0.0417,0.1554,0.0362,0.3284,0.3954,-1.0055
LONINKCB_00518,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,171,0.0637,-0.6772,0.9755,0,0,-0.1129,0.1475,0.0961,0.2182,0.3216,0.3806,-1.1436
LONINKCB_00519,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,171,0.0637,-0.6772,0.9881,0,0,0.0074,0.9323,-0.0226,0.7963,0.2924,0.3162,-1.7445
LONINKCB_00520,contig_1009,81,97800,0.0004,229.5556,0.0609,0.7512,0.0,0.3272,-2.7337,216,0.1133,-0.3647,0.9947,1,0,0.1405,0.0313,0.074,0.2583,0.3657,0.4778,-0.2372
LONINKCB_02497,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,279,0.1142,0.0727,0.9722,1,0,0.1406,0.0311,0.1226,0.0605,0.4014,0.427,0.4963
LONINKCB_02498,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,192,0.0899,-0.5314,0.9457,0,0,0.0625,0.3483,0.0778,0.2428,0.4479,0.5513,1.4516
LONINKCB_02499,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,267,0.1108,-0.0106,0.9336,0,0,-0.0824,0.2164,-0.0632,0.343,0.412,0.4552,0.7132
LONINKCB_02500,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,414,0.1518,1.01,0.9244,0,0,0.1988,0.0014,0.3107,0.0,0.4034,0.4323,0.5364
LONINKCB_02501,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,249,0.1058,-0.1356,0.8847,0,0,-0.0354,0.6007,0.0801,0.2359,0.3534,0.2987,-0.4906
LONINKCB_02502,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,240,0.1033,-0.1981,0.8679,0,0,0.2614,0.0003,0.1824,0.0124,0.3583,0.3118,-0.3894
LONINKCB_02503,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,147,0.0773,-0.8438,0.8579,0,0,0.0515,0.5534,0.212,0.0136,0.3469,0.2814,-0.6236
LONINKCB_02504,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,339,0.1309,0.4893,0.8372,0,0,0.0215,0.7316,0.0749,0.2321,0.3894,0.3948,0.2486
LONINKCB_02505,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,147,0.0773,-0.8438,0.7927,0,0,-0.1117,0.1706,-0.067,0.4123,0.4014,0.4268,0.4948
LONINKCB_02506,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,147,0.0773,-0.8438,0.7835,0,0,0.1314,0.1713,0.1823,0.0566,0.381,0.3723,0.0754
LONINKCB_02507,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,180,0.0865,-0.6147,0.7754,0,0,0.1397,0.1792,0.2445,0.0175,0.3444,0.2747,-0.6749
LONINKCB_02508,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,204,0.0932,-0.4481,0.7336,0,0,-0.137,0.0567,-0.0721,0.3181,0.348,0.2843,-0.601
LONINKCB_02509,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,216,0.0966,-0.3647,0.7239,0,0,0.0034,0.9583,0.1256,0.0555,0.4444,0.542,1.3802
LONINKCB_02510,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,186,0.0882,-0.573,0.7051,0,0,0.0115,0.8638,0.2052,0.002,0.3925,0.4031,0.3122
LONINKCB_02511,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,180,0.0865,-0.6147,0.6905,0,0,-0.0695,0.3035,-0.0316,0.6399,0.4167,0.4678,0.8094
LONINKCB_02512,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,189,0.0891,-0.5522,0.6454,0,0,0.0347,0.6297,0.0575,0.4237,0.4074,0.443,0.6191
LONINKCB_02513,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,231,0.1008,-0.2606,0.6287,0,0,0.049,0.4628,0.092,0.1673,0.4026,0.4302,0.5202
LONINKCB_02514,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,129,0.0723,-0.9688,0.6189,0,0,0.0201,0.7955,0.0728,0.3466,0.4419,0.5351,1.3271
LONINKCB_02515,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,279,0.1142,0.0727,0.6138,0,0,0.0097,0.8817,0.13,0.0442,0.4229,0.4845,0.9383
LONINKCB_02516,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,753,0.2464,3.3638,0.6028,0,0,0.2223,0.0003,0.3023,0.0,0.4316,0.5077,1.1164
LONINKCB_02517,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,261,0.1091,-0.0523,0.529,0,0,0.1461,0.0327,0.2331,0.0006,0.3218,0.2143,-1.1395
LONINKCB_02518,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,207,0.0941,-0.4272,0.5174,0,0,0.0503,0.4717,0.0848,0.2246,0.3188,0.2063,-1.2011
LONINKCB_02519,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,312,0.1234,0.3018,0.507,0,0,0.1606,0.0231,0.303,0.0,0.3365,0.2536,-0.8374
LONINKCB_02520,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,285,0.1158,0.1144,0.4921,0,0,-0.024,0.7101,0.0831,0.1977,0.3719,0.3482,-0.11
LONINKCB_02521,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,684,0.2272,2.8847,0.486,0,0,0.0644,0.3348,0.2814,0.0,0.4401,0.5303,1.2901
LONINKCB_02522,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,294,0.1184,0.1768,0.4549,0,0,0.0371,0.5906,0.162,0.0179,0.4456,0.545,1.4035
LONINKCB_02523,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,807,0.2615,3.7388,0.4478,0,0,0.0683,0.2761,0.1559,0.0125,0.4473,0.5497,1.4397
LONINKCB_02524,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,228,0.0999,-0.2814,0.4069,0,0,0.2446,0.0002,0.2442,0.0002,0.4123,0.456,0.7192
LONINKCB_02525,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,234,0.1016,-0.2398,0.3972,0,0,0.0089,0.8991,0.0368,0.5983,0.3846,0.3821,0.1507
LONINKCB_02526,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,447,0.161,1.2392,0.3632,0,0,-0.0173,0.7865,-0.0991,0.1189,0.3937,0.4065,0.3381
LONINKCB_02527,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,360,0.1368,0.6351,0.3495,0,0,0.082,0.2045,0.1207,0.0614,0.3972,0.4158,0.4098
LONINKCB_02528,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,201,0.0924,-0.4689,0.3241,0,0,0.0665,0.3421,0.0272,0.6985,0.398,0.4179,0.426
LONINKCB_02529,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,240,0.1033,-0.1981,0.2017,0,0,0.1995,0.0037,0.0625,0.3678,0.3542,0.3007,-0.4751
LONINKCB_02530,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,264,0.11,-0.0315,0.1606,0,0,0.0133,0.8456,0.0697,0.3058,0.375,0.3564,-0.0469
LONINKCB_02531,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,270,0.1117,0.0102,0.1483,0,0,0.2541,0.0001,0.2784,0.0,0.3704,0.344,-0.1421
LONINKCB_02532,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,273,0.1125,0.031,0.133,0,0,0.0675,0.305,0.1432,0.0289,0.359,0.3136,-0.3763
LONINKCB_02533,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,195,0.0907,-0.5105,0.0123,0,0,0.1592,0.0163,0.0592,0.3746,0.3949,0.4095,0.3615
LONINKCB_02534,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,444,0.1602,1.2183,0.0683,0,0,0.0602,0.337,0.2327,0.0002,0.4167,0.4678,0.8094
LONINKCB_02535,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,528,0.1836,1.8016,0.0897,0,0,0.191,0.0021,0.2456,0.0001,0.4318,0.5083,1.1208
LONINKCB_02536,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,321,0.1259,0.3643,0.1021,0,0,0.2619,0.0001,0.1708,0.0091,0.3801,0.3699,0.0571
LONINKCB_02537,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,315,0.1242,0.3226,0.1307,0,0,0.2351,0.0004,0.2899,0.0,0.3587,0.3129,-0.3813
LONINKCB_02538,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,225,0.0991,-0.3022,0.1418,0,0,0.0115,0.8635,0.1239,0.0617,0.4178,0.4707,0.8322
LONINKCB_02539,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,237,0.1025,-0.2189,0.1539,0,0,0.0499,0.4557,0.0711,0.2875,0.4093,0.448,0.6576
LONINKCB_02540,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,210,0.0949,-0.4064,0.1628,0,0,0.0321,0.6258,0.134,0.041,0.4333,0.5123,1.1519
LONINKCB_02541,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,708,0.2339,3.0514,0.1937,0,0,0.1424,0.0247,0.16,0.0114,0.4336,0.5131,1.1577
LONINKCB_02542,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,279,0.1142,0.0727,0.2008,0,0,0.0043,0.947,0.0362,0.5759,0.4373,0.5228,1.2329
LONINKCB_02543,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,474,0.1686,1.4266,0.2277,0,0,0.0981,0.1233,0.0353,0.5796,0.4241,0.4875,0.9611
LONINKCB_02544,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,213,0.0958,-0.3856,0.2408,0,0,0.0315,0.6433,0.0952,0.1614,0.3803,0.3705,0.0616
LONINKCB_02545,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,273,0.1125,0.031,0.2602,0,0,0.1594,0.0235,0.1385,0.0493,0.3516,0.294,-0.5268
LONINKCB_02546,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,192,0.0899,-0.5314,0.3394,0,0,0.0076,0.9196,-0.0234,0.7557,0.2865,0.1197,-1.8666
LONINKCB_02547,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,780,0.254,3.5513,0.4575,0,0,0.2079,0.001,0.1873,0.003,0.4269,0.4952,1.0202
LONINKCB_02548,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,261,0.1091,-0.0523,0.5026,0,0,0.0745,0.2725,0.228,0.0007,0.4023,0.4294,0.5141
LONINKCB_02549,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,225,0.0991,-0.3022,0.5127,0,0,0.1908,0.0052,0.1992,0.0035,0.3867,0.3876,0.1928
LONINKCB_02550,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,237,0.1025,-0.2189,0.5267,0,0,-0.0135,0.8401,-0.1304,0.0497,0.384,0.3804,0.1373
LONINKCB_02551,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,186,0.0882,-0.573,0.5346,0,0,-0.1625,0.0161,-0.0971,0.152,0.3925,0.4031,0.3122
LONINKCB_02552,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,189,0.0891,-0.5522,0.5504,0,0,0.1025,0.1486,0.0481,0.4991,0.3915,0.4006,0.2929
LONINKCB_02553,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,222,0.0983,-0.3231,0.6028,0,0,0.1091,0.1195,0.1312,0.0608,0.3559,0.3052,-0.4404
LONINKCB_02554,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,231,0.1008,-0.2606,0.6158,0,0,-0.0328,0.6259,0.0284,0.673,0.3853,0.3839,0.1644
LONINKCB_02555,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,213,0.0958,-0.3856,0.6251,0,0,0.1069,0.1369,0.059,0.4126,0.3052,0.1697,-1.4821
LONINKCB_02556,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,189,0.0891,-0.5522,0.6596,0,0,0.1589,0.0286,0.0689,0.3447,0.4286,0.4996,1.054
LONINKCB_02557,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,501,0.1761,1.6141,0.6825,0,0,0.1181,0.0633,0.109,0.0866,0.4092,0.4478,0.6556
LONINKCB_02558,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,399,0.1477,0.9059,0.7031,0,0,0.0812,0.2024,0.1772,0.0051,0.396,0.4125,0.3844
LONINKCB_02559,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,387,0.1443,0.8226,0.7125,0,0,0.1002,0.1154,0.2119,0.0008,0.4419,0.5351,1.3271
LONINKCB_02560,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,270,0.1117,0.0102,0.7314,0,0,0.0223,0.7304,0.11,0.0883,0.4296,0.5024,1.0758
LONINKCB_02561,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,378,0.1418,0.7601,0.7473,0,0,0.0609,0.3396,0.1806,0.0043,0.5106,0.7188,2.7395
LONINKCB_02562,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,1185,0.367,6.3633,0.8021,0,0,0.2013,0.0012,0.249,0.0001,0.4481,0.5518,1.4554
LONINKCB_02563,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,237,0.1025,-0.2189,0.8098,0,0,0.1139,0.0828,0.1305,0.0466,0.4219,0.4819,0.9178
LONINKCB_02564,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,192,0.0899,-0.5314,0.8163,0,0,-0.0361,0.5995,-0.0152,0.8246,0.4115,0.4538,0.7023
LONINKCB_02565,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,1068,0.3343,5.551,0.8603,0,0,0.1806,0.0037,0.1277,0.0412,0.4616,0.5879,1.733
LONINKCB_02566,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,339,0.1309,0.4893,0.8776,0,0,0.1438,0.0286,0.2305,0.0004,0.4336,0.5131,1.158
LONINKCB_02567,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,942,0.2992,4.6761,0.925,0,0,0.271,0.0,0.3748,0.0,0.4331,0.5117,1.1475
LONINKCB_02568,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,264,0.11,-0.0315,0.9465,0,0,0.2594,0.0,0.3247,0.0,0.4129,0.4576,0.7315
LONINKCB_02569,contig_1042,73,46354,0.0002,329.3425,0.32,0.6428,0.0,0.3817,2.3479,198,0.0916,-0.4897,0.9692,1,0,-0.0397,0.5638,-0.1306,0.0565,0.3232,0.218,-1.1108
LONINKCB_03997,contig_1060,27,32081,0.0001,246.5556,0.0756,0.4925,0.0,0.3395,-1.5922,228,0.1107,-0.2814,0.9855,1,0,0.026,0.6878,0.1227,0.0571,0.4605,0.63,1.7108
LONINKCB_03998,contig_1060,27,32081,0.0001,246.5556,0.0756,0.4925,0.0,0.3395,-1.5922,237,0.1192,-0.2189,0.8767,0,0,0.2194,0.0014,0.2366,0.0005,0.384,0.4767,0.1373
LONINKCB_03999,contig_1060,27,32081,0.0001,246.5556,0.0756,0.4925,0.0,0.3395,-1.5922,201,0.0852,-0.4689,0.8527,0,0,0.0861,0.2174,0.0426,0.5418,0.403,0.5148,0.5282
LONINKCB_04000,contig_1060,27,32081,0.0001,246.5556,0.0756,0.4925,0.0,0.3395,-1.5922,204,0.0881,-0.4481,0.8128,0,0,-0.001,0.9892,0.0412,0.5564,0.4118,0.5324,0.7086
LONINKCB_04001,contig_1060,27,32081,0.0001,246.5556,0.0756,0.4925,0.0,0.3395,-1.5922,165,0.0512,-0.7188,0.5934,0,0,0.2062,0.0037,0.1669,0.0191,0.3152,0.339,-1.2769
LONINKCB_04002,contig_1060,27,32081,0.0001,246.5556,0.0756,0.4925,0.0,0.3395,-1.5922,195,0.0796,-0.5105,0.5099,0,0,-0.0242,0.7304,0.1373,0.049,0.3692,0.4472,-0.1655
LONINKCB_04003,contig_1060,27,32081,0.0001,246.5556,0.0756,0.4925,0.0,0.3395,-1.5922,234,0.1164,-0.2398,0.4545,0,0,0.0537,0.4632,0.1493,0.0403,0.2949,0.2984,-1.6937
LONINKCB_04004,contig_1060,27,32081,0.0001,246.5556,0.0756,0.4925,0.0,0.3395,-1.5922,243,0.1249,-0.1773,0.4219,0,0,-0.0592,0.3977,-0.0281,0.6888,0.3374,0.3836,-0.8187
LONINKCB_04005,contig_1060,27,32081,0.0001,246.5556,0.0756,0.4925,0.0,0.3395,-1.5922,222,0.105,-0.3231,0.3466,0,0,0.0443,0.4979,0.0895,0.1706,0.3739,0.4565,-0.0701
LONINKCB_04006,contig_1060,27,32081,0.0001,246.5556,0.0756,0.4925,0.0,0.3395,-1.5922,204,0.0881,-0.4481,0.1264,0,0,0.1648,0.0166,0.1376,0.0459,0.3284,0.3656,-1.004
