#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_883	103198	45	N	N	1	*	883
contig_1182	102847	18	N	N	1	*	1849,1182
contig_1152	102730	54	N	N	1	*	1152
contig_901	102650	19	N	N	1	*	901,684
contig_1796	101886	40	N	N	1	*	1796
contig_861	101509	18	N	N	1	*	*,861,*
contig_240	101168	39	N	N	1	*	240,-917
contig_1167	101134	33	N	N	1	*	1167
contig_493	100706	43	N	N	1	*	493
contig_1282	100643	34	N	N	1	*	1282,1856
contig_1283	100506	12	N	N	1	*	1283,1856
contig_301	100434	38	N	N	1	*	301
contig_599	100359	38	N	N	1	*	599
contig_968	99784	32	N	N	1	*	968
contig_994	99011	26	N	N	1	*	994
contig_902	97832	42	N	N	1	*	902,903,904,903,903,903,904
contig_1009	97800	17	N	N	1	*	1009
contig_1215	97405	19	N	N	1	*	1215
contig_839	97370	18	N	N	1	*	*,839,*
contig_1589	96909	19	N	N	1	*	1589
contig_618	96338	15	N	N	1	*	*,618,*
contig_1359	96230	13	N	N	1	*	1357,1359,-1844
contig_976	95945	39	N	N	1	*	976
contig_970	95742	16	N	N	1	*	970
contig_1201	95642	14	N	N	1	*	*,1201,*
contig_1872	95609	53	N	N	1	*	1872
contig_1355	95528	33	N	N	1	*	1355,1357
contig_818	95453	38	N	N	1	*	818,-1866
contig_1033	94838	19	N	N	1	*	*,1033,*
contig_1600	94740	13	N	N	1	*	*,1600,*
contig_1604	94334	31	N	N	1	*	1604,-1867
contig_458	93969	34	N	N	1	*	456,458
contig_322	93849	38	N	N	1	*	321,322
contig_589	93701	19	N	N	1	*	589,-1788
contig_452	93299	16	N	N	1	*	452,1792
contig_1216	92899	40	N	N	1	*	1216
contig_528	92131	36	N	N	1	*	528
contig_1803	91912	55	N	N	1	*	1803
contig_1794	91883	53	N	N	1	*	1794
contig_1465	90059	22	N	N	1	*	1465,-1874
contig_1329	89335	51	N	N	1	*	1329
contig_1519	89145	37	N	N	1	*	1519
contig_1323	88936	39	N	N	1	*	1323,1858
contig_1205	88924	55	N	N	1	*	1205
contig_1356	88648	16	N	N	1	*	1356,1357
contig_107	88076	54	N	N	1	*	107
contig_1367	87964	18	N	N	1	*	1367
contig_443	86702	55	N	N	1	*	443,-1137,-1133,-1132,-1136,-1135,-1132,-1134,-1135,-1135,-1133,-1135,-1134,-1128
contig_1833	86365	48	N	N	1	*	1833
contig_971	86044	48	N	N	1	*	971
contig_630	83771	25	N	N	1	*	630
contig_1507	83752	45	N	N	1	*	1864,1507
contig_1083	83667	38	N	N	1	*	1083,1841
contig_1853	83419	56	N	N	1	*	1853
contig_683	82992	15	N	N	1	*	*,683,*
contig_1671	82938	17	N	N	1	*	*,1671,*
contig_1607	82926	20	N	N	1	*	1873,1607
contig_1536	82741	21	N	N	1	*	1536
contig_1231	82704	12	N	N	1	*	*,1231,*
contig_353	82433	38	N	N	1	*	*,330,353
contig_387	82417	49	N	N	1	*	387
contig_821	82357	56	N	N	1	*	1496,-1495,1496,-1495,1496,821
contig_122	82348	44	N	N	1	*	122,-890,-888,889
contig_1518	81961	19	N	N	1	*	1518
contig_571	81815	35	N	N	1	*	1798,571
contig_588	81793	30	N	N	1	*	588,-1788
contig_1624	81556	34	N	N	1	*	1624
contig_1590	81399	123	N	N	2	*	1590
contig_918	81017	16	N	N	1	*	917,918
contig_1494	80720	116	N	N	2	*	1494
contig_1272	80394	17	N	N	1	*	*,1272
contig_1481	80308	18	N	N	1	*	1481
contig_852	80119	51	N	N	1	*	852
contig_527	79740	14	N	N	1	*	527
contig_1266	79681	39	N	N	1	*	1266
contig_1546	79515	48	N	N	1	*	1544,1546
contig_1480	79424	41	N	N	1	*	1480
contig_1648	78776	45	N	N	1	*	1648
contig_1291	78485	15	N	N	1	*	890,1291
contig_1537	78442	37	N	N	1	*	1537
contig_572	78278	16	N	N	1	*	1798,572
contig_475	78112	53	N	N	1	*	475
contig_129	78108	52	N	N	1	*	129
contig_1623	78093	22	N	N	1	*	1623
contig_1725	77411	19	N	N	1	*	*,1725,*
contig_1620	77194	32	N	N	1	*	1619,-1621,1619,-1621,1620
contig_763	77069	18	N	N	1	*	*,763
contig_1416	77051	54	N	N	1	*	1416
contig_1629	76740	17	N	N	1	*	-1611,1629
contig_1681	76493	68	N	N	1	*	1680,1678,1678,1679,1680,1678,1678,1679,1679,1680,1678,1678,1679,1680,1678,1678,1679,1680,1678,1678,1679,1681
contig_1606	75785	30	N	N	1	*	1873,1606
contig_295	75711	10	N	N	1	*	295
contig_1082	75476	19	N	N	1	*	1082,1841
contig_1366	75198	28	N	N	1	*	1366
contig_1466	75106	17	N	N	1	*	1466,-1874
contig_1662	74467	10	N	N	1	*	1662,1874
contig_1659	74350	40	N	N	1	*	1659
contig_1810	73851	61	N	N	1	*	1810
contig_847	73529	53	N	N	1	*	847
contig_568	73411	49	N	N	1	*	568
contig_817	72891	28	N	N	1	*	817
contig_1646	72806	38	N	N	1	*	1646,-1611
contig_1316	72627	50	N	N	1	*	1316
contig_1545	72623	15	N	N	1	*	1544,1545
contig_496	72454	41	N	N	1	*	496
contig_1043	72352	40	N	N	1	*	1043,1045
contig_1506	72301	18	N	N	1	*	1864,1506
contig_461	71984	55	N	N	1	*	461
contig_294	71887	52	N	N	1	*	294
contig_1799	71820	53	N	N	1	*	1799
contig_627	71472	13	N	N	1	*	*,627,*
contig_1165	71284	37	N	N	1	*	1165,1845
contig_360	70156	56	N	N	1	*	*,330,360
contig_1485	70142	19	N	N	1	*	1485
contig_1663	69898	38	N	N	1	*	1663,1874
contig_237	69456	14	N	N	1	*	*,237,*
contig_1622	69106	26	N	N	1	*	1619,1622
contig_1658	68780	13	N	N	1	*	1658
contig_1049	68613	19	N	N	1	*	1045,1049
contig_577	68552	47	N	N	1	*	577
contig_1048	68298	35	N	N	1	*	1045,1048
contig_1630	67944	38	N	N	1	*	-1611,1630
contig_1044	67300	20	N	N	1	*	1044,1045
contig_1113	67163	52	N	N	1	*	1113
contig_1645	67114	16	N	N	1	*	1645,-1611
contig_525	66887	52	N	N	1	*	525
contig_1672	66344	15	N	N	1	*	*,1672,*
contig_457	65991	15	N	N	1	*	456,457,*
contig_626	65981	13	N	N	1	*	*,626,*
contig_522	65605	14	N	N	1	*	522,*
contig_629	65505	15	N	N	1	*	629
contig_1411	65484	45	N	N	1	*	1411,1413,1413
contig_995	64546	12	N	N	1	*	*,995,*
contig_1073	64472	15	N	N	1	*	1073
contig_628	64294	38	N	N	1	*	628
contig_1163	63597	19	N	N	1	*	*,1163,*
contig_338	63467	56	N	N	1	*	338
contig_1832	63439	53	N	N	1	*	1832
contig_648	63409	22	N	N	3	*	*,648,*
contig_1412	63177	19	N	N	1	*	1412
contig_535	62765	15	N	N	1	*	535
contig_473	62595	37	N	N	1	*	471,473
contig_1647	62298	9	N	N	1	*	*,1647
contig_1666	62237	38	N	N	1	*	1666
contig_1218	62099	17	N	N	1	*	1218
contig_1381	61715	44	N	N	1	*	1381
contig_1498	61591	10	N	N	1	*	*,1498,*
contig_1484	61160	44	N	N	1	*	1484
contig_1274	60670	11	N	N	1	*	*,1274,*
contig_497	60303	37	N	N	1	*	497,*
contig_534	59990	40	N	N	1	*	534
contig_386	59802	16	N	N	1	*	386,*
contig_1074	59393	38	N	N	1	*	1074
contig_1397	58745	15	N	N	1	*	*,1397,*
contig_1351	58641	15	N	N	1	*	1351
contig_1003	58525	53	N	N	1	*	1003
contig_801	58518	11	N	N	1	*	-1814,801,-1814
contig_472	58469	20	N	N	1	*	472
contig_1380	58111	17	N	N	1	*	1380
contig_771	57956	47	N	N	1	*	771
contig_670	57594	17	N	N	1	*	977,670
contig_1335	57406	16	N	N	1	*	1335
contig_1270	57069	12	N	N	1	*	*,1270,*
contig_706	56816	10	N	N	1	*	706,*
contig_542	56692	16	N	N	1	*	542
contig_704	56645	26	N	N	1	*	1780,704
contig_1169	56275	13	N	N	1	*	*,1169,*
contig_1338	56032	45	N	N	1	*	1338
contig_450	55925	54	N	N	1	*	450
contig_1450	55679	57	N	N	2	*	1447,1446,1446,1447,1446,1446,1446,1450,-1774
contig_1707	55559	19	N	N	1	*	1707
contig_1840	55304	56	N	N	1	*	1840
contig_298	55248	21	N	N	1	*	298
contig_355	55084	32	N	N	1	*	*,330,355
contig_1319	54434	17	N	N	1	*	1319
contig_365	54416	17	N	N	1	*	365
contig_867	53806	37	N	N	1	*	867,1818,868
contig_691	53422	11	N	N	1	*	691
contig_382	53311	124	N	N	2	*	382
contig_1144	53233	42	N	N	1	*	1144,1146
contig_1482	52911	58	N	N	1	*	1482
contig_732	52774	10	N	N	1	*	*,732,*
contig_85	51944	35	N	N	1	*	85
contig_1281	51653	15	N	N	1	*	*,1281,*
contig_1713	51590	20	N	N	1	*	1713
contig_1714	51531	29	N	N	1	*	1714
contig_1386	50481	17	N	N	1	*	*,1386,*
contig_446	50459	16	N	N	1	*	446,-1779
contig_1561	50319	10	N	N	1	*	*,1561,*
contig_693	50288	39	N	Y	1	984	*,693,*
contig_1500	50161	11	N	N	1	*	*,1500,*
contig_1534	49964	36	N	Y	1	1356	*,1534,*
contig_684	49694	55	N	Y	1	*	684
contig_955	49456	34	N	Y	1	1020	*,955,*
contig_977	49304	46	N	Y	1	*	977
contig_1138	49232	50	N	N	1	*	-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1141,-1140,-1140,-1140,-1140,-1140,-1140,-1142,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,-1140,1138
contig_1409	49200	3	N	Y	1	1134	*,1409,*
contig_119	48886	24	N	N	1	*	-1780,119
contig_241	48843	45	N	Y	1	*	241
contig_1579	48650	57	N	N	2	*	-1570,-1565,-1567,-1564,-1563,-1562,-1562,-1569,-1563,-1567,-1566,-1568,-1567,-1567,-1566,-1570,-1567,-1567,-1565,-1575,-1567,1579,*
contig_974	48370	6	N	Y	1	1028	*,974,*
contig_418	48125	34	N	Y	1	*	418
contig_531	48030	10	N	N	1	*	*,531,*
contig_509	47991	35	N	Y	1	1254	*,509,*
contig_157	47904	54	N	N	4	*	*,157,*
contig_1820	47870	47	N	Y	1	*	1820
contig_1708	47777	39	N	N	1	*	1708
contig_1002	47478	46	N	N	1	*	1002
contig_287	47244	30	N	Y	1	1214	*,287,*
contig_1001	47166	6	N	Y	1	1034	*,1001,*
contig_1059	47102	24	N	Y	1	*	1059
contig_975	46868	27	N	Y	1	1028	*,975,*
contig_1558	46814	73	N	N	1	*	-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,-1550,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,1558
contig_62	46703	142	N	N	3	*	29,50,62
contig_1814	46645	102	N	Y	2	*	1814
contig_1	46600	104	N	Y	2	*	1
contig_1312	46540	38	N	Y	1	1224	*,1312,*
contig_544	46446	29	N	Y	1	*	544
contig_1042	46354	64	N	N	1	*	1042
contig_1869	46225	6	N	Y	1	1156	*,1869,*
contig_1286	46189	41	N	Y	1	*	1286
contig_1159	46084	11	N	N	1	*	1159
contig_130	45891	6	N	Y	1	1188	*,130,*
contig_1835	45861	124	N	N	3	*	-1012,-1834,1835,1013,-1014,1015,-1013
contig_1000	45748	43	N	Y	1	1034	*,1000,*
contig_1433	45686	13	N	Y	1	*	1433
contig_619	45562	30	N	Y	1	1266	*,619,*
contig_998	45443	37	N	Y	1	*	998
contig_1614	45442	7	N	Y	1	1182	*,1614,*
contig_286	45428	7	N	Y	1	1214	*,286,*
contig_1037	45229	24	N	N	1	*	1037
contig_1608	44899	15	N	N	1	*	*,1608,*
contig_1193	44484	33	N	Y	1	*	1193
contig_1670	44459	66	N	N	1	*	1670,-1676
contig_1867	44445	53	N	Y	1	*	1867
contig_1544	44302	21	N	Y	1	*	1544
contig_1321	44289	35	N	Y	1	1104	*,1321,*
contig_316	44116	66	N	N	2	*	-332,335,339,-369,-367,-367,-367,-367,316
contig_78	43967	54	N	N	1	*	78,-330,*
contig_1408	43940	29	N	Y	1	1134	*,1408,*
contig_1514	43798	5	N	Y	1	1302	*,1514,*
contig_1734	43747	47	N	Y	1	*	1734
contig_1276	43729	11	N	N	1	*	*,1276,*
contig_479	43595	30	N	Y	1	1246	*,479,*
contig_1792	43522	51	N	Y	1	*	1792
contig_1615	43441	10	N	N	1	*	*,1615,*
contig_692	43400	7	N	Y	1	984	*,692,*
contig_1517	43275	42	N	Y	1	1274	*,1517,*
contig_1438	43225	35	N	Y	1	1378	*,1438,*
contig_399	43135	50	N	N	1	*	397,399
contig_478	43118	5	N	Y	1	1246	*,478,*
contig_1841	43009	57	N	Y	1	*	1841
contig_597	42817	36	N	Y	1	960	*,597,*
contig_1616	42790	34	N	Y	1	1326	*,1616,*
contig_1233	42724	36	N	N	1	*	-1855,-1234,1233
contig_532	42722	27	N	Y	1	948	*,532,*
contig_754	42665	51	N	Y	1	*	754
contig_1535	42584	4	N	Y	1	1356	*,1535,*
contig_1357	42564	36	N	Y	1	*	1357
contig_1617	42505	5	N	Y	1	1326	*,1617,*
contig_654	42236	16	N	Y	1	1272	*,654,*
contig_1873	42178	42	N	Y	1	*	1873
contig_84	42147	18	N	N	1	*	84,*
contig_1107	42078	74	N	N	1	*	1099,1107,-1689,-1686,-1685,-1578,-1573,-1572,1581,-1685,-1578,-1573,-1572,1581,-1105,1084,1084,1084,1084,1084,1084,1086,1085,1084,1084,1084,1085,1084,1084,1087,1084,1084,1084,1089,1084,1097,1087,1084
contig_782	42011	38	N	N	1	*	779,780,780,780,781,781,780,1812,781,780,1812,782,784,785,784,786,787,791,788,789,792,799
contig_870	41740	15	N	N	1	*	-868,870
contig_1541	41586	42	N	Y	1	1156	*,1541,*
contig_1223	41564	22	N	Y	1	1080	*,1223,*
contig_1018	41344	36	N	Y	1	1330	*,1018,*
contig_508	41316	6	N	Y	1	1254	*,508,*
contig_296	41287	4	N	Y	1	916	*,296,*
contig_1852	41248	35	N	Y	1	*	1852
contig_1100	41184	66	N	N	5	*	1099,1106,1100,1843
contig_862	41011	52	N	Y	1	912	*,862,*
contig_1797	40912	47	N	Y	1	*	1797
contig_533	40754	5	N	Y	1	948	*,533,*
contig_804	40689	11	N	Y	1	996	*,804,*
contig_1313	40562	4	N	Y	1	1224	*,1313,*
contig_620	40558	4	N	Y	1	1266	*,620,*
contig_966	40506	42	N	Y	2	1024	*,966,*
contig_1320	40486	4	N	Y	1	1104	*,1320,*
contig_816	40420	35	N	Y	1	1000	*,816,*
contig_956	40383	6	N	Y	1	1020	*,956,*
contig_710	40223	3	N	Y	1	1282	*,710,*
contig_709	40107	5	N	Y	1	1000	*,709,*
contig_858	39952	10	N	Y	1	1344	*,858,*
contig_1503	39756	39	N	Y	1	1282	*,1503,*
contig_961	39642	32	N	Y	1	1162	*,961,*
contig_898	39456	37	N	Y	1	1012	*,898,*
contig_803	39271	24	N	Y	1	996	*,803,*
contig_1069	39230	32	N	Y	1	1044	*,1069,*
contig_297	38910	30	N	Y	1	916	*,297,*
contig_1265	38859	4	N	Y	1	1090	*,1265,*
contig_1061	38842	32	N	Y	1	1042	*,1061,*
contig_1515	38661	20	N	Y	1	1302	*,1515,*
contig_9	38617	57	N	N	1	*	-1,9
contig_545	38482	43	N	Y	1	952	*,545,*
contig_1805	38459	39	N	Y	1	*	1805
contig_1246	38440	32	N	N	1	*	1246
contig_1673	38237	32	N	Y	1	1182	*,1673,*
contig_1404	38129	37	N	Y	1	1130	*,1404,*
contig_632	38119	7	N	Y	1	970	*,632,*
contig_1737	38050	24	N	Y	1	1288	*,1737,*
contig_1874	37960	50	N	Y	1	*	1874
contig_456	37952	29	N	Y	1	*	456
contig_877	37952	7	N	Y	1	1312	*,877,*
contig_1027	37911	34	N	Y	1	1336	*,1027,*
contig_1309	37703	22	N	N	1	*	1306,1309
contig_878	37655	30	N	Y	1	1312	*,878,*
contig_668	37588	36	N	N	1	*	*,668
contig_1306	37514	20	N	Y	1	*	1306
contig_1229	37308	30	N	Y	1	1082	*,1229,*
contig_1053	37303	35	N	Y	1	1040	*,1053,*
contig_1801	37303	40	N	Y	1	*	1801
contig_656	37042	36	N	Y	1	978	*,656,*
contig_921	37010	37	N	Y	1	*	921
contig_1697	36909	6	N	Y	1	1320	*,1697,*
contig_1490	36826	34	N	Y	1	1150	*,1490,*
contig_1844	36608	50	N	Y	1	*	1844
contig_1870	36333	33	N	N	1	*	1870,1549,1548,1549,1549,1549,1549,1549,1549,1549,1549,1549,1549,1548,1549,1549,1549,1549,1549,1549,1549,1549,1549,1549,1549,1548,1549,1549,1549,1549,1549,1549,1555,1549,1549,1549,1549,1549,1549,1549,1549,1548,1549,1549
contig_347	36295	57	N	N	1	*	-336,347,-373,367,367,369,-339,331,-335,332,340,367,367,367,367,369,-339,331,332,340,367,367,367,367,369,-339,331,-335,332
contig_868	35301	38	N	Y	1	*	868
contig_897	35239	6	N	Y	1	1012	*,897,*
contig_1559	35153	108	N	N	2	*	-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1549,-1548,-1549,-1549,-1549,-1549,-1549,-1549,1559
contig_880	35149	5	N	Y	1	1314	*,880,*
contig_1585	35141	42	N	Y	1	*	1585
contig_1626	35129	28	N	Y	1	1174	*,1626,*
contig_1372	35118	35	N	N	1	*	1372
contig_1839	35109	37	N	Y	1	*	1839
contig_621	34983	14	N	N	1	*	*,621,*
contig_1166	34899	16	N	N	1	*	*,1166,*
contig_1070	34855	3	N	Y	1	1044	*,1070,*
contig_598	34841	9	N	Y	1	960	*,598,*
contig_1516	34658	5	N	Y	1	1274	*,1516,*
contig_905	34467	40	N	N	1	*	905,-1192,-907,684
contig_879	34400	42	N	Y	1	1314	*,879,*
contig_1391	34314	35	N	Y	1	1124	*,1391,*
contig_1392	34083	5	N	Y	1	1124	*,1392,*
contig_1019	34021	6	N	Y	1	1330	*,1019,*
contig_594	33939	42	N	N	1	*	594,-1306
contig_1641	33798	3	N	Y	1	1184	*,1641,*
contig_1845	33517	30	N	Y	1	*	1845
contig_720	33502	5	N	N	1	*	*,720,*
contig_631	33410	30	N	Y	1	970	*,631,*
contig_1698	33267	41	N	Y	1	1188	*,1698,*
contig_1052	33251	6	N	Y	1	1040	*,1052,*
contig_915	33204	38	N	Y	1	*	915
contig_1871	33178	62	N	N	4	*	1577,1871,-1688
contig_783	33154	11	N	N	1	*	779,780,1812,781,780,1812,781,780,783,779
contig_1126	32989	30	N	Y	1	1074	*,1126,*
contig_1299	32892	39	N	Y	1	*	1299
contig_824	32669	44	N	N	1	*	826,833,-832,833,-832,833,824
contig_1489	32644	3	N	Y	1	1150	*,1489,*
contig_1821	32592	34	N	Y	1	*	1821
contig_1310	32582	17	N	Y	1	1222	*,1310,*
contig_1643	32558	8	N	Y	1	1280	*,1643,*
contig_546	32544	3	N	Y	1	952	*,546,*
contig_1510	32368	37	N	Y	1	1152	*,1510,*
contig_1222	32353	9	N	Y	1	1080	*,1222,*
contig_1767	32346	38	N	Y	1	1320	*,1767,*
contig_1625	32215	6	N	Y	1	1174	*,1625,*
contig_1060	32081	4	N	Y	1	1042	*,1060,*
contig_1854	32036	44	N	N	1	*	1854
contig_1762	32013	30	N	Y	1	1208	*,1762,*
contig_405	31834	34	N	Y	1	926	*,405,*
contig_900	31779	41	N	Y	1	1016	*,900,*
contig_1148	31749	31	N	Y	1	1348	*,1148,*
contig_1769	31734	28	N	Y	1	1226	*,1769,*
contig_1228	31566	7	N	Y	1	1082	*,1228,*
contig_437	31370	18	N	Y	1	*	437
contig_1028	31054	7	N	Y	1	1336	*,1028,*
contig_1435	30885	30	N	Y	1	1142	*,1435,*
contig_1829	30885	36	N	Y	1	*	1829
contig_688	30842	38	N	Y	1	1068	*,688,*
contig_1333	30797	11	N	Y	1	1360	*,1333
contig_1644	30749	23	N	Y	1	1280	*,1644,*
contig_1738	30621	4	N	Y	1	1288	*,1738,*
contig_1868	30587	32	N	Y	1	*	1868
contig_118	30539	27	N	N	1	*	118
contig_1292	30500	10	N	Y	1	1092	*,1292,*
contig_1334	30360	41	N	N	1	*	1334,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336
contig_1763	30235	4	N	Y	1	1208	*,1763,*
contig_374	30103	57	N	N	1	*	*,374
contig_1017	29917	38	N	Y	1	1328	*,1017,*
contig_1849	29917	45	N	Y	1	*	1849
contig_810	29792	36	N	Y	1	*	810
contig_433	29649	36	N	Y	1	*	433
contig_573	29546	24	N	Y	1	1258	*,573,*
contig_1273	29376	17	N	N	1	*	*,1273,*
contig_1311	29338	9	N	Y	1	1222	*,1311,*
contig_1004	29337	18	N	Y	1	1036	*,1004,*
contig_1735	29317	26	N	N	1	*	-1734,1733,1735,-1733,-1730
contig_1813	29191	46	N	N	2	*	-791,-787,-786,-784,-785,-790,-789,-788,-791,-787,-784,-786,-787,-784,-785,-784,-784,-785,-789,-789,-790,-788,-789,-788,-791,-787,-788,-791,-787,-786,-784,1813
contig_1743	29170	6	N	Y	1	1144	*,1743,*
contig_406	29153	51	N	Y	1	*	406
contig_1417	29022	33	N	Y	1	1138	*,1417,*
contig_1250	28985	23	N	N	1	*	1250,1248
contig_1016	28894	5	N	Y	1	1328	*,1016,*
contig_1474	28874	43	N	N	1	*	1474
contig_574	28783	3	N	Y	1	1258	*,574,*
contig_1347	28711	32	N	Y	1	1362	*,1347,*
contig_1781	28578	45	N	N	2	*	171,1781,-170,-162,-162,-162,168
contig_960	28557	5	N	Y	1	1162	*,960,*
contig_1798	28435	42	N	Y	1	*	1798
contig_1850	28369	35	N	Y	1	*	1850
contig_1779	28365	34	N	Y	1	*	1779
contig_1005	28325	10	N	Y	1	1036	*,1005,*
contig_1068	28123	220	Y	N	5	*	1068
contig_779	28089	71	N	Y	1	*	779
contig_1120	27953	59	N	Y	1	*	1120
contig_401	27931	47	N	N	3	*	-395,-395,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-392,-390,-390,-390,-390,-392,-391,-391,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-391,-390,-392,-390,-390,-390,-390,-390,-390,-390,401,1752
contig_1822	27876	28	N	Y	1	*	1822
contig_1045	27865	50	N	Y	1	*	1045
contig_1788	27750	34	N	Y	1	*	1788
contig_1857	27746	37	N	Y	1	*	1857
contig_520	27683	10	N	N	1	*	*,520,*
contig_341	27631	51	N	N	1	*	*,330,341,-375
contig_899	27617	5	N	Y	1	1016	*,899,*
contig_1307	27496	33	N	Y	1	1100	*,1307,*
contig_417	27490	23	N	Y	1	1230	*,417,*
contig_1848	27247	29	N	Y	1	*	1848
contig_179	27183	18	N	N	2	*	162,-168,162,162,161,163,162,161,-168,162,179,-177
contig_416	27163	5	N	Y	1	1230	*,416,*
contig_1642	27157	27	N	Y	1	1184	*,1642,*
contig_1368	26962	30	N	Y	1	1294	*,1368,*
contig_400	26859	41	N	N	1	*	-1789,-390,-390,-390,-394,-390,-390,-390,-390,-390,-390,-390,-396,-390,-390,-390,-390,-390,-392,-392,-392,-390,-391,-1789,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-390,-392,-391,-391,-390,-395,-390,-394,-394,400,-397
contig_1352	26822	5	N	N	1	*	*,1352,*
contig_182	26753	16	N	Y	8	*	182,*
contig_372	26683	55	N	N	1	*	339,-369,-367,-367,-367,-368,371,-369,-367,-367,-368,-340,-332,335,-331,339,-369,-367,-367,-367,-367,-368,372,*
contig_633	26355	4	N	Y	1	972	*,633,*
contig_1742	26335	10	N	Y	1	1144	*,1742,*
contig_1264	26264	43	N	Y	1	1090	*,1264,*
contig_972	26206	29	N	Y	1	1026	*,972,*
contig_1164	26138	5	N	N	1	*	*,1164,*
contig_1790	26045	33	N	Y	1	*	1790
contig_944	25966	33	N	Y	1	1018	*,944,*
contig_1701	25964	5	N	Y	1	1306	*,1701,*
contig_1509	25948	5	N	Y	1	1152	*,1509,*
contig_876	25928	32	N	Y	1	1308	*,876,*
contig_1346	25926	4	N	Y	1	1362	*,1346,*
contig_1856	25759	30	N	Y	1	*	1856
contig_863	25702	13	N	N	2	*	*,863,*
contig_447	25594	39	N	N	3	*	447
contig_500	25572	22	N	Y	1	1250	*,500,*
contig_716	25568	5	N	N	1	*	*,-714,716,1585
contig_1692	25530	5	N	Y	1	1354	*,1692,*
contig_1344	25472	33	N	Y	1	1110	*,1344,*
contig_1499	25311	6	N	N	1	*	*,1499,*
contig_1293	25295	6	N	Y	1	1092	*,1293,*
contig_1401	25149	33	N	Y	1	1132	*,1401,*
contig_555	25002	44	N	Y	1	*	555
contig_1369	24875	3	N	Y	1	1294	*,1369,*
contig_178	24857	4	N	Y	2	*	178
contig_177	24776	25	N	Y	8	*	177
contig_753	24678	21	N	N	1	*	753,*
contig_827	24625	58	N	N	1	*	826,-820,-822,827
contig_419	24624	33	N	Y	1	932	*,419,*
contig_1693	24612	24	N	Y	1	1354	*,1693,*
contig_634	24557	20	N	Y	1	972	*,634,*
contig_1830	24545	23	N	Y	1	*	1830
contig_1628	24503	21	N	Y	1	1154	*,1628,*
contig_1859	24458	26	N	Y	1	*	1859
contig_1387	24421	31	N	Y	1	1084	*,1387,*
contig_1866	24289	49	N	Y	1	*	1866
contig_1611	24252	40	N	Y	1	*	1611
contig_1195	24250	36	N	Y	1	1070	*,1195,*
contig_1331	24127	15	N	Y	1	1360	*,1331
contig_1308	24121	3	N	Y	1	1100	*,1308,*
contig_1405	24084	3	N	Y	1	1130	*,1405,*
contig_611	23960	36	N	Y	1	964	*,611,*
contig_1149	23801	4	N	Y	1	1348	*,1149,*
contig_1396	23734	6	N	Y	1	1126	*,1396,*
contig_689	23693	5	N	Y	1	1068	*,689,*
contig_1402	23681	6	N	Y	1	1132	*,1402,*
contig_538	23437	50	N	Y	1	*	538
contig_1702	23436	20	N	Y	1	1306	*,1702,*
contig_973	23425	4	N	Y	1	1026	*,973,*
contig_1190	23402	29	N	Y	1	1064	*,1190,*
contig_375	23279	133	N	Y	3	*	375
contig_1050	23075	25	N	Y	1	1340	*,1050,*
contig_874	23008	48	N	Y	1	*	874
contig_1194	22451	4	N	Y	1	1070	*,1194,*
contig_1255	22362	37	N	Y	1	1086	*,1255
contig_1297	22288	31	N	Y	1	1002	*,1297,*
contig_311	22280	54	N	N	1	*	311,256,252,253,254,257
contig_1353	21944	32	N	Y	1	1364	*,1353,*
contig_1631	21683	24	N	Y	1	1238	*,1631,*
contig_1718	21504	6	N	Y	1	1192	*,1718,*
contig_1526	21450	26	N	Y	1	1344	*,1526,*
contig_1130	21416	20	N	Y	1	*	1130
contig_354	21261	36	N	N	1	*	*,330,354
contig_1831	21167	33	N	Y	1	*	1831
contig_501	20941	3	N	Y	1	1250	*,501,*
contig_1395	20829	35	N	Y	1	1126	*,1395,*
contig_1802	20807	26	N	Y	1	*	1802
contig_1588	20789	3	N	Y	1	1378	*,1588,*
contig_917	20691	26	N	Y	1	*	917
contig_465	20681	26	N	Y	1	1242	*,465,*
