locus_tag	ftype	length_bp	gene	EC_number	COG	product
GBPCPCFC_00549	CDS	669				hypothetical protein
GBPCPCFC_00549	gene	669				
GBPCPCFC_00550	CDS	1395				hypothetical protein
GBPCPCFC_00550	gene	1395				
GBPCPCFC_00551	CDS	615				hypothetical protein
GBPCPCFC_00551	gene	615				
GBPCPCFC_00552	CDS	1500				hypothetical protein
GBPCPCFC_00552	gene	1500				
GBPCPCFC_00553	CDS	564				hypothetical protein
GBPCPCFC_00553	gene	564				
GBPCPCFC_00554	CDS	546				hypothetical protein
GBPCPCFC_00554	gene	546				
GBPCPCFC_00555	CDS	642	todT		COG4566	Response regulator protein TodT
GBPCPCFC_00555	gene	642	todT			
GBPCPCFC_00556	CDS	663				hypothetical protein
GBPCPCFC_00556	gene	663				
GBPCPCFC_00557	CDS	732				hypothetical protein
GBPCPCFC_00557	gene	732				
GBPCPCFC_00558	CDS	876				hypothetical protein
GBPCPCFC_00558	gene	876				
GBPCPCFC_00559	CDS	699	typA_1		COG1217	GTP-binding protein TypA/BipA 
GBPCPCFC_00559	gene	699	typA_1			
GBPCPCFC_00560	CDS	468				hypothetical protein
GBPCPCFC_00560	gene	468				
GBPCPCFC_00561	CDS	429				hypothetical protein
GBPCPCFC_00561	gene	429				
GBPCPCFC_00562	CDS	1152				hypothetical protein
GBPCPCFC_00562	gene	1152				
GBPCPCFC_00563	CDS	1080				hypothetical protein
GBPCPCFC_00563	gene	1080				
GBPCPCFC_00564	CDS	1398				hypothetical protein
GBPCPCFC_00564	gene	1398				
GBPCPCFC_00565	CDS	534				hypothetical protein
GBPCPCFC_00565	gene	534				
GBPCPCFC_00566	CDS	720				hypothetical protein
GBPCPCFC_00566	gene	720				
GBPCPCFC_00567	CDS	162				hypothetical protein
GBPCPCFC_00567	gene	162				
GBPCPCFC_00568	CDS	237				hypothetical protein
GBPCPCFC_00568	gene	237				
GBPCPCFC_00569	CDS	171				hypothetical protein
GBPCPCFC_00569	gene	171				
GBPCPCFC_00570	CDS	321				hypothetical protein
GBPCPCFC_00570	gene	321				
GBPCPCFC_00571	CDS	297				hypothetical protein
GBPCPCFC_00571	gene	297				
GBPCPCFC_00572	CDS	948				hypothetical protein
GBPCPCFC_00572	gene	948				
GBPCPCFC_00573	CDS	474				hypothetical protein
GBPCPCFC_00573	gene	474				
GBPCPCFC_00574	CDS	1509				hypothetical protein
GBPCPCFC_00574	gene	1509				
GBPCPCFC_00575	CDS	3366	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
GBPCPCFC_00575	gene	3366	radD			
GBPCPCFC_00576	CDS	426				hypothetical protein
GBPCPCFC_00576	gene	426				
GBPCPCFC_00577	CDS	453				hypothetical protein
GBPCPCFC_00577	gene	453				
GBPCPCFC_00578	CDS	1395	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
GBPCPCFC_00578	gene	1395	hsdS			
GBPCPCFC_00579	CDS	297				hypothetical protein
GBPCPCFC_00579	gene	297				
GBPCPCFC_00580	CDS	747				hypothetical protein
GBPCPCFC_00580	gene	747				
GBPCPCFC_00581	CDS	381				hypothetical protein
GBPCPCFC_00581	gene	381				
GBPCPCFC_00582	CDS	672				hypothetical protein
GBPCPCFC_00582	gene	672				
GBPCPCFC_00583	CDS	594				hypothetical protein
GBPCPCFC_00583	gene	594				
GBPCPCFC_00584	CDS	582				hypothetical protein
GBPCPCFC_00584	gene	582				
GBPCPCFC_00585	CDS	2175				hypothetical protein
GBPCPCFC_00585	gene	2175				
GBPCPCFC_00586	CDS	702				hypothetical protein
GBPCPCFC_00586	gene	702				
GBPCPCFC_00587	CDS	423				hypothetical protein
GBPCPCFC_00587	gene	423				
GBPCPCFC_00588	CDS	762				hypothetical protein
GBPCPCFC_00588	gene	762				
GBPCPCFC_00589	CDS	294				hypothetical protein
GBPCPCFC_00589	gene	294				
GBPCPCFC_00590	CDS	1077				hypothetical protein
GBPCPCFC_00590	gene	1077				
GBPCPCFC_00591	CDS	555				hypothetical protein
GBPCPCFC_00591	gene	555				
GBPCPCFC_00592	CDS	672				hypothetical protein
GBPCPCFC_00592	gene	672				
GBPCPCFC_00593	CDS	216				hypothetical protein
GBPCPCFC_00593	gene	216				
GBPCPCFC_00594	CDS	465				hypothetical protein
GBPCPCFC_00594	gene	465				
GBPCPCFC_00595	CDS	159				hypothetical protein
GBPCPCFC_00595	gene	159				
GBPCPCFC_00596	CDS	336				hypothetical protein
GBPCPCFC_00596	gene	336				
GBPCPCFC_00597	CDS	171				hypothetical protein
GBPCPCFC_00597	gene	171				
GBPCPCFC_00598	CDS	162				hypothetical protein
GBPCPCFC_00598	gene	162				
GBPCPCFC_00599	CDS	390				hypothetical protein
GBPCPCFC_00599	gene	390				
GBPCPCFC_00600	CDS	168				hypothetical protein
GBPCPCFC_00600	gene	168				
GBPCPCFC_00601	CDS	114				hypothetical protein
GBPCPCFC_00601	gene	114				
GBPCPCFC_00602	CDS	198				hypothetical protein
GBPCPCFC_00602	gene	198				
GBPCPCFC_00603	CDS	186				hypothetical protein
GBPCPCFC_00603	gene	186				
GBPCPCFC_00604	CDS	222				hypothetical protein
GBPCPCFC_00604	gene	222				
GBPCPCFC_00605	CDS	273				hypothetical protein
GBPCPCFC_00605	gene	273				
GBPCPCFC_00606	CDS	573				hypothetical protein
GBPCPCFC_00606	gene	573				
GBPCPCFC_00607	CDS	111				hypothetical protein
GBPCPCFC_00607	gene	111				
GBPCPCFC_00608	CDS	606				hypothetical protein
GBPCPCFC_00608	gene	606				
GBPCPCFC_00609	CDS	609	tnpR_2		COG1961	Transposon gamma-delta resolvase
GBPCPCFC_00609	gene	609	tnpR_2			
GBPCPCFC_00610	CDS	414				Insertion sequence IS5376 putative ATP-binding protein
GBPCPCFC_00610	gene	414				
GBPCPCFC_00611	CDS	402				hypothetical protein
GBPCPCFC_00611	gene	402				
GBPCPCFC_00612	CDS	255				hypothetical protein
GBPCPCFC_00612	gene	255				
GBPCPCFC_00613	CDS	651				hypothetical protein
GBPCPCFC_00613	gene	651				
GBPCPCFC_00614	CDS	315				hypothetical protein
GBPCPCFC_00614	gene	315				
GBPCPCFC_00615	CDS	624				hypothetical protein
GBPCPCFC_00615	gene	624				
GBPCPCFC_00616	CDS	390				hypothetical protein
GBPCPCFC_00616	gene	390				
GBPCPCFC_00617	CDS	243				hypothetical protein
GBPCPCFC_00617	gene	243				
GBPCPCFC_00618	CDS	174				hypothetical protein
GBPCPCFC_00618	gene	174				
GBPCPCFC_00619	CDS	144				hypothetical protein
GBPCPCFC_00619	gene	144				
GBPCPCFC_00620	CDS	633				hypothetical protein
GBPCPCFC_00620	gene	633				
GBPCPCFC_00621	CDS	1293				hypothetical protein
GBPCPCFC_00621	gene	1293				
GBPCPCFC_00622	CDS	750				hypothetical protein
GBPCPCFC_00622	gene	750				
GBPCPCFC_00623	CDS	399				hypothetical protein
GBPCPCFC_00623	gene	399				
GBPCPCFC_00624	CDS	897				hypothetical protein
GBPCPCFC_00624	gene	897				
GBPCPCFC_00625	CDS	279				hypothetical protein
GBPCPCFC_00625	gene	279				
GBPCPCFC_00626	CDS	510				hypothetical protein
GBPCPCFC_00626	gene	510				
GBPCPCFC_00627	CDS	2499				hypothetical protein
GBPCPCFC_00627	gene	2499				
GBPCPCFC_00628	CDS	465				hypothetical protein
GBPCPCFC_00628	gene	465				
GBPCPCFC_00629	CDS	4002				hypothetical protein
GBPCPCFC_00629	gene	4002				
GBPCPCFC_00630	CDS	597				hypothetical protein
GBPCPCFC_00630	gene	597				
GBPCPCFC_00631	CDS	237				hypothetical protein
GBPCPCFC_00631	gene	237				
GBPCPCFC_00632	CDS	1077				hypothetical protein
GBPCPCFC_00632	gene	1077				
GBPCPCFC_00633	CDS	579				hypothetical protein
GBPCPCFC_00633	gene	579				
GBPCPCFC_00634	CDS	924				hypothetical protein
GBPCPCFC_00634	gene	924				
GBPCPCFC_00635	CDS	1731				hypothetical protein
GBPCPCFC_00635	gene	1731				
GBPCPCFC_00636	CDS	126				hypothetical protein
GBPCPCFC_00636	gene	126				
GBPCPCFC_00637	CDS	183				hypothetical protein
GBPCPCFC_00637	gene	183				
GBPCPCFC_00638	CDS	948				hypothetical protein
GBPCPCFC_00638	gene	948				
GBPCPCFC_00639	CDS	243				hypothetical protein
GBPCPCFC_00639	gene	243				
GBPCPCFC_00640	CDS	420				hypothetical protein
GBPCPCFC_00640	gene	420				
GBPCPCFC_00641	CDS	321				hypothetical protein
GBPCPCFC_00641	gene	321				
GBPCPCFC_00642	CDS	1095				hypothetical protein
GBPCPCFC_00642	gene	1095				
GBPCPCFC_00643	CDS	2367				hypothetical protein
GBPCPCFC_00643	gene	2367				
GBPCPCFC_00644	CDS	186				hypothetical protein
GBPCPCFC_00644	gene	186				
GBPCPCFC_00645	CDS	465				hypothetical protein
GBPCPCFC_00645	gene	465				
GBPCPCFC_00646	CDS	315				hypothetical protein
GBPCPCFC_00646	gene	315				
GBPCPCFC_00647	CDS	213				hypothetical protein
GBPCPCFC_00647	gene	213				
GBPCPCFC_00648	CDS	243				hypothetical protein
GBPCPCFC_00648	gene	243				
GBPCPCFC_00649	CDS	117				hypothetical protein
GBPCPCFC_00649	gene	117				
GBPCPCFC_00650	CDS	5052	mobA			Mobilization protein A
GBPCPCFC_00650	gene	5052	mobA			
GBPCPCFC_00651	CDS	342				hypothetical protein
GBPCPCFC_00651	gene	342				
GBPCPCFC_00652	CDS	351				hypothetical protein
GBPCPCFC_00652	gene	351				
GBPCPCFC_00653	CDS	1533				hypothetical protein
GBPCPCFC_00653	gene	1533				
GBPCPCFC_00654	CDS	2547				hypothetical protein
GBPCPCFC_00654	gene	2547				
GBPCPCFC_00655	CDS	1095				hypothetical protein
GBPCPCFC_00655	gene	1095				
GBPCPCFC_00656	CDS	246				hypothetical protein
GBPCPCFC_00656	gene	246				
GBPCPCFC_00657	CDS	1014				hypothetical protein
GBPCPCFC_00657	gene	1014				
GBPCPCFC_00658	CDS	1071				hypothetical protein
GBPCPCFC_00658	gene	1071				
GBPCPCFC_00659	CDS	1011				hypothetical protein
GBPCPCFC_00659	gene	1011				
GBPCPCFC_00660	CDS	726				hypothetical protein
GBPCPCFC_00660	gene	726				
GBPCPCFC_00661	CDS	1083				hypothetical protein
GBPCPCFC_00661	gene	1083				
GBPCPCFC_00662	CDS	717				hypothetical protein
GBPCPCFC_00662	gene	717				
GBPCPCFC_00663	CDS	1095				hypothetical protein
GBPCPCFC_00663	gene	1095				
GBPCPCFC_00664	CDS	2076				hypothetical protein
GBPCPCFC_00664	gene	2076				
GBPCPCFC_00665	CDS	465				hypothetical protein
GBPCPCFC_00665	gene	465				
GBPCPCFC_00666	CDS	426				hypothetical protein
GBPCPCFC_00666	gene	426				
GBPCPCFC_00667	CDS	975	pomZ		COG1192	Cell division protein PomZ
GBPCPCFC_00667	gene	975	pomZ			
GBPCPCFC_00668	CDS	819	spo0C		COG1475	Chromosome-partitioning protein Spo0J
GBPCPCFC_00668	gene	819	spo0C			
GBPCPCFC_00669	CDS	1095				hypothetical protein
GBPCPCFC_00669	gene	1095				
GBPCPCFC_00670	CDS	579	hin_2		COG1961	DNA-invertase hin
GBPCPCFC_00670	gene	579	hin_2			
GBPCPCFC_00671	CDS	1914				Actin-binding protein
GBPCPCFC_00671	gene	1914				
GBPCPCFC_00672	CDS	144				hypothetical protein
GBPCPCFC_00672	gene	144				
GBPCPCFC_00673	CDS	636				hypothetical protein
GBPCPCFC_00673	gene	636				
GBPCPCFC_00674	CDS	447				hypothetical protein
GBPCPCFC_00674	gene	447				
GBPCPCFC_00675	CDS	1401	fumC_1	4.2.1.2	COG0114	Fumarate hydratase class II
GBPCPCFC_00675	gene	1401	fumC_1			
GBPCPCFC_00676	CDS	483				hypothetical protein
GBPCPCFC_00676	gene	483				
GBPCPCFC_00677	CDS	120				hypothetical protein
GBPCPCFC_00677	gene	120				
GBPCPCFC_00678	CDS	342				hypothetical protein
GBPCPCFC_00678	gene	342				
GBPCPCFC_00679	CDS	186				hypothetical protein
GBPCPCFC_00679	gene	186				
GBPCPCFC_00680	CDS	249				hypothetical protein
GBPCPCFC_00680	gene	249				
GBPCPCFC_00681	CDS	186				hypothetical protein
GBPCPCFC_00681	gene	186				
GBPCPCFC_00682	CDS	162				hypothetical protein
GBPCPCFC_00682	gene	162				
GBPCPCFC_00683	CDS	315				hypothetical protein
GBPCPCFC_00683	gene	315				
GBPCPCFC_00684	CDS	171				hypothetical protein
GBPCPCFC_00684	gene	171				
GBPCPCFC_00685	CDS	117				hypothetical protein
GBPCPCFC_00685	gene	117				
GBPCPCFC_00686	CDS	129				hypothetical protein
GBPCPCFC_00686	gene	129				
GBPCPCFC_00687	CDS	519				hypothetical protein
GBPCPCFC_00687	gene	519				
GBPCPCFC_00688	CDS	771				hypothetical protein
GBPCPCFC_00688	gene	771				
GBPCPCFC_00689	CDS	432				hypothetical protein
GBPCPCFC_00689	gene	432				
GBPCPCFC_00690	CDS	120				hypothetical protein
GBPCPCFC_00690	gene	120				
GBPCPCFC_00691	CDS	1095				hypothetical protein
GBPCPCFC_00691	gene	1095				
GBPCPCFC_00692	CDS	1653	btuB			Vitamin B12 transporter BtuB
GBPCPCFC_00692	gene	1653	btuB			
GBPCPCFC_00693	CDS	450				hypothetical protein
GBPCPCFC_00693	gene	450				
GBPCPCFC_00694	CDS	510				hypothetical protein
GBPCPCFC_00694	gene	510				
GBPCPCFC_00695	CDS	1623				hypothetical protein
GBPCPCFC_00695	gene	1623				
GBPCPCFC_00696	CDS	1788				hypothetical protein
GBPCPCFC_00696	gene	1788				
GBPCPCFC_00697	CDS	1338				hypothetical protein
GBPCPCFC_00697	gene	1338				
GBPCPCFC_00698	CDS	1017				hypothetical protein
GBPCPCFC_00698	gene	1017				
GBPCPCFC_00699	CDS	1323				hypothetical protein
GBPCPCFC_00699	gene	1323				
GBPCPCFC_00700	CDS	1284				hypothetical protein
GBPCPCFC_00700	gene	1284				
GBPCPCFC_00701	CDS	1068				hypothetical protein
GBPCPCFC_00701	gene	1068				
GBPCPCFC_00702	CDS	288				hypothetical protein
GBPCPCFC_00702	gene	288				
GBPCPCFC_00703	CDS	1164				hypothetical protein
GBPCPCFC_00703	gene	1164				
GBPCPCFC_00704	CDS	906				hypothetical protein
GBPCPCFC_00704	gene	906				
GBPCPCFC_00705	CDS	438	xcpT		COG2165	Type II secretion system protein G
GBPCPCFC_00705	gene	438	xcpT			
GBPCPCFC_00706	CDS	339				hypothetical protein
GBPCPCFC_00706	gene	339				
GBPCPCFC_00707	CDS	441				hypothetical protein
GBPCPCFC_00707	gene	441				
GBPCPCFC_00708	CDS	552				hypothetical protein
GBPCPCFC_00708	gene	552				
GBPCPCFC_00709	CDS	747	fecR_1		COG3712	Protein FecR
GBPCPCFC_00709	gene	747	fecR_1			
GBPCPCFC_00710	CDS	204				hypothetical protein
GBPCPCFC_00710	gene	204				
GBPCPCFC_00711	CDS	111				hypothetical protein
GBPCPCFC_00711	gene	111				
GBPCPCFC_00712	CDS	261				hypothetical protein
GBPCPCFC_00712	gene	261				
GBPCPCFC_00713	CDS	159				hypothetical protein
GBPCPCFC_00713	gene	159				
GBPCPCFC_00714	CDS	210				hypothetical protein
GBPCPCFC_00714	gene	210				
GBPCPCFC_00715	CDS	174				hypothetical protein
GBPCPCFC_00715	gene	174				
GBPCPCFC_00716	CDS	531				hypothetical protein
GBPCPCFC_00716	gene	531				
GBPCPCFC_00717	CDS	465				hypothetical protein
GBPCPCFC_00717	gene	465				
GBPCPCFC_00718	CDS	3924				hypothetical protein
GBPCPCFC_00718	gene	3924				
GBPCPCFC_00719	CDS	1095				hypothetical protein
GBPCPCFC_00719	gene	1095				
GBPCPCFC_00720	CDS	975				hypothetical protein
GBPCPCFC_00720	gene	975				
GBPCPCFC_00721	CDS	468				hypothetical protein
GBPCPCFC_00721	gene	468				
GBPCPCFC_00722	CDS	429				hypothetical protein
GBPCPCFC_00722	gene	429				
GBPCPCFC_00723	CDS	150				hypothetical protein
GBPCPCFC_00723	gene	150				
GBPCPCFC_00724	CDS	549				hypothetical protein
GBPCPCFC_00724	gene	549				
GBPCPCFC_00725	CDS	1266				hypothetical protein
GBPCPCFC_00725	gene	1266				
GBPCPCFC_00726	CDS	243	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
GBPCPCFC_00726	gene	243	pcm			
GBPCPCFC_00727	CDS	213				hypothetical protein
GBPCPCFC_00727	gene	213				
GBPCPCFC_00728	CDS	177				hypothetical protein
GBPCPCFC_00728	gene	177				
GBPCPCFC_00729	CDS	204				hypothetical protein
GBPCPCFC_00729	gene	204				
GBPCPCFC_00730	CDS	2154				hypothetical protein
GBPCPCFC_00730	gene	2154				
GBPCPCFC_00731	CDS	135				hypothetical protein
GBPCPCFC_00731	gene	135				
GBPCPCFC_00732	CDS	279				hypothetical protein
GBPCPCFC_00732	gene	279				
GBPCPCFC_00733	CDS	564				hypothetical protein
GBPCPCFC_00733	gene	564				
GBPCPCFC_00734	CDS	150				hypothetical protein
GBPCPCFC_00734	gene	150				
GBPCPCFC_00735	CDS	408				hypothetical protein
GBPCPCFC_00735	gene	408				
GBPCPCFC_00736	CDS	258				hypothetical protein
GBPCPCFC_00736	gene	258				
GBPCPCFC_00737	CDS	144				hypothetical protein
GBPCPCFC_00737	gene	144				
GBPCPCFC_00738	CDS	327				hypothetical protein
GBPCPCFC_00738	gene	327				
GBPCPCFC_00739	CDS	420				hypothetical protein
GBPCPCFC_00739	gene	420				
GBPCPCFC_00740	CDS	285				hypothetical protein
GBPCPCFC_00740	gene	285				
GBPCPCFC_00741	CDS	438				hypothetical protein
GBPCPCFC_00741	gene	438				
GBPCPCFC_00742	CDS	450	tmk_1	2.7.4.9		Thymidylate kinase
GBPCPCFC_00742	gene	450	tmk_1			
GBPCPCFC_00743	CDS	2262				hypothetical protein
GBPCPCFC_00743	gene	2262				
GBPCPCFC_00744	CDS	168				hypothetical protein
GBPCPCFC_00744	gene	168				
GBPCPCFC_00745	CDS	198				hypothetical protein
GBPCPCFC_00745	gene	198				
GBPCPCFC_00746	CDS	1323	proP_2			Proline/betaine transporter
GBPCPCFC_00746	gene	1323	proP_2			
GBPCPCFC_00747	CDS	594	rsh_4	2.7.6.5		GTP pyrophosphokinase rsh
GBPCPCFC_00747	gene	594	rsh_4			
GBPCPCFC_00748	CDS	309				hypothetical protein
GBPCPCFC_00748	gene	309				
GBPCPCFC_00749	CDS	534				hypothetical protein
GBPCPCFC_00749	gene	534				
GBPCPCFC_00750	CDS	1293				hypothetical protein
GBPCPCFC_00750	gene	1293				
GBPCPCFC_00751	CDS	168				hypothetical protein
GBPCPCFC_00751	gene	168				
GBPCPCFC_00752	CDS	870				hypothetical protein
GBPCPCFC_00752	gene	870				
GBPCPCFC_00753	CDS	549				hypothetical protein
GBPCPCFC_00753	gene	549				
GBPCPCFC_00754	CDS	771				hypothetical protein
GBPCPCFC_00754	gene	771				
GBPCPCFC_00755	CDS	645				hypothetical protein
GBPCPCFC_00755	gene	645				
GBPCPCFC_00756	CDS	438				hypothetical protein
GBPCPCFC_00756	gene	438				
GBPCPCFC_00757	CDS	1095				hypothetical protein
GBPCPCFC_00757	gene	1095				
GBPCPCFC_00758	CDS	789				hypothetical protein
GBPCPCFC_00758	gene	789				
GBPCPCFC_00759	CDS	483				hypothetical protein
GBPCPCFC_00759	gene	483				
GBPCPCFC_00760	CDS	1398	fumC_2	4.2.1.2	COG0114	Fumarate hydratase class II
GBPCPCFC_00760	gene	1398	fumC_2			
GBPCPCFC_00761	CDS	159				hypothetical protein
GBPCPCFC_00761	gene	159				
GBPCPCFC_00762	CDS	168				hypothetical protein
GBPCPCFC_00762	gene	168				
GBPCPCFC_00763	CDS	267				hypothetical protein
GBPCPCFC_00763	gene	267				
GBPCPCFC_00764	CDS	144				hypothetical protein
GBPCPCFC_00764	gene	144				
GBPCPCFC_00765	CDS	225				hypothetical protein
GBPCPCFC_00765	gene	225				
GBPCPCFC_00766	CDS	174				hypothetical protein
GBPCPCFC_00766	gene	174				
GBPCPCFC_00767	CDS	141				hypothetical protein
GBPCPCFC_00767	gene	141				
GBPCPCFC_00768	CDS	219				hypothetical protein
GBPCPCFC_00768	gene	219				
GBPCPCFC_00769	CDS	291				hypothetical protein
GBPCPCFC_00769	gene	291				
GBPCPCFC_00770	CDS	447				hypothetical protein
GBPCPCFC_00770	gene	447				
GBPCPCFC_00771	CDS	96				hypothetical protein
GBPCPCFC_00771	gene	96				
GBPCPCFC_00772	CDS	276				hypothetical protein
GBPCPCFC_00772	gene	276				
GBPCPCFC_00773	CDS	117				hypothetical protein
GBPCPCFC_00773	gene	117				
GBPCPCFC_00774	CDS	198				hypothetical protein
GBPCPCFC_00774	gene	198				
GBPCPCFC_00775	CDS	726				hypothetical protein
GBPCPCFC_00775	gene	726				
GBPCPCFC_00776	CDS	633				hypothetical protein
GBPCPCFC_00776	gene	633				
GBPCPCFC_00777	CDS	747				hypothetical protein
GBPCPCFC_00777	gene	747				
GBPCPCFC_00778	CDS	819	yfhM		COG2373	putative lipoprotein YfhM
GBPCPCFC_00778	gene	819	yfhM			
GBPCPCFC_00779	CDS	1497				hypothetical protein
GBPCPCFC_00779	gene	1497				
GBPCPCFC_00780	CDS	2505				hypothetical protein
GBPCPCFC_00780	gene	2505				
GBPCPCFC_00781	CDS	1137				hypothetical protein
GBPCPCFC_00781	gene	1137				
GBPCPCFC_00782	CDS	1425				hypothetical protein
GBPCPCFC_00782	gene	1425				
GBPCPCFC_00783	CDS	1332				hypothetical protein
GBPCPCFC_00783	gene	1332				
GBPCPCFC_00784	CDS	363				hypothetical protein
GBPCPCFC_00784	gene	363				
GBPCPCFC_00785	CDS	243	parD4		COG3609	Antitoxin ParD4
GBPCPCFC_00785	gene	243	parD4			
GBPCPCFC_00786	CDS	1221				hypothetical protein
GBPCPCFC_00786	gene	1221				
GBPCPCFC_00787	CDS	420				hypothetical protein
GBPCPCFC_00787	gene	420				
GBPCPCFC_00788	CDS	882				hypothetical protein
GBPCPCFC_00788	gene	882				
GBPCPCFC_00789	CDS	1488				hypothetical protein
GBPCPCFC_00789	gene	1488				
GBPCPCFC_00790	CDS	1326				hypothetical protein
GBPCPCFC_00790	gene	1326				
GBPCPCFC_00791	CDS	888				hypothetical protein
GBPCPCFC_00791	gene	888				
GBPCPCFC_00792	CDS	609				hypothetical protein
GBPCPCFC_00792	gene	609				
GBPCPCFC_00793	CDS	417				hypothetical protein
GBPCPCFC_00793	gene	417				
GBPCPCFC_00794	CDS	840				hypothetical protein
GBPCPCFC_00794	gene	840				
GBPCPCFC_00795	CDS	2016				hypothetical protein
GBPCPCFC_00795	gene	2016				
GBPCPCFC_00796	CDS	543				hypothetical protein
GBPCPCFC_00796	gene	543				
GBPCPCFC_00797	CDS	594				hypothetical protein
GBPCPCFC_00797	gene	594				
GBPCPCFC_00798	CDS	696				hypothetical protein
GBPCPCFC_00798	gene	696				
GBPCPCFC_00799	CDS	918				hypothetical protein
GBPCPCFC_00799	gene	918				
GBPCPCFC_00800	CDS	1278	caeB	3.1.1.-		Carboxylesterase B
GBPCPCFC_00800	gene	1278	caeB			
GBPCPCFC_00801	CDS	1158				hypothetical protein
GBPCPCFC_00801	gene	1158				
GBPCPCFC_00802	CDS	300				hypothetical protein
GBPCPCFC_00802	gene	300				
GBPCPCFC_00803	CDS	411				hypothetical protein
GBPCPCFC_00803	gene	411				
GBPCPCFC_00804	CDS	621				hypothetical protein
GBPCPCFC_00804	gene	621				
GBPCPCFC_00805	CDS	828	amiD_1	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
GBPCPCFC_00805	gene	828	amiD_1			
GBPCPCFC_00806	CDS	303				hypothetical protein
GBPCPCFC_00806	gene	303				
GBPCPCFC_00807	CDS	489				hypothetical protein
GBPCPCFC_00807	gene	489				
GBPCPCFC_00808	CDS	390				hypothetical protein
GBPCPCFC_00808	gene	390				
GBPCPCFC_00809	CDS	1173				hypothetical protein
GBPCPCFC_00809	gene	1173				
GBPCPCFC_00810	CDS	348				hypothetical protein
GBPCPCFC_00810	gene	348				
GBPCPCFC_00811	CDS	453				hypothetical protein
GBPCPCFC_00811	gene	453				
GBPCPCFC_00812	CDS	345				hypothetical protein
GBPCPCFC_00812	gene	345				
GBPCPCFC_00813	CDS	1107				hypothetical protein
GBPCPCFC_00813	gene	1107				
GBPCPCFC_00814	CDS	921				hypothetical protein
GBPCPCFC_00814	gene	921				
GBPCPCFC_00815	CDS	1425				hypothetical protein
GBPCPCFC_00815	gene	1425				
GBPCPCFC_00816	CDS	1029				hypothetical protein
GBPCPCFC_00816	gene	1029				
GBPCPCFC_00817	CDS	303				hypothetical protein
GBPCPCFC_00817	gene	303				
GBPCPCFC_00818	CDS	816				hypothetical protein
GBPCPCFC_00818	gene	816				
GBPCPCFC_00819	CDS	1608				hypothetical protein
GBPCPCFC_00819	gene	1608				
GBPCPCFC_00820	CDS	480				hypothetical protein
GBPCPCFC_00820	gene	480				
GBPCPCFC_00821	CDS	564				hypothetical protein
GBPCPCFC_00821	gene	564				
GBPCPCFC_00822	CDS	582				hypothetical protein
GBPCPCFC_00822	gene	582				
GBPCPCFC_00823	CDS	1209				hypothetical protein
GBPCPCFC_00823	gene	1209				
GBPCPCFC_00824	CDS	384				hypothetical protein
GBPCPCFC_00824	gene	384				
GBPCPCFC_00825	CDS	1356				hypothetical protein
GBPCPCFC_00825	gene	1356				
GBPCPCFC_00826	CDS	1227				hypothetical protein
GBPCPCFC_00826	gene	1227				
GBPCPCFC_00827	CDS	756				hypothetical protein
GBPCPCFC_00827	gene	756				
GBPCPCFC_00828	CDS	723				hypothetical protein
GBPCPCFC_00828	gene	723				
GBPCPCFC_00829	CDS	600				hypothetical protein
GBPCPCFC_00829	gene	600				
GBPCPCFC_00830	CDS	567				hypothetical protein
GBPCPCFC_00830	gene	567				
GBPCPCFC_00831	CDS	846				hypothetical protein
GBPCPCFC_00831	gene	846				
GBPCPCFC_00832	CDS	936				hypothetical protein
GBPCPCFC_00832	gene	936				
GBPCPCFC_00833	CDS	450				hypothetical protein
GBPCPCFC_00833	gene	450				
GBPCPCFC_00834	CDS	924				hypothetical protein
GBPCPCFC_00834	gene	924				
GBPCPCFC_00835	CDS	558				hypothetical protein
GBPCPCFC_00835	gene	558				
GBPCPCFC_00836	CDS	300				hypothetical protein
GBPCPCFC_00836	gene	300				
GBPCPCFC_00837	CDS	819				hypothetical protein
GBPCPCFC_00837	gene	819				
GBPCPCFC_00838	CDS	1164				hypothetical protein
GBPCPCFC_00838	gene	1164				
GBPCPCFC_00839	CDS	447				hypothetical protein
GBPCPCFC_00839	gene	447				
GBPCPCFC_00840	CDS	429				hypothetical protein
GBPCPCFC_00840	gene	429				
GBPCPCFC_00841	CDS	348				hypothetical protein
GBPCPCFC_00841	gene	348				
GBPCPCFC_00842	CDS	438				hypothetical protein
GBPCPCFC_00842	gene	438				
GBPCPCFC_00843	CDS	909				hypothetical protein
GBPCPCFC_00843	gene	909				
GBPCPCFC_00844	CDS	309				hypothetical protein
GBPCPCFC_00844	gene	309				
GBPCPCFC_00845	CDS	1113				hypothetical protein
GBPCPCFC_00845	gene	1113				
GBPCPCFC_00846	CDS	642				hypothetical protein
GBPCPCFC_00846	gene	642				
GBPCPCFC_00847	CDS	825				hypothetical protein
GBPCPCFC_00847	gene	825				
GBPCPCFC_00848	CDS	450				hypothetical protein
GBPCPCFC_00848	gene	450				
GBPCPCFC_00849	CDS	219				hypothetical protein
GBPCPCFC_00849	gene	219				
GBPCPCFC_00850	CDS	324				hypothetical protein
GBPCPCFC_00850	gene	324				
GBPCPCFC_00851	CDS	726				hypothetical protein
