g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o
None-gene-285484,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,585,0.0571,-0.4339,0.0206,0,0,0.0882,0.1594,0.0751,0.231,0.4718,0.4491,2.4354
None-gene-308454,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,1112,0.0606,-0.294,0.1045,0,0,0.0195,0.7565,0.0454,0.4697,0.4335,0.3843,1.32
None-gene-309892,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,207,0.0545,-0.5342,0.1064,0,0,0.1492,0.0255,0.1662,0.0127,0.4106,0.3457,0.6559
None-gene-325105,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,1116,0.0606,-0.2929,0.1639,0,0,0.1718,0.0059,0.1587,0.011,0.4149,0.3528,0.7795
None-gene-344009,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,5351,0.0888,0.8315,0.2464,0,0,0.3918,0.0,0.3727,0.0,0.4089,0.3427,0.6055
None-gene-360256,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,1648,0.0641,-0.1516,0.2912,0,0,0.039,0.5342,0.0455,0.4689,0.4272,0.3737,1.1376
None-gene-360365,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,219,0.0546,-0.531,0.2865,0,0,0.1212,0.0689,0.0368,0.582,0.4292,0.3771,1.1969
None-gene-362119,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,1712,0.0646,-0.1346,0.2981,0,0,0.0621,0.3224,0.1206,0.054,0.4071,0.3397,0.5541
None-gene-363901,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,903,0.0592,-0.3494,0.3015,0,0,0.1357,0.03,0.1535,0.014,0.4153,0.3535,0.7913
None-gene-372427,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,3882,0.079,0.4415,0.3426,0,0,0.0713,0.2554,0.1041,0.0964,0.3841,0.3007,-0.1164
None-gene-409262,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,180,0.0544,-0.5414,0.4608,0,0,0.0532,0.4693,0.0491,0.5049,0.4167,0.3559,0.8316
None-gene-417394,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,578,0.057,-0.4357,0.4912,0,0,0.0808,0.1973,0.0481,0.443,0.3945,0.3183,0.1857
None-gene-428832,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,687,0.0577,-0.4068,0.5324,0,0,0.0962,0.1249,0.0779,0.214,0.393,0.3159,0.1435
None-gene-467740,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,1116,0.0606,-0.2929,0.6728,0,0,0.1679,0.0071,0.1729,0.0055,0.4131,0.3498,0.7273
None-gene-483565,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,13027,0.1399,2.8696,0.7717,0,0,0.4421,0.0,0.4748,0.0,0.3482,0.24,-1.1602
None-gene-517958,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,8623,0.1106,1.7003,0.8787,0,0,0.1789,0.0041,0.2779,0.0,0.3007,0.1597,-2.5418
None-gene-527414,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,237,0.0547,-0.5263,0.8826,0,0,-0.0588,0.3939,-0.0556,0.4206,0.4388,0.3933,1.476
None-gene-536484,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,4924,0.086,0.7182,0.9316,0,0,0.2039,0.001,0.224,0.0003,0.3948,0.3189,0.1955
None-gene-544828,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,15392,0.1557,3.4975,0.9988,0,0,0.4551,0.0,0.4446,0.0,0.3735,0.2828,-0.424
None-gene-558477,contig_772,46,560568,0.0016,3557.5652,0.3142,0.9098,0.0,0.3456,-0.9471,437,0.0561,-0.4732,0.9941,1,0,0.0343,0.5851,0.0077,0.9024,0.4233,0.3672,1.0258
None-gene-32729,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,617,0.061,-0.4254,0.9787,1,0,0.3128,0.0,0.297,0.0,0.4457,0.3729,1.6764
None-gene-64795,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,690,0.0617,-0.406,0.9579,0,0,0.1319,0.035,0.1585,0.0111,0.4623,0.4008,2.1597
None-gene-72914,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,610,0.0609,-0.4272,0.9526,0,0,0.0802,0.201,0.0074,0.9056,0.4738,0.42,2.4928
None-gene-85781,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,252,0.0573,-0.5223,0.9442,0,0,-0.029,0.6498,-0.0503,0.4304,0.4286,0.3442,1.1779
None-gene-97233,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,4935,0.1044,0.7211,0.9368,0,0,0.2077,0.0008,0.2252,0.0003,0.3911,0.2813,0.0874
None-gene-113873,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,21472,0.2706,5.1118,0.926,0,0,0.3543,0.0,0.3828,0.0,0.3687,0.2437,-0.5648
None-gene-136699,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2350,0.0784,0.0348,0.9111,0,0,0.1356,0.0301,0.1214,0.0524,0.3872,0.2749,-0.0246
None-gene-138715,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,126,0.0561,-0.5557,0.9098,0,0,-0.057,0.445,-0.0822,0.2699,0.4921,0.4507,3.025
None-gene-151191,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,630,0.0611,-0.4219,0.9017,0,0,0.0779,0.214,0.0634,0.3125,0.4286,0.3442,1.1779
None-gene-172914,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2776,0.0827,0.1479,0.8876,0,0,0.2544,0.0,0.3046,0.0,0.3501,0.2127,-1.1036
None-gene-241338,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1560,0.0705,-0.175,0.8431,0,0,0.1943,0.0018,0.1811,0.0036,0.3744,0.2533,-0.3992
None-gene-244978,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,501,0.0598,-0.4562,0.8407,0,0,0.1102,0.0783,0.0365,0.5615,0.4232,0.3351,1.0203
None-gene-248738,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,555,0.0604,-0.4418,0.8383,0,0,0.1834,0.0043,0.1858,0.0038,0.3622,0.2328,-0.754
None-gene-250798,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,132,0.0561,-0.5541,0.8369,0,0,0.0514,0.4871,0.0713,0.3349,0.4545,0.3877,1.9336
None-gene-258139,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2399,0.0789,0.0478,0.8322,0,0,0.0881,0.1597,0.0329,0.6003,0.4018,0.2994,0.4001
None-gene-272570,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,276,0.0576,-0.5159,0.8228,0,0,0.0225,0.7367,-0.0114,0.8644,0.442,0.3668,1.5694
None-gene-272854,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2001,0.0749,-0.0579,0.8226,0,0,0.1416,0.0234,0.0731,0.2438,0.4308,0.3479,1.2423
None-gene-275372,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,680,0.0616,-0.4087,0.821,0,0,0.0479,0.4456,0.0962,0.1247,0.4985,0.4615,3.2131
None-gene-279586,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1132,0.0662,-0.2886,0.8182,0,0,0.033,0.5992,0.082,0.191,0.4691,0.4121,2.3564
None-gene-312050,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,16684,0.2225,3.8406,0.7971,0,0,0.4975,0.0,0.5252,0.0,0.3744,0.2533,-0.3988
None-gene-313222,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,177,0.0566,-0.5422,0.7964,0,0,-0.0122,0.8733,0.0591,0.4409,0.5028,0.4687,3.3381
None-gene-333464,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,402,0.0588,-0.4825,0.7832,0,0,0.0524,0.4115,0.0739,0.2463,0.3706,0.2471,-0.5072
None-gene-342163,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1887,0.0738,-0.0882,0.7775,0,0,0.2318,0.0002,0.197,0.0015,0.4075,0.3089,0.5657
None-gene-347016,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,177,0.0566,-0.5422,0.7744,0,0,0.0913,0.2077,0.1393,0.054,0.4463,0.374,1.6945
None-gene-355311,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,557,0.0604,-0.4413,0.769,0,0,0.2201,0.0004,0.2731,0.0,0.3932,0.2848,0.1483
None-gene-363496,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1096,0.0658,-0.2982,0.7637,0,0,0.0601,0.338,0.1114,0.0753,0.4252,0.3385,1.0794
None-gene-372095,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,783,0.0627,-0.3813,0.7581,0,0,0.158,0.0126,0.1369,0.0308,0.378,0.2594,-0.2923
None-gene-378491,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2574,0.0807,0.0942,0.7539,0,0,0.1726,0.0056,0.3021,0.0,0.3364,0.1897,-1.5022
None-gene-386268,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,857,0.0634,-0.3617,0.7489,0,0,0.1201,0.055,0.0662,0.2916,0.4236,0.3358,1.0325
None-gene-399110,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,120,0.056,-0.5573,0.7405,0,0,-0.0577,0.4551,-0.0377,0.6252,0.4583,0.3941,2.0438
None-gene-419138,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,207,0.0569,-0.5342,0.7275,0,0,-0.0258,0.6957,0.0209,0.7516,0.4396,0.3627,1.4992
None-gene-436762,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,9918,0.1545,2.0441,0.716,0,0,0.3028,0.0,0.3229,0.0,0.3659,0.2391,-0.6452
None-gene-441638,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1127,0.0661,-0.29,0.7129,0,0,0.0924,0.1406,0.0988,0.1149,0.4783,0.4275,2.6235
None-gene-460453,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,5193,0.107,0.7896,0.7006,0,0,0.3358,0.0,0.4703,0.0,0.374,0.2526,-0.4106
None-gene-471361,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2482,0.0797,0.0698,0.6936,0,0,0.0853,0.1737,0.1249,0.0459,0.4476,0.3761,1.7322
None-gene-478196,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,216,0.057,-0.5318,0.6891,0,0,-0.0365,0.5864,-0.0245,0.7144,0.4398,0.363,1.505
None-gene-478423,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,331,0.0581,-0.5013,0.689,0,0,0.0798,0.2182,0.0438,0.4994,0.4079,0.3094,0.5753
None-gene-486563,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,26625,0.3224,6.48,0.6837,0,0,0.5742,0.0,0.5303,0.0,0.3669,0.2408,-0.6158
None-gene-526610,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1270,0.0676,-0.252,0.6576,0,0,0.1452,0.0201,0.1111,0.0759,0.4165,0.324,0.8278
None-gene-529279,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,945,0.0643,-0.3383,0.6559,0,0,0.2673,0.0,0.1897,0.0023,0.3894,0.2785,0.0389
None-gene-542384,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,129,0.0561,-0.5549,0.6474,0,0,0.0892,0.1949,0.0733,0.2871,0.4651,0.4055,2.2411
None-gene-561139,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,336,0.0582,-0.5,0.6352,0,0,0.04,0.53,-0.0001,0.999,0.4286,0.3442,1.1779
None-gene-564780,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,5263,0.1077,0.8082,0.6328,0,0,0.31,0.0,0.2872,0.0,0.3946,0.2873,0.1909
None-gene-570241,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,6154,0.1166,1.0447,0.6293,0,0,0.4764,0.0,0.5778,0.0,0.3616,0.2318,-0.7717
None-gene-578889,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,4851,0.1035,0.6988,0.6236,0,0,0.2993,0.0,0.1831,0.0033,0.3511,0.2142,-1.0769
None-gene-585289,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,6185,0.117,1.053,0.6195,0,0,0.3331,0.0,0.4495,0.0,0.3932,0.2849,0.1492
None-gene-597644,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1214,0.067,-0.2669,0.6115,0,0,0.0974,0.1201,0.1474,0.0183,0.4217,0.3327,0.9794
None-gene-611036,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,8259,0.1378,1.6036,0.6027,0,0,0.358,0.0,0.3699,0.0,0.4016,0.299,0.394
None-gene-632029,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,261,0.0574,-0.5199,0.5891,0,0,-0.1365,0.0408,-0.0922,0.1681,0.4636,0.4029,2.197
None-gene-660024,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1796,0.0728,-0.1123,0.5709,0,0,0.0434,0.4897,0.0402,0.5217,0.4182,0.3267,0.8748
None-gene-663660,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,659,0.0614,-0.4142,0.5685,0,0,0.0249,0.6913,0.0497,0.4283,0.3642,0.2362,-0.6951
None-gene-678212,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2265,0.0776,0.0122,0.5591,0,0,0.3522,0.0,0.3507,0.0,0.4446,0.3711,1.644
None-gene-683527,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2341,0.0783,0.0324,0.5556,0,0,0.2013,0.0012,0.1902,0.0022,0.4327,0.3511,1.2987
None-gene-684358,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,156,0.0564,-0.5478,0.5551,0,0,0.0472,0.5066,0.0567,0.4253,0.4551,0.3887,1.9505
None-gene-688481,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2735,0.0823,0.137,0.5524,0,0,0.2635,0.0,0.2841,0.0,0.4252,0.3386,1.0807
None-gene-697828,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,171,0.0565,-0.5438,0.5463,0,0,0.0074,0.9156,0.0619,0.3756,0.4211,0.3316,0.9592
None-gene-699687,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,6547,0.1206,1.1491,0.5451,0,0,0.3404,0.0,0.3706,0.0,0.4089,0.3112,0.6054
None-gene-699740,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,138,0.0562,-0.5526,0.5451,0,0,0.1456,0.059,0.0395,0.61,0.3768,0.2574,-0.3278
None-gene-701188,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,153,0.0563,-0.5486,0.5441,0,0,-0.1047,0.1796,-0.0387,0.6209,0.4706,0.4146,2.4003
None-gene-712312,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,228,0.0571,-0.5287,0.5369,0,0,0.0507,0.4413,0.0661,0.3147,0.4211,0.3316,0.9592
None-gene-715126,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,3299,0.0879,0.2867,0.5351,0,0,0.2097,0.0007,0.2934,0.0,0.3725,0.2502,-0.4522
None-gene-722487,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,393,0.0587,-0.4849,0.5303,0,0,0.0277,0.6685,-0.0266,0.6808,0.3969,0.2912,0.2579
None-gene-736313,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1122,0.0661,-0.2913,0.5213,0,0,0.267,0.0,0.2428,0.0001,0.4216,0.3324,0.9742
None-gene-737682,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,3307,0.088,0.2888,0.5204,0,0,0.0404,0.5198,0.0855,0.1726,0.3671,0.2411,-0.6103
None-gene-741391,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,3482,0.0898,0.3353,0.518,0,0,0.1077,0.0854,0.1978,0.0015,0.394,0.2863,0.173
None-gene-753999,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1485,0.0697,-0.1949,0.5098,0,0,0.0899,0.1516,0.1176,0.0602,0.4498,0.3798,1.7964
None-gene-757986,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1246,0.0673,-0.2584,0.5072,0,0,0.1615,0.0096,0.1399,0.0251,0.4205,0.3307,0.9445
None-gene-766130,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,5487,0.1099,0.8677,0.5019,0,0,0.4757,0.0,0.4314,0.0,0.3722,0.2496,-0.4634
None-gene-777148,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,16380,0.2194,3.7598,0.4947,0,0,0.3952,0.0,0.4708,0.0,0.3697,0.2455,-0.5342
None-gene-834847,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,5184,0.1069,0.7872,0.4572,0,0,0.288,0.0,0.3087,0.0,0.3956,0.289,0.2199
None-gene-843011,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,806,0.0629,-0.3752,0.4519,0,0,0.1818,0.0035,0.1107,0.0772,0.4057,0.3058,0.5128
None-gene-854460,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,420,0.059,-0.4777,0.4445,0,0,0.0631,0.3225,0.0603,0.3447,0.4214,0.3322,0.9701
None-gene-856112,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,861,0.0634,-0.3606,0.4434,0,0,0.087,0.165,0.0592,0.3451,0.4088,0.3111,0.6035
None-gene-861468,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,772,0.0625,-0.3842,0.4399,0,0,0.0307,0.625,0.0216,0.7312,0.4106,0.3141,0.6558
None-gene-862248,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,150,0.0563,-0.5494,0.4394,0,0,0.3818,0.0,0.308,0.0001,0.44,0.3634,1.5104
None-gene-865898,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,528,0.0601,-0.449,0.437,0,0,0.1013,0.1116,0.1021,0.1086,0.4223,0.3338,0.9969
None-gene-875887,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1714,0.072,-0.1341,0.4306,0,0,0.0911,0.146,0.0548,0.3824,0.4183,0.327,0.8797
None-gene-893467,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,189,0.0567,-0.539,0.4191,0,0,-0.0252,0.7078,-0.0383,0.5682,0.3757,0.2555,-0.3613
None-gene-940175,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,311,0.0579,-0.5066,0.3888,0,0,0.0153,0.8103,0.0239,0.7069,0.4341,0.3534,1.3383
None-gene-940612,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,351,0.0583,-0.496,0.3885,0,0,0.1444,0.0269,0.1235,0.0587,0.4074,0.3087,0.5623
None-gene-961968,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,429,0.0591,-0.4753,0.3746,0,0,0.0224,0.725,0.0028,0.9645,0.4219,0.333,0.9842
None-gene-962113,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,17207,0.2277,3.9794,0.3745,0,0,0.3037,0.0,0.4321,0.0,0.3978,0.2926,0.2829
None-gene-990874,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1918,0.0741,-0.0799,0.3558,0,0,0.1692,0.0067,0.1643,0.0084,0.4082,0.3101,0.5864
None-gene-1002807,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2791,0.0828,0.1518,0.348,0,0,0.0752,0.2305,0.0362,0.5638,0.4249,0.3381,1.0722
None-gene-1007895,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1655,0.0714,-0.1498,0.3447,0,0,0.2432,0.0001,0.1504,0.016,0.4381,0.3601,1.4542
None-gene-1009114,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,297,0.0578,-0.5103,0.3439,0,0,0.0186,0.7793,-0.0464,0.4845,0.4444,0.3708,1.6397
None-gene-1009627,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,627,0.0611,-0.4227,0.3436,0,0,0.0457,0.4724,0.0411,0.5189,0.4482,0.377,1.748
None-gene-1013765,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,5157,0.1066,0.78,0.3409,0,0,0.2643,0.0,0.3128,0.0,0.3647,0.2372,-0.6788
None-gene-1023874,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1578,0.0706,-0.1702,0.3343,0,0,0.1009,0.1073,0.0894,0.1536,0.424,0.3364,1.0436
None-gene-1026406,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,10545,0.1608,2.2106,0.3327,0,0,0.3222,0.0,0.3593,0.0,0.3653,0.2381,-0.663
None-gene-1046525,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,570,0.0605,-0.4379,0.3196,0,0,0.1432,0.0219,0.1278,0.041,0.4456,0.3728,1.6737
None-gene-1048925,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1203,0.0669,-0.2698,0.3181,0,0,0.0996,0.1119,0.0945,0.1317,0.4148,0.3211,0.7772
None-gene-1049821,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,258,0.0574,-0.5207,0.3175,0,0,0.035,0.5944,-0.0185,0.7781,0.438,0.36,1.4518
None-gene-1055935,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,12478,0.1802,2.7238,0.3135,0,0,0.4377,0.0,0.4867,0.0,0.3792,0.2614,-0.2575
None-gene-1074134,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2556,0.0805,0.0894,0.3017,0,0,0.3755,0.0,0.3908,0.0,0.3928,0.2842,0.1373
None-gene-1077294,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,506,0.0599,-0.4548,0.2996,0,0,0.1463,0.0231,0.109,0.0915,0.4427,0.3679,1.5886
None-gene-1077947,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,348,0.0583,-0.4968,0.2992,0,0,-0.0589,0.3555,-0.02,0.7539,0.4282,0.3435,1.166
None-gene-1081485,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1416,0.069,-0.2132,0.2969,0,0,0.1566,0.0121,0.1567,0.0121,0.4583,0.3941,2.0438
None-gene-1088258,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2894,0.0839,0.1792,0.2925,0,0,0.3338,0.0,0.4213,0.0,0.368,0.2426,-0.5841
None-gene-1094895,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,348,0.0583,-0.4968,0.2882,0,0,0.0273,0.6636,0.031,0.6218,0.4167,0.3242,0.8316
None-gene-1097297,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,919,0.064,-0.3452,0.2866,0,0,0.1116,0.0793,0.1165,0.0671,0.3689,0.2441,-0.5586
None-gene-1098281,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1714,0.072,-0.1341,0.286,0,0,0.1341,0.032,0.1579,0.0114,0.3938,0.2859,0.1668
None-gene-1143676,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,3121,0.0862,0.2395,0.2565,0,0,0.3378,0.0,0.2553,0.0,0.3915,0.2821,0.1007
None-gene-1152902,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,2268,0.0776,0.013,0.2505,0,0,0.0375,0.5506,0.0588,0.3491,0.4162,0.3235,0.8188
None-gene-1172412,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,9039,0.1456,1.8107,0.2378,0,0,0.4468,0.0,0.4171,0.0,0.3785,0.2602,-0.2795
None-gene-1191454,contig_282,290,3076280,0.009,2195.0345,0.2082,0.8988,0.0,0.3625,0.5221,1270,0.0676,-0.252,0.2254,0,0,0.087,0.1654,0.0676,0.2814,0.3992,0.295,0.3239
